DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-69,deploy-test-69-566cb888bb-qtd6b,2024-05-16T19:18:37+02:00,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:43 +0200 CEST,2024-05-16 19:18:43 +0200 CEST,2024-05-16 19:18:43 +0200 CEST,2024-05-16T19:19:43+02:00,2024-05-16T19:19:44+02:00
deploy-test-84,deploy-test-84-5db46c47cc-cr6tv,2024-05-16T19:18:40+02:00,2024-05-16 19:18:45 +0200 CEST,2024-05-16 19:18:45 +0200 CEST,2024-05-16 19:18:46 +0200 CEST,2024-05-16 19:18:46 +0200 CEST,2024-05-16 19:18:46 +0200 CEST,2024-05-16T19:19:46+02:00,2024-05-16T19:19:48+02:00
deploy-test-87,deploy-test-87-8d7454478-px26j,2024-05-16T19:18:40+02:00,2024-05-16 19:18:45 +0200 CEST,2024-05-16 19:18:45 +0200 CEST,2024-05-16 19:18:47 +0200 CEST,2024-05-16 19:18:48 +0200 CEST,2024-05-16 19:18:48 +0200 CEST,2024-05-16T19:19:47+02:00,2024-05-16T19:19:48+02:00
deploy-test-4,deploy-test-4-674dd49567-9v89m,2024-05-16T19:18:25+02:00,2024-05-16 19:18:25 +0200 CEST,2024-05-16 19:18:25 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16 19:18:28 +0200 CEST,2024-05-16 19:18:28 +0200 CEST,2024-05-16T19:19:32+02:00,2024-05-16T19:19:33+02:00
deploy-test-22,deploy-test-22-576bdc8b7c-v7vk4,2024-05-16T19:18:27+02:00,2024-05-16 19:18:29 +0200 CEST,2024-05-16 19:18:29 +0200 CEST,2024-05-16 19:18:31 +0200 CEST,2024-05-16 19:18:31 +0200 CEST,2024-05-16 19:18:31 +0200 CEST,2024-05-16T19:19:34+02:00,2024-05-16T19:19:35+02:00
deploy-test-42,deploy-test-42-6d666d6847-sqtnk,2024-05-16T19:18:31+02:00,2024-05-16 19:18:34 +0200 CEST,2024-05-16 19:18:34 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16T19:19:38+02:00,2024-05-16T19:19:39+02:00
deploy-test-58,deploy-test-58-7b5fcbd7fd-5tfkk,2024-05-16T19:18:34+02:00,2024-05-16 19:18:39 +0200 CEST,2024-05-16 19:18:39 +0200 CEST,2024-05-16 19:18:40 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16T19:19:41+02:00,2024-05-16T19:19:42+02:00
deploy-test-36,deploy-test-36-b4f9fbbf4-qd72j,2024-05-16T19:18:30+02:00,2024-05-16 19:18:33 +0200 CEST,2024-05-16 19:18:33 +0200 CEST,2024-05-16 19:18:34 +0200 CEST,2024-05-16 19:18:35 +0200 CEST,2024-05-16 19:18:35 +0200 CEST,2024-05-16T19:19:37+02:00,2024-05-16T19:19:38+02:00
deploy-test-44,deploy-test-44-68544bb8b5-s4vhx,2024-05-16T19:18:32+02:00,2024-05-16 19:18:35 +0200 CEST,2024-05-16 19:18:35 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16T19:19:38+02:00,2024-05-16T19:19:39+02:00
deploy-test-61,deploy-test-61-5d7648494b-b4t7k,2024-05-16T19:18:35+02:00,2024-05-16 19:18:39 +0200 CEST,2024-05-16 19:18:39 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16T19:19:42+02:00,2024-05-16T19:19:43+02:00
deploy-test-2,deploy-test-2-7df5989c69-2mskb,2024-05-16T19:18:25+02:00,2024-05-16 19:18:25 +0200 CEST,2024-05-16 19:18:25 +0200 CEST,2024-05-16 19:18:26 +0200 CEST,2024-05-16 19:18:26 +0200 CEST,2024-05-16 19:18:26 +0200 CEST,2024-05-16T19:19:31+02:00,2024-05-16T19:19:33+02:00
deploy-test-3,deploy-test-3-c958f595b-9zjm8,2024-05-16T19:18:25+02:00,2024-05-16 19:18:25 +0200 CEST,2024-05-16 19:18:25 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16T19:19:31+02:00,2024-05-16T19:19:33+02:00
deploy-test-10,deploy-test-10-5d8d5c6cdb-wdvph,2024-05-16T19:18:25+02:00,2024-05-16 19:18:26 +0200 CEST,2024-05-16 19:18:26 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16 19:18:27 +0200 CEST,2024-05-16T19:19:32+02:00,2024-05-16T19:19:33+02:00
deploy-test-11,deploy-test-11-689674f567-xtvqh,2024-05-16T19:18:26+02:00,2024-05-16 19:18:26 +0200 CEST,2024-05-16 19:18:26 +0200 CEST,2024-05-16 19:18:28 +0200 CEST,2024-05-16 19:18:28 +0200 CEST,2024-05-16 19:18:28 +0200 CEST,2024-05-16T19:19:32+02:00,2024-05-16T19:19:33+02:00
deploy-test-90,deploy-test-90-77d7c85958-ckpd6,2024-05-16T19:18:41+02:00,2024-05-16 19:18:46 +0200 CEST,2024-05-16 19:18:46 +0200 CEST,2024-05-16 19:18:47 +0200 CEST,2024-05-16 19:18:47 +0200 CEST,2024-05-16 19:18:47 +0200 CEST,2024-05-16T19:19:47+02:00,2024-05-16T19:19:49+02:00
deploy-test-96,deploy-test-96-6b97568fd4-pwr2f,2024-05-16T19:18:42+02:00,2024-05-16 19:18:47 +0200 CEST,2024-05-16 19:18:47 +0200 CEST,2024-05-16 19:18:49 +0200 CEST,2024-05-16 19:18:49 +0200 CEST,2024-05-16 19:18:49 +0200 CEST,2024-05-16T19:19:49+02:00,2024-05-16T19:19:50+02:00
deploy-test-23,deploy-test-23-5bd4cbdd88-8n7kb,2024-05-16T19:18:28+02:00,2024-05-16 19:18:29 +0200 CEST,2024-05-16 19:18:29 +0200 CEST,2024-05-16 19:18:31 +0200 CEST,2024-05-16 19:18:32 +0200 CEST,2024-05-16 19:18:32 +0200 CEST,2024-05-16T19:19:34+02:00,2024-05-16T19:19:35+02:00
deploy-test-45,deploy-test-45-c66dc6984-sjk4f,2024-05-16T19:18:32+02:00,2024-05-16 19:18:35 +0200 CEST,2024-05-16 19:18:35 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16T19:19:38+02:00,2024-05-16T19:19:39+02:00
deploy-test-77,deploy-test-77-64bf9f696c-fpkmc,2024-05-16T19:18:39+02:00,2024-05-16 19:18:43 +0200 CEST,2024-05-16 19:18:43 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16T19:19:45+02:00,2024-05-16T19:19:46+02:00
deploy-test-81,deploy-test-81-7d68d444b4-g9fb2,2024-05-16T19:18:39+02:00,2024-05-16 19:18:44 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16 19:18:45 +0200 CEST,2024-05-16 19:18:45 +0200 CEST,2024-05-16 19:18:45 +0200 CEST,2024-05-16T19:19:46+02:00,2024-05-16T19:19:46+02:00
deploy-test-73,deploy-test-73-6bbb59c559-7tc2v,2024-05-16T19:18:38+02:00,2024-05-16 19:18:42 +0200 CEST,2024-05-16 19:18:42 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16 19:18:44 +0200 CEST,2024-05-16T19:19:44+02:00,2024-05-16T19:19:45+02:00
deploy-test-88,deploy-test-88-6d865698f-zn7t6,2024-05-16T19:18:40+02:00,2024-05-16 19:18:46 +0200 CEST,2024-05-16 19:18:46 +0200 CEST,2024-05-16 19:18:48 +0200 CEST,2024-05-16 19:18:48 +0200 CEST,2024-05-16 19:18:48 +0200 CEST,2024-05-16T19:19:47+02:00,2024-05-16T19:19:48+02:00
deploy-test-17,deploy-test-17-847948fc69-kwc7h,2024-05-16T19:18:26+02:00,2024-05-16 19:18:28 +0200 CEST,2024-05-16 19:18:28 +0200 CEST,2024-05-16 19:18:30 +0200 CEST,2024-05-16 19:18:30 +0200 CEST,2024-05-16 19:18:30 +0200 CEST,2024-05-16T19:19:33+02:00,2024-05-16T19:19:34+02:00
deploy-test-21,deploy-test-21-6f6844cf86-vr6ww,2024-05-16T19:18:27+02:00,2024-05-16 19:18:29 +0200 CEST,2024-05-16 19:18:29 +0200 CEST,2024-05-16 19:18:30 +0200 CEST,2024-05-16 19:18:30 +0200 CEST,2024-05-16 19:18:30 +0200 CEST,2024-05-16T19:19:34+02:00,2024-05-16T19:19:35+02:00
deploy-test-28,deploy-test-28-66d8f87c9f-b6jjv,2024-05-16T19:18:29+02:00,2024-05-16 19:18:31 +0200 CEST,2024-05-16 19:18:31 +0200 CEST,2024-05-16 19:18:32 +0200 CEST,2024-05-16 19:18:32 +0200 CEST,2024-05-16 19:18:32 +0200 CEST,2024-05-16T19:19:35+02:00,2024-05-16T19:19:36+02:00
deploy-test-53,deploy-test-53-74644646bf-r2vmv,2024-05-16T19:18:33+02:00,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:37 +0200 CEST,2024-05-16 19:18:39 +0200 CEST,2024-05-16 19:18:39 +0200 CEST,2024-05-16 19:18:39 +0200 CEST,2024-05-16T19:19:40+02:00,2024-05-16T19:19:41+02:00
deploy-test-68,deploy-test-68-665b8d76bc-z6wzm,2024-05-16T19:18:37+02:00,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:41 +0200 CEST,2024-05-16 19:18:42 +0200 CEST,2024-05-16 19:18:42 +0200 CEST,2024-05-16 19:18:42 +0200 CEST,2024-05-16T19:19:43+02:00,2024-05-16T19:19:44+02:00
deploy-test-41,deploy-test-41-76b48cb76d-dn9w6,2024-05-16T19:18:31+02:00,2024-05-16 19:18:34 +0200 CEST,2024-05-16 19:18:34 +0200 CEST,2024-05-16 19:18:36 +0200 CEST,2024-05-16 19:18:36 +0200 CEST,2024-05-16 19:18:36 +0200 CEST,2024-05-16T19:19:38+02:00,2024-05-16T19:19:39+02:00
