instance,timestamp,value
10.100.252.157:9100,1716879586.253,3.997000000000257
10.100.252.157:9100,1716879587.253,3.997000000000257
10.100.252.157:9100,1716879588.253,3.997000000000257
10.100.252.157:9100,1716879589.253,3.997000000000257
10.100.252.157:9100,1716879590.253,3.997000000000257
10.100.252.157:9100,1716879591.253,3.997000000000257
10.100.252.157:9100,1716879592.253,3.997000000000257
10.100.252.157:9100,1716879593.253,3.997000000000257
10.100.252.157:9100,1716879594.253,3.997000000000257
10.100.252.157:9100,1716879595.253,3.997000000000257
10.100.252.157:9100,1716879596.253,3.997000000000257
10.100.252.157:9100,1716879597.253,3.997000000000257
10.100.252.157:9100,1716879598.253,3.997000000000257
10.100.252.157:9100,1716879599.253,3.995666666666318
10.100.252.157:9100,1716879600.253,3.995666666666318
10.100.252.157:9100,1716879601.253,3.9956666666663176
10.100.252.157:9100,1716879602.253,3.9956666666663176
10.100.252.157:9100,1716879603.253,3.9956666666663176
10.100.252.157:9100,1716879604.253,3.9956666666663176
10.100.252.157:9100,1716879605.253,3.9956666666663176
10.100.252.157:9100,1716879606.253,3.9956666666663176
10.100.252.157:9100,1716879607.253,3.9956666666663176
10.100.252.157:9100,1716879608.253,3.9956666666663176
10.100.252.157:9100,1716879609.253,3.9956666666663176
10.100.252.157:9100,1716879610.253,3.9956666666663176
10.100.252.157:9100,1716879611.253,3.9956666666663176
10.100.252.157:9100,1716879612.253,3.9956666666663176
10.100.252.157:9100,1716879613.253,3.9956666666663176
10.100.252.157:9100,1716879614.253,3.9956666666663176
10.100.252.157:9100,1716879615.253,3.9956666666663176
10.100.252.157:9100,1716879616.253,3.9956666666663176
10.100.252.157:9100,1716879617.253,3.9956666666663176
10.100.252.157:9100,1716879618.253,3.9956666666663176
10.100.252.157:9100,1716879619.253,3.9956666666663176
10.100.252.157:9100,1716879620.253,3.9956666666663176
10.100.252.157:9100,1716879621.253,3.9956666666663176
10.100.252.157:9100,1716879622.253,3.9956666666663176
10.100.252.157:9100,1716879623.253,3.9956666666663176
10.100.252.157:9100,1716879624.253,3.9956666666663176
