DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-17,deploy-test-17-847948fc69-btxsm,2024-05-16T19:27:43+02:00,2024-05-16 19:27:44 +0200 CEST,2024-05-16 19:27:44 +0200 CEST,2024-05-16 19:27:46 +0200 CEST,2024-05-16 19:27:46 +0200 CEST,2024-05-16 19:27:46 +0200 CEST,2024-05-16T19:28:49+02:00,2024-05-16T19:28:50+02:00
deploy-test-20,deploy-test-20-6b99c9487f-f6x9p,2024-05-16T19:27:43+02:00,2024-05-16 19:27:45 +0200 CEST,2024-05-16 19:27:45 +0200 CEST,2024-05-16 19:27:46 +0200 CEST,2024-05-16 19:27:46 +0200 CEST,2024-05-16 19:27:46 +0200 CEST,2024-05-16T19:28:50+02:00,2024-05-16T19:28:51+02:00
deploy-test-28,deploy-test-28-66d8f87c9f-p2df6,2024-05-16T19:27:45+02:00,2024-05-16 19:27:47 +0200 CEST,2024-05-16 19:27:47 +0200 CEST,2024-05-16 19:27:49 +0200 CEST,2024-05-16 19:27:50 +0200 CEST,2024-05-16 19:27:50 +0200 CEST,2024-05-16T19:28:51+02:00,2024-05-16T19:28:53+02:00
deploy-test-51,deploy-test-51-587cc49cff-5hq2b,2024-05-16T19:27:50+02:00,2024-05-16 19:27:53 +0200 CEST,2024-05-16 19:27:53 +0200 CEST,2024-05-16 19:27:55 +0200 CEST,2024-05-16 19:27:55 +0200 CEST,2024-05-16 19:27:55 +0200 CEST,2024-05-16T19:28:56+02:00,2024-05-16T19:28:57+02:00
deploy-test-77,deploy-test-77-64bf9f696c-c4jjh,2024-05-16T19:27:55+02:00,2024-05-16 19:28:00 +0200 CEST,2024-05-16 19:28:00 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16T19:29:02+02:00,2024-05-16T19:29:04+02:00
deploy-test-80,deploy-test-80-6bbfddbfc7-tbg4q,2024-05-16T19:27:55+02:00,2024-05-16 19:28:00 +0200 CEST,2024-05-16 19:28:00 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16T19:29:04+02:00,2024-05-16T19:29:05+02:00
deploy-test-84,deploy-test-84-5db46c47cc-x9cll,2024-05-16T19:27:56+02:00,2024-05-16 19:28:01 +0200 CEST,2024-05-16 19:28:01 +0200 CEST,2024-05-16 19:28:02 +0200 CEST,2024-05-16 19:28:02 +0200 CEST,2024-05-16 19:28:02 +0200 CEST,2024-05-16T19:29:08+02:00,2024-05-16T19:29:11+02:00
deploy-test-98,deploy-test-98-7cf5f9cf98-85jx6,2024-05-16T19:27:59+02:00,2024-05-16 19:28:05 +0200 CEST,2024-05-16 19:28:05 +0200 CEST,2024-05-16 19:28:06 +0200 CEST,2024-05-16 19:28:07 +0200 CEST,2024-05-16 19:28:07 +0200 CEST,2024-05-16T19:29:25+02:00,2024-05-16T19:29:26+02:00
deploy-test-21,deploy-test-21-6f6844cf86-pncs6,2024-05-16T19:27:44+02:00,2024-05-16 19:27:45 +0200 CEST,2024-05-16 19:27:45 +0200 CEST,2024-05-16 19:27:47 +0200 CEST,2024-05-16 19:27:47 +0200 CEST,2024-05-16 19:27:47 +0200 CEST,2024-05-16T19:28:50+02:00,2024-05-16T19:28:51+02:00
deploy-test-32,deploy-test-32-5c464db8db-jv7b6,2024-05-16T19:27:46+02:00,2024-05-16 19:27:48 +0200 CEST,2024-05-16 19:27:48 +0200 CEST,2024-05-16 19:27:50 +0200 CEST,2024-05-16 19:27:50 +0200 CEST,2024-05-16 19:27:50 +0200 CEST,2024-05-16T19:28:52+02:00,2024-05-16T19:28:53+02:00
