DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-35,deploy-test-35-b489b57c-x4zbt,2024-05-16T19:21:45+02:00,2024-05-16 19:21:48 +0200 CEST,2024-05-16 19:21:48 +0200 CEST,2024-05-16 19:21:49 +0200 CEST,2024-05-16 19:21:49 +0200 CEST,2024-05-16 19:21:49 +0200 CEST,2024-05-16T19:22:51+02:00,2024-05-16T19:22:52+02:00
deploy-test-40,deploy-test-40-5869b5dddf-7wgt5,2024-05-16T19:21:46+02:00,2024-05-16 19:21:49 +0200 CEST,2024-05-16 19:21:49 +0200 CEST,2024-05-16 19:21:50 +0200 CEST,2024-05-16 19:21:50 +0200 CEST,2024-05-16 19:21:50 +0200 CEST,2024-05-16T19:22:52+02:00,2024-05-16T19:22:53+02:00
deploy-test-46,deploy-test-46-76c6df447f-j2gmr,2024-05-16T19:21:47+02:00,2024-05-16 19:21:50 +0200 CEST,2024-05-16 19:21:50 +0200 CEST,2024-05-16 19:21:52 +0200 CEST,2024-05-16 19:21:52 +0200 CEST,2024-05-16 19:21:52 +0200 CEST,2024-05-16T19:22:53+02:00,2024-05-16T19:22:55+02:00
deploy-test-69,deploy-test-69-566cb888bb-pwszn,2024-05-16T19:21:52+02:00,2024-05-16 19:21:56 +0200 CEST,2024-05-16 19:21:56 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16T19:22:58+02:00,2024-05-16T19:22:59+02:00
deploy-test-92,deploy-test-92-7796c676fb-6qbzh,2024-05-16T19:21:56+02:00,2024-05-16 19:22:01 +0200 CEST,2024-05-16 19:22:01 +0200 CEST,2024-05-16 19:22:03 +0200 CEST,2024-05-16 19:22:03 +0200 CEST,2024-05-16 19:22:03 +0200 CEST,2024-05-16T19:23:02+02:00,2024-05-16T19:23:04+02:00
deploy-test-12,deploy-test-12-5478757db8-rnp8t,2024-05-16T19:21:40+02:00,2024-05-16 19:21:41 +0200 CEST,2024-05-16 19:21:41 +0200 CEST,2024-05-16 19:21:43 +0200 CEST,2024-05-16 19:21:44 +0200 CEST,2024-05-16 19:21:44 +0200 CEST,2024-05-16T19:22:47+02:00,2024-05-16T19:22:47+02:00
deploy-test-15,deploy-test-15-755dfbc4b7-7mbkh,2024-05-16T19:21:41+02:00,2024-05-16 19:21:42 +0200 CEST,2024-05-16 19:21:42 +0200 CEST,2024-05-16 19:21:44 +0200 CEST,2024-05-16 19:21:44 +0200 CEST,2024-05-16 19:21:44 +0200 CEST,2024-05-16T19:22:47+02:00,2024-05-16T19:22:48+02:00
deploy-test-29,deploy-test-29-9b548c4db-d566d,2024-05-16T19:21:44+02:00,2024-05-16 19:21:46 +0200 CEST,2024-05-16 19:21:46 +0200 CEST,2024-05-16 19:21:48 +0200 CEST,2024-05-16 19:21:48 +0200 CEST,2024-05-16 19:21:48 +0200 CEST,2024-05-16T19:22:50+02:00,2024-05-16T19:22:51+02:00
deploy-test-100,deploy-test-100-857b55775d-ctrgv,2024-05-16T19:21:58+02:00,2024-05-16 19:22:03 +0200 CEST,2024-05-16 19:22:03 +0200 CEST,2024-05-16 19:22:05 +0200 CEST,2024-05-16 19:22:05 +0200 CEST,2024-05-16 19:22:05 +0200 CEST,2024-05-16T19:23:04+02:00,2024-05-16T19:23:05+02:00
deploy-test-30,deploy-test-30-7b96bcc4d8-kxqxr,2024-05-16T19:21:44+02:00,2024-05-16 19:21:46 +0200 CEST,2024-05-16 19:21:46 +0200 CEST,2024-05-16 19:21:48 +0200 CEST,2024-05-16 19:21:49 +0200 CEST,2024-05-16 19:21:49 +0200 CEST,2024-05-16T19:22:50+02:00,2024-05-16T19:22:52+02:00
deploy-test-57,deploy-test-57-78c788676f-ppn79,2024-05-16T19:21:49+02:00,2024-05-16 19:21:53 +0200 CEST,2024-05-16 19:21:53 +0200 CEST,2024-05-16 19:21:55 +0200 CEST,2024-05-16 19:21:55 +0200 CEST,2024-05-16 19:21:55 +0200 CEST,2024-05-16T19:22:55+02:00,2024-05-16T19:22:57+02:00
deploy-test-64,deploy-test-64-5f7bd98d8c-7vffg,2024-05-16T19:21:51+02:00,2024-05-16 19:21:55 +0200 CEST,2024-05-16 19:21:55 +0200 CEST,2024-05-16 19:21:56 +0200 CEST,2024-05-16 19:21:56 +0200 CEST,2024-05-16 19:21:56 +0200 CEST,2024-05-16T19:22:57+02:00,2024-05-16T19:22:57+02:00
deploy-test-67,deploy-test-67-7bdb95c8d-7fvbw,2024-05-16T19:21:52+02:00,2024-05-16 19:21:56 +0200 CEST,2024-05-16 19:21:56 +0200 CEST,2024-05-16 19:21:57 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16T19:22:57+02:00,2024-05-16T19:22:59+02:00
deploy-test-72,deploy-test-72-8f44dfb54-zm5nh,2024-05-16T19:21:52+02:00,2024-05-16 19:21:57 +0200 CEST,2024-05-16 19:21:57 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16T19:22:59+02:00,2024-05-16T19:23:00+02:00
deploy-test-76,deploy-test-76-7799b87fd-xgthw,2024-05-16T19:21:53+02:00,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:21:58 +0200 CEST,2024-05-16 19:22:00 +0200 CEST,2024-05-16 19:22:00 +0200 CEST,2024-05-16 19:22:00 +0200 CEST,2024-05-16T19:22:59+02:00,2024-05-16T19:23:00+02:00
deploy-test-14,deploy-test-14-cb958f67d-v9wfd,2024-05-16T19:21:41+02:00,2024-05-16 19:21:42 +0200 CEST,2024-05-16 19:21:42 +0200 CEST,2024-05-16 19:21:43 +0200 CEST,2024-05-16 19:21:43 +0200 CEST,2024-05-16 19:21:43 +0200 CEST,2024-05-16T19:22:47+02:00,2024-05-16T19:22:48+02:00
