namespace,pod,container,timestamp,value
default,management-overhead-client-849b88cc74-67ckh,POD,1716129431,33.31895127812978
default,management-overhead-client-849b88cc74-67ckh,POD,1716129432,33.95182579564489
default,management-overhead-client-849b88cc74-67ckh,POD,1716129433,34.584700313160006
default,management-overhead-client-849b88cc74-67ckh,POD,1716129434,35.21757483067512
default,management-overhead-client-849b88cc74-67ckh,POD,1716129435,35.85044934819023
default,management-overhead-client-849b88cc74-67ckh,POD,1716129436,36.483323865705344
default,management-overhead-client-849b88cc74-67ckh,POD,1716129437,37.11619838322046
default,management-overhead-client-849b88cc74-67ckh,POD,1716129438,37.74907290073556
default,management-overhead-client-849b88cc74-67ckh,POD,1716129439,37.972471050906705
default,management-overhead-client-849b88cc74-67ckh,POD,1716129440,37.972471050906705
default,management-overhead-client-849b88cc74-67ckh,POD,1716129441,37.972471050906705
default,management-overhead-client-849b88cc74-67ckh,POD,1716129442,37.972471050906705
default,management-overhead-client-849b88cc74-67ckh,POD,1716129443,37.972471050906705
default,management-overhead-client-849b88cc74-67ckh,POD,1716129444,37.972471050906705
default,management-overhead-client-849b88cc74-67ckh,POD,1716129447,25.21408325234856
default,management-overhead-client-849b88cc74-67ckh,POD,1716129448,26.214245221898285
default,management-overhead-client-849b88cc74-67ckh,POD,1716129449,27.214407191448007
default,management-overhead-client-849b88cc74-67ckh,POD,1716129450,28.21456916099773
default,management-overhead-client-849b88cc74-67ckh,POD,1716129451,29.214731130547456
default,management-overhead-client-849b88cc74-67ckh,POD,1716129452,30.21489310009718
default,management-overhead-client-849b88cc74-67ckh,POD,1716129453,31.215055069646905
default,management-overhead-client-849b88cc74-67ckh,POD,1716129454,32.21521703919663
default,management-overhead-client-849b88cc74-67ckh,POD,1716129455,33.21537900874635
default,management-overhead-client-849b88cc74-67ckh,POD,1716129456,34.215540978296076
default,management-overhead-client-849b88cc74-67ckh,POD,1716129457,35.215702947845806
default,management-overhead-client-849b88cc74-67ckh,POD,1716129458,36.21586491739553
default,management-overhead-client-849b88cc74-67ckh,POD,1716129459,37.21602688694525
default,management-overhead-client-849b88cc74-67ckh,POD,1716129460,38.21618885649498
default,management-overhead-client-849b88cc74-67ckh,POD,1716129461,39.216350826044696
default,management-overhead-client-849b88cc74-67ckh,POD,1716129462,40.216512795594426
default,management-overhead-client-849b88cc74-67ckh,POD,1716129463,41.21667476514415
default,management-overhead-client-849b88cc74-67ckh,POD,1716129464,42.21683673469387
default,management-overhead-client-849b88cc74-67ckh,POD,1716129465,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129466,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129467,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129468,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129469,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129470,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129471,32.93333333333333
default,management-overhead-client-849b88cc74-67ckh,POD,1716129472,42.72491901522513
default,management-overhead-client-849b88cc74-67ckh,POD,1716129473,41.72475704567542
default,management-overhead-client-849b88cc74-67ckh,POD,1716129474,40.724595076125695
default,management-overhead-client-849b88cc74-67ckh,POD,1716129475,39.72443310657596
default,management-overhead-client-849b88cc74-67ckh,POD,1716129476,38.72427113702624
default,management-overhead-client-849b88cc74-67ckh,POD,1716129477,37.724109167476506
default,management-overhead-client-849b88cc74-67ckh,POD,1716129478,36.72394719792679
