DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-undeploy-test-75,deploy-undeploy-test-75-765b4c684b-kxf88,2024-05-30T13:41:40+02:00,2024-05-30 13:41:40 +0200 CEST,2024-05-30 13:41:40 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30T13:42:44+02:00,2024-05-30T13:42:45+02:00
deploy-undeploy-test-86,deploy-undeploy-test-86-67bc5dbf84-lk4vl,2024-05-30T13:41:44+02:00,2024-05-30 13:41:44 +0200 CEST,2024-05-30 13:41:44 +0200 CEST,2024-05-30 13:41:46 +0200 CEST,2024-05-30 13:41:46 +0200 CEST,2024-05-30 13:41:46 +0200 CEST,2024-05-30T13:42:46+02:00,2024-05-30T13:42:47+02:00
deploy-undeploy-test-24,deploy-undeploy-test-24-6494fc5c56-p4ld2,2024-05-30T13:41:15+02:00,2024-05-30 13:41:15 +0200 CEST,2024-05-30 13:41:15 +0200 CEST,2024-05-30 13:41:17 +0200 CEST,2024-05-30 13:41:17 +0200 CEST,2024-05-30 13:41:17 +0200 CEST,2024-05-30T13:42:31+02:00,2024-05-30T13:42:31+02:00
deploy-undeploy-test-38,deploy-undeploy-test-38-77ffd78fff-cg997,2024-05-30T13:41:21+02:00,2024-05-30 13:41:21 +0200 CEST,2024-05-30 13:41:21 +0200 CEST,2024-05-30 13:41:22 +0200 CEST,2024-05-30 13:41:22 +0200 CEST,2024-05-30 13:41:22 +0200 CEST,2024-05-30T13:42:35+02:00,2024-05-30T13:42:36+02:00
deploy-undeploy-test-70,deploy-undeploy-test-70-6fc55499c5-2zrb6,2024-05-30T13:41:38+02:00,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30T13:42:42+02:00,2024-05-30T13:42:44+02:00
deploy-undeploy-test-77,deploy-undeploy-test-77-dc5bf9c4d-rptvp,2024-05-30T13:41:40+02:00,2024-05-30 13:41:40 +0200 CEST,2024-05-30 13:41:40 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30T13:42:44+02:00,2024-05-30T13:42:45+02:00
deploy-undeploy-test-21,deploy-undeploy-test-21-5c989c66cc-b78zv,2024-05-30T13:41:14+02:00,2024-05-30 13:41:14 +0200 CEST,2024-05-30 13:41:14 +0200 CEST,2024-05-30 13:41:17 +0200 CEST,2024-05-30 13:41:17 +0200 CEST,2024-05-30 13:41:17 +0200 CEST,2024-05-30T13:42:30+02:00,2024-05-30T13:42:31+02:00
deploy-undeploy-test-64,deploy-undeploy-test-64-7db66c99b8-j4gr4,2024-05-30T13:41:36+02:00,2024-05-30 13:41:36 +0200 CEST,2024-05-30 13:41:36 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30T13:42:41+02:00,2024-05-30T13:42:42+02:00
deploy-undeploy-test-73,deploy-undeploy-test-73-784f6ff8fb-r2sts,2024-05-30T13:41:39+02:00,2024-05-30 13:41:39 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30 13:41:41 +0200 CEST,2024-05-30T13:42:43+02:00,2024-05-30T13:42:44+02:00
deploy-undeploy-test-55,deploy-undeploy-test-55-6ddf6ccb96-5djgr,2024-05-30T13:41:30+02:00,2024-05-30 13:41:30 +0200 CEST,2024-05-30 13:41:30 +0200 CEST,2024-05-30 13:41:31 +0200 CEST,2024-05-30 13:41:31 +0200 CEST,2024-05-30 13:41:31 +0200 CEST,2024-05-30T13:42:39+02:00,2024-05-30T13:42:40+02:00
deploy-undeploy-test-80,deploy-undeploy-test-80-6c85b747db-dgfk9,2024-05-30T13:41:42+02:00,2024-05-30 13:41:42 +0200 CEST,2024-05-30 13:41:42 +0200 CEST,2024-05-30 13:41:44 +0200 CEST,2024-05-30 13:41:44 +0200 CEST,2024-05-30 13:41:44 +0200 CEST,2024-05-30T13:42:45+02:00,2024-05-30T13:42:46+02:00
deploy-undeploy-test-40,deploy-undeploy-test-40-df595b56b-xtlqs,2024-05-30T13:41:22+02:00,2024-05-30 13:41:22 +0200 CEST,2024-05-30 13:41:22 +0200 CEST,2024-05-30 13:41:24 +0200 CEST,2024-05-30 13:41:24 +0200 CEST,2024-05-30 13:41:24 +0200 CEST,2024-05-30T13:42:35+02:00,2024-05-30T13:42:37+02:00
deploy-undeploy-test-41,deploy-undeploy-test-41-7574c5ffff-nb64c,2024-05-30T13:41:23+02:00,2024-05-30 13:41:23 +0200 CEST,2024-05-30 13:41:23 +0200 CEST,2024-05-30 13:41:24 +0200 CEST,2024-05-30 13:41:24 +0200 CEST,2024-05-30 13:41:24 +0200 CEST,2024-05-30T13:42:36+02:00,2024-05-30T13:42:37+02:00
deploy-undeploy-test-50,deploy-undeploy-test-50-cc7b5845c-zz5k9,2024-05-30T13:41:27+02:00,2024-05-30 13:41:27 +0200 CEST,2024-05-30 13:41:27 +0200 CEST,2024-05-30 13:41:29 +0200 CEST,2024-05-30 13:41:29 +0200 CEST,2024-05-30 13:41:29 +0200 CEST,2024-05-30T13:42:38+02:00,2024-05-30T13:42:39+02:00
deploy-undeploy-test-6,deploy-undeploy-test-6-7d564b5964-gnd8v,2024-05-30T13:41:34+02:00,2024-05-30 13:41:34 +0200 CEST,2024-05-30 13:41:34 +0200 CEST,2024-05-30 13:41:35 +0200 CEST,2024-05-30 13:41:35 +0200 CEST,2024-05-30 13:41:35 +0200 CEST,2024-05-30T13:42:40+02:00,2024-05-30T13:42:40+02:00
deploy-undeploy-test-63,deploy-undeploy-test-63-68489ddb9f-sgtdc,2024-05-30T13:41:36+02:00,2024-05-30 13:41:36 +0200 CEST,2024-05-30 13:41:36 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30T13:42:41+02:00,2024-05-30T13:42:41+02:00
deploy-undeploy-test-10,deploy-undeploy-test-10-d656d4f9c-2j2r8,2024-05-30T13:41:09+02:00,2024-05-30 13:41:09 +0200 CEST,2024-05-30 13:41:09 +0200 CEST,2024-05-30 13:41:10 +0200 CEST,2024-05-30 13:41:10 +0200 CEST,2024-05-30 13:41:10 +0200 CEST,2024-05-30T13:42:28+02:00,2024-05-30T13:42:29+02:00
deploy-undeploy-test-11,deploy-undeploy-test-11-54464685dd-hqtcm,2024-05-30T13:41:09+02:00,2024-05-30 13:41:09 +0200 CEST,2024-05-30 13:41:09 +0200 CEST,2024-05-30 13:41:10 +0200 CEST,2024-05-30 13:41:10 +0200 CEST,2024-05-30 13:41:10 +0200 CEST,2024-05-30T13:42:28+02:00,2024-05-30T13:42:29+02:00
deploy-undeploy-test-16,deploy-undeploy-test-16-67b974b879-srf59,2024-05-30T13:41:12+02:00,2024-05-30 13:41:12 +0200 CEST,2024-05-30 13:41:12 +0200 CEST,2024-05-30 13:41:14 +0200 CEST,2024-05-30 13:41:14 +0200 CEST,2024-05-30 13:41:14 +0200 CEST,2024-05-30T13:42:29+02:00,2024-05-30T13:42:30+02:00
deploy-undeploy-test-69,deploy-undeploy-test-69-c9d9c88b9-rwwxl,2024-05-30T13:41:38+02:00,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:38 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30 13:41:39 +0200 CEST,2024-05-30T13:42:42+02:00,2024-05-30T13:42:43+02:00
deploy-undeploy-test-84,deploy-undeploy-test-84-74b9894c86-csshm,2024-05-30T13:41:43+02:00,2024-05-30 13:41:43 +0200 CEST,2024-05-30 13:41:44 +0200 CEST,2024-05-30 13:41:45 +0200 CEST,2024-05-30 13:41:45 +0200 CEST,2024-05-30 13:41:45 +0200 CEST,2024-05-30T13:42:46+02:00,2024-05-30T13:42:47+02:00
