DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-undeploy-test-60,deploy-undeploy-test-60-5cd8d5b564-r957h,2024-05-30T13:45:11+02:00,2024-05-30 13:45:11 +0200 CEST,2024-05-30 13:45:11 +0200 CEST,2024-05-30 13:45:13 +0200 CEST,2024-05-30 13:45:13 +0200 CEST,2024-05-30 13:45:13 +0200 CEST,2024-05-30T13:46:18+02:00,2024-05-30T13:46:19+02:00
deploy-undeploy-test-78,deploy-undeploy-test-78-5574cfc895-w5k42,2024-05-30T13:45:17+02:00,2024-05-30 13:45:17 +0200 CEST,2024-05-30 13:45:17 +0200 CEST,2024-05-30 13:45:18 +0200 CEST,2024-05-30 13:45:18 +0200 CEST,2024-05-30 13:45:18 +0200 CEST,2024-05-30T13:46:24+02:00,2024-05-30T13:46:25+02:00
deploy-undeploy-test-86,deploy-undeploy-test-86-67bc5dbf84-ldmps,2024-05-30T13:45:19+02:00,2024-05-30 13:45:20 +0200 CEST,2024-05-30 13:45:20 +0200 CEST,2024-05-30 13:45:21 +0200 CEST,2024-05-30 13:45:22 +0200 CEST,2024-05-30 13:45:22 +0200 CEST,2024-05-30T13:46:27+02:00,2024-05-30T13:46:28+02:00
deploy-undeploy-test-24,deploy-undeploy-test-24-6494fc5c56-77bkw,2024-05-30T13:44:58+02:00,2024-05-30 13:44:58 +0200 CEST,2024-05-30 13:44:58 +0200 CEST,2024-05-30 13:45:00 +0200 CEST,2024-05-30 13:45:00 +0200 CEST,2024-05-30 13:45:00 +0200 CEST,2024-05-30T13:46:06+02:00,2024-05-30T13:46:07+02:00
deploy-undeploy-test-43,deploy-undeploy-test-43-67cd9b54f7-nq9pg,2024-05-30T13:45:05+02:00,2024-05-30 13:45:05 +0200 CEST,2024-05-30 13:45:05 +0200 CEST,2024-05-30 13:45:07 +0200 CEST,2024-05-30 13:45:07 +0200 CEST,2024-05-30 13:45:07 +0200 CEST,2024-05-30T13:46:12+02:00,2024-05-30T13:46:13+02:00
deploy-undeploy-test-54,deploy-undeploy-test-54-755fc7946f-4v267,2024-05-30T13:45:09+02:00,2024-05-30 13:45:09 +0200 CEST,2024-05-30 13:45:09 +0200 CEST,2024-05-30 13:45:11 +0200 CEST,2024-05-30 13:45:11 +0200 CEST,2024-05-30 13:45:11 +0200 CEST,2024-05-30T13:46:15+02:00,2024-05-30T13:46:16+02:00
deploy-undeploy-test-74,deploy-undeploy-test-74-7865c5764c-xmwql,2024-05-30T13:45:16+02:00,2024-05-30 13:45:16 +0200 CEST,2024-05-30 13:45:16 +0200 CEST,2024-05-30 13:45:18 +0200 CEST,2024-05-30 13:45:18 +0200 CEST,2024-05-30 13:45:18 +0200 CEST,2024-05-30T13:46:22+02:00,2024-05-30T13:46:23+02:00
deploy-undeploy-test-84,deploy-undeploy-test-84-74b9894c86-z78gr,2024-05-30T13:45:19+02:00,2024-05-30 13:45:19 +0200 CEST,2024-05-30 13:45:19 +0200 CEST,2024-05-30 13:45:20 +0200 CEST,2024-05-30 13:45:20 +0200 CEST,2024-05-30 13:45:20 +0200 CEST,2024-05-30T13:46:26+02:00,2024-05-30T13:46:27+02:00
deploy-undeploy-test-89,deploy-undeploy-test-89-85bb859cdc-fmxgk,2024-05-30T13:45:20+02:00,2024-05-30 13:45:20 +0200 CEST,2024-05-30 13:45:21 +0200 CEST,2024-05-30 13:45:22 +0200 CEST,2024-05-30 13:45:22 +0200 CEST,2024-05-30 13:45:22 +0200 CEST,2024-05-30T13:46:27+02:00,2024-05-30T13:46:29+02:00
deploy-undeploy-test-19,deploy-undeploy-test-19-95c8c8f5b-cvm2f,2024-05-30T13:44:57+02:00,2024-05-30 13:44:57 +0200 CEST,2024-05-30 13:44:57 +0200 CEST,2024-05-30 13:44:58 +0200 CEST,2024-05-30 13:44:58 +0200 CEST,2024-05-30 13:44:58 +0200 CEST,2024-05-30T13:46:05+02:00,2024-05-30T13:46:07+02:00
