instance,pod,timestamp,value
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028233.311,0.002556910894922124
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028234.311,0.0025867416439477146
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028235.311,0.002616572392973305
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028236.311,0.002646403141998895
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028237.311,0.002676233891024485
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028238.311,0.0027060646400500757
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028239.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028240.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028241.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028242.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028243.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028244.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028245.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028246.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028247.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028248.311,0.002436573653352893
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028249.311,0.0026899560355762566
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028250.311,0.0026601252865506666
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028251.311,0.0026302945375250766
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028252.311,0.002600463788499486
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028253.311,0.0025706330394738956
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028254.311,0.0025408022904483056
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028255.311,0.0010132312214031999
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028256.311,0.0009834004723776094
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028257.311,0.0009535697233520192
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028258.311,0.000923738974326429
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028259.311,0.0008939082253008386
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028260.311,0.0008640774762752484
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028261.311,0.0023649115563232834
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028262.311,0.0023350808072976933
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028263.311,0.002305250058272103
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028264.311,0.002275419309246513
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028265.311,0.003009247607396019
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028266.311,0.002896447151398595
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028267.311,0.002896447151398595
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028268.311,0.002896447151398595
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028269.311,0.0028964471513985954
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028270.311,0.0028964471513985954
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028271.311,0.0028964471513985954
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1716028272.311,0.002896447151398595
