DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-245,deploy-test-245-689968f4bd-2txh5,2024-05-16T19:39:54+02:00,2024-05-16 19:40:04 +0200 CEST,2024-05-16 19:40:04 +0200 CEST,2024-05-16 19:40:16 +0200 CEST,2024-05-16 19:40:16 +0200 CEST,2024-05-16 19:40:16 +0200 CEST,2024-05-16T19:42:20+02:00,2024-05-16T19:42:21+02:00
deploy-test-188,deploy-test-188-7b7999c8-29zjp,2024-05-16T19:39:43+02:00,2024-05-16 19:39:52 +0200 CEST,2024-05-16 19:39:52 +0200 CEST,2024-05-16 19:39:54 +0200 CEST,2024-05-16 19:39:55 +0200 CEST,2024-05-16 19:39:55 +0200 CEST,2024-05-16T19:42:09+02:00,2024-05-16T19:42:10+02:00
deploy-test-275,deploy-test-275-89ddcb7df-z5hr4,2024-05-16T19:40:00+02:00,2024-05-16 19:40:11 +0200 CEST,2024-05-16 19:40:11 +0200 CEST,2024-05-16 19:40:16 +0200 CEST,2024-05-16 19:40:16 +0200 CEST,2024-05-16 19:40:16 +0200 CEST,2024-05-16T19:42:26+02:00,2024-05-16T19:42:28+02:00
deploy-test-286,deploy-test-286-6b4ffb85cf-zc8tv,2024-05-16T19:40:02+02:00,2024-05-16 19:40:14 +0200 CEST,2024-05-16 19:40:14 +0200 CEST,2024-05-16 19:40:20 +0200 CEST,2024-05-16 19:40:20 +0200 CEST,2024-05-16 19:40:20 +0200 CEST,2024-05-16T19:42:28+02:00,2024-05-16T19:42:30+02:00
deploy-test-300,deploy-test-300-85f47f8c8d-pqlrs,2024-05-16T19:40:05+02:00,2024-05-16 19:40:18 +0200 CEST,2024-05-16 19:40:18 +0200 CEST,2024-05-16 19:40:26 +0200 CEST,2024-05-16 19:40:26 +0200 CEST,2024-05-16 19:40:26 +0200 CEST,2024-05-16T19:42:31+02:00,2024-05-16T19:42:33+02:00
deploy-test-73,deploy-test-73-6bbb59c559-nqhjr,2024-05-16T19:39:20+02:00,2024-05-16 19:39:24 +0200 CEST,2024-05-16 19:39:24 +0200 CEST,2024-05-16 19:39:25 +0200 CEST,2024-05-16 19:39:25 +0200 CEST,2024-05-16 19:39:25 +0200 CEST,2024-05-16T19:41:46+02:00,2024-05-16T19:41:47+02:00
deploy-test-93,deploy-test-93-58f59b7b5c-4qjkf,2024-05-16T19:39:24+02:00,2024-05-16 19:39:29 +0200 CEST,2024-05-16 19:39:29 +0200 CEST,2024-05-16 19:39:30 +0200 CEST,2024-05-16 19:39:31 +0200 CEST,2024-05-16 19:39:31 +0200 CEST,2024-05-16T19:41:50+02:00,2024-05-16T19:41:52+02:00
deploy-test-185,deploy-test-185-557c764b5f-v9hlh,2024-05-16T19:39:42+02:00,2024-05-16 19:39:51 +0200 CEST,2024-05-16 19:39:51 +0200 CEST,2024-05-16 19:39:53 +0200 CEST,2024-05-16 19:39:53 +0200 CEST,2024-05-16 19:39:53 +0200 CEST,2024-05-16T19:42:08+02:00,2024-05-16T19:42:10+02:00
deploy-test-3,deploy-test-3-c958f595b-zs4bk,2024-05-16T19:39:07+02:00,2024-05-16 19:39:07 +0200 CEST,2024-05-16 19:39:07 +0200 CEST,2024-05-16 19:39:09 +0200 CEST,2024-05-16 19:39:09 +0200 CEST,2024-05-16 19:39:09 +0200 CEST,2024-05-16T19:41:33+02:00,2024-05-16T19:41:35+02:00
deploy-test-272,deploy-test-272-55d7cfd486-d272w,2024-05-16T19:40:00+02:00,2024-05-16 19:40:10 +0200 CEST,2024-05-16 19:40:10 +0200 CEST,2024-05-16 19:40:15 +0200 CEST,2024-05-16 19:40:15 +0200 CEST,2024-05-16 19:40:15 +0200 CEST,2024-05-16T19:42:26+02:00,2024-05-16T19:42:27+02:00
deploy-test-278,deploy-test-278-5bbc769d8-5b8sf,2024-05-16T19:40:01+02:00,2024-05-16 19:40:12 +0200 CEST,2024-05-16 19:40:12 +0200 CEST,2024-05-16 19:40:17 +0200 CEST,2024-05-16 19:40:17 +0200 CEST,2024-05-16 19:40:17 +0200 CEST,2024-05-16T19:42:27+02:00,2024-05-16T19:42:29+02:00
deploy-test-297,deploy-test-297-74ff465665-vmcpc,2024-05-16T19:40:05+02:00,2024-05-16 19:40:17 +0200 CEST,2024-05-16 19:40:17 +0200 CEST,2024-05-16 19:40:25 +0200 CEST,2024-05-16 19:40:25 +0200 CEST,2024-05-16 19:40:25 +0200 CEST,2024-05-16T19:42:31+02:00,2024-05-16T19:42:32+02:00
