DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-63,deploy-test-63-69dbbf9564-t6hc5,2024-05-16T19:33:42+02:00,2024-05-16 19:33:45 +0200 CEST,2024-05-16 19:33:45 +0200 CEST,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16T19:36:07+02:00,2024-05-16T19:36:09+02:00
deploy-test-69,deploy-test-69-566cb888bb-267tx,2024-05-16T19:33:42+02:00,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16T19:36:08+02:00,2024-05-16T19:36:10+02:00
deploy-test-269,deploy-test-269-786d97fc58-mfn89,2024-05-16T19:34:22+02:00,2024-05-16 19:34:33 +0200 CEST,2024-05-16 19:34:33 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16T19:36:48+02:00,2024-05-16T19:36:50+02:00
deploy-test-135,deploy-test-135-554b459578-6h5vr,2024-05-16T19:33:56+02:00,2024-05-16 19:34:02 +0200 CEST,2024-05-16 19:34:02 +0200 CEST,2024-05-16 19:34:03 +0200 CEST,2024-05-16 19:34:03 +0200 CEST,2024-05-16 19:34:03 +0200 CEST,2024-05-16T19:36:22+02:00,2024-05-16T19:36:23+02:00
deploy-test-170,deploy-test-170-6949d47f87-x8k29,2024-05-16T19:34:03+02:00,2024-05-16 19:34:11 +0200 CEST,2024-05-16 19:34:11 +0200 CEST,2024-05-16 19:34:12 +0200 CEST,2024-05-16 19:34:13 +0200 CEST,2024-05-16 19:34:13 +0200 CEST,2024-05-16T19:36:29+02:00,2024-05-16T19:36:30+02:00
deploy-test-286,deploy-test-286-6b4ffb85cf-7c6lf,2024-05-16T19:34:26+02:00,2024-05-16 19:34:38 +0200 CEST,2024-05-16 19:34:38 +0200 CEST,2024-05-16 19:34:44 +0200 CEST,2024-05-16 19:34:44 +0200 CEST,2024-05-16 19:34:44 +0200 CEST,2024-05-16T19:36:52+02:00,2024-05-16T19:36:53+02:00
deploy-test-62,deploy-test-62-7f856647bf-f8dz6,2024-05-16T19:33:41+02:00,2024-05-16 19:33:45 +0200 CEST,2024-05-16 19:33:45 +0200 CEST,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:47 +0200 CEST,2024-05-16T19:36:07+02:00,2024-05-16T19:36:08+02:00
deploy-test-70,deploy-test-70-7467857bb8-dmndb,2024-05-16T19:33:43+02:00,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:47 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16T19:36:09+02:00,2024-05-16T19:36:10+02:00
deploy-test-79,deploy-test-79-5c58c8c88f-jf55p,2024-05-16T19:33:44+02:00,2024-05-16 19:33:49 +0200 CEST,2024-05-16 19:33:49 +0200 CEST,2024-05-16 19:33:51 +0200 CEST,2024-05-16 19:33:51 +0200 CEST,2024-05-16 19:33:51 +0200 CEST,2024-05-16T19:36:10+02:00,2024-05-16T19:36:12+02:00
deploy-test-111,deploy-test-111-755496fd76-hrrdk,2024-05-16T19:33:51+02:00,2024-05-16 19:33:57 +0200 CEST,2024-05-16 19:33:57 +0200 CEST,2024-05-16 19:33:58 +0200 CEST,2024-05-16 19:33:58 +0200 CEST,2024-05-16 19:33:58 +0200 CEST,2024-05-16T19:36:17+02:00,2024-05-16T19:36:19+02:00
deploy-test-114,deploy-test-114-66b455ffb9-5xf99,2024-05-16T19:33:51+02:00,2024-05-16 19:33:58 +0200 CEST,2024-05-16 19:33:58 +0200 CEST,2024-05-16 19:33:59 +0200 CEST,2024-05-16 19:33:59 +0200 CEST,2024-05-16 19:33:59 +0200 CEST,2024-05-16T19:36:18+02:00,2024-05-16T19:36:19+02:00
deploy-test-161,deploy-test-161-df8f9c657-jwpv2,2024-05-16T19:34:01+02:00,2024-05-16 19:34:09 +0200 CEST,2024-05-16 19:34:09 +0200 CEST,2024-05-16 19:34:10 +0200 CEST,2024-05-16 19:34:11 +0200 CEST,2024-05-16 19:34:11 +0200 CEST,2024-05-16T19:36:27+02:00,2024-05-16T19:36:28+02:00
deploy-test-239,deploy-test-239-79f5cc6cdf-fghg8,2024-05-16T19:34:16+02:00,2024-05-16 19:34:26 +0200 CEST,2024-05-16 19:34:26 +0200 CEST,2024-05-16 19:34:39 +0200 CEST,2024-05-16 19:34:39 +0200 CEST,2024-05-16 19:34:39 +0200 CEST,2024-05-16T19:36:43+02:00,2024-05-16T19:36:44+02:00
deploy-test-254,deploy-test-254-55f9f5cf8-7vx8p,2024-05-16T19:34:19+02:00,2024-05-16 19:34:29 +0200 CEST,2024-05-16 19:34:29 +0200 CEST,2024-05-16 19:34:32 +0200 CEST,2024-05-16 19:34:32 +0200 CEST,2024-05-16 19:34:32 +0200 CEST,2024-05-16T19:36:45+02:00,2024-05-16T19:36:47+02:00
deploy-test-260,deploy-test-260-7d7bd4f4d7-r5lnk,2024-05-16T19:34:21+02:00,2024-05-16 19:34:31 +0200 CEST,2024-05-16 19:34:31 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16T19:36:47+02:00,2024-05-16T19:36:48+02:00
deploy-test-38,deploy-test-38-74697578cb-tfmgl,2024-05-16T19:33:36+02:00,2024-05-16 19:33:39 +0200 CEST,2024-05-16 19:33:39 +0200 CEST,2024-05-16 19:33:40 +0200 CEST,2024-05-16 19:33:40 +0200 CEST,2024-05-16 19:33:40 +0200 CEST,2024-05-16T19:36:02+02:00,2024-05-16T19:36:04+02:00
deploy-test-68,deploy-test-68-665b8d76bc-npqcw,2024-05-16T19:33:42+02:00,2024-05-16 19:33:46 +0200 CEST,2024-05-16 19:33:46 +0200 CEST,2024-05-16 19:33:48 +0200 CEST,2024-05-16 19:33:49 +0200 CEST,2024-05-16 19:33:49 +0200 CEST,2024-05-16T19:36:08+02:00,2024-05-16T19:36:10+02:00
deploy-test-155,deploy-test-155-6fc8d5f5d8-ghw7v,2024-05-16T19:34:00+02:00,2024-05-16 19:34:07 +0200 CEST,2024-05-16 19:34:07 +0200 CEST,2024-05-16 19:34:09 +0200 CEST,2024-05-16 19:34:10 +0200 CEST,2024-05-16 19:34:10 +0200 CEST,2024-05-16T19:36:26+02:00,2024-05-16T19:36:27+02:00
deploy-test-191,deploy-test-191-65ffd6bf88-2lt6r,2024-05-16T19:34:07+02:00,2024-05-16 19:34:16 +0200 CEST,2024-05-16 19:34:16 +0200 CEST,2024-05-16 19:34:21 +0200 CEST,2024-05-16 19:34:21 +0200 CEST,2024-05-16 19:34:21 +0200 CEST,2024-05-16T19:36:33+02:00,2024-05-16T19:36:35+02:00
deploy-test-234,deploy-test-234-64d7c4cd76-kvq9d,2024-05-16T19:34:15+02:00,2024-05-16 19:34:25 +0200 CEST,2024-05-16 19:34:25 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16 19:34:38 +0200 CEST,2024-05-16 19:34:38 +0200 CEST,2024-05-16T19:36:41+02:00,2024-05-16T19:36:43+02:00
deploy-test-146,deploy-test-146-c8948f464-jg7qp,2024-05-16T19:33:58+02:00,2024-05-16 19:34:05 +0200 CEST,2024-05-16 19:34:05 +0200 CEST,2024-05-16 19:34:06 +0200 CEST,2024-05-16 19:34:06 +0200 CEST,2024-05-16 19:34:06 +0200 CEST,2024-05-16T19:36:24+02:00,2024-05-16T19:36:25+02:00
deploy-test-223,deploy-test-223-5f67dffbcb-r6fqc,2024-05-16T19:34:13+02:00,2024-05-16 19:34:22 +0200 CEST,2024-05-16 19:34:22 +0200 CEST,2024-05-16 19:34:33 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16T19:36:39+02:00,2024-05-16T19:36:41+02:00
deploy-test-225,deploy-test-225-6489d876d6-pnwgr,2024-05-16T19:34:14+02:00,2024-05-16 19:34:23 +0200 CEST,2024-05-16 19:34:23 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16 19:34:34 +0200 CEST,2024-05-16T19:36:40+02:00,2024-05-16T19:36:42+02:00
deploy-test-9,deploy-test-9-5dd6b778-gl9kz,2024-05-16T19:33:32+02:00,2024-05-16 19:33:32 +0200 CEST,2024-05-16 19:33:32 +0200 CEST,2024-05-16 19:33:33 +0200 CEST,2024-05-16 19:33:33 +0200 CEST,2024-05-16 19:33:33 +0200 CEST,2024-05-16T19:35:57+02:00,2024-05-16T19:35:59+02:00
deploy-test-36,deploy-test-36-b4f9fbbf4-jhx6h,2024-05-16T19:33:36+02:00,2024-05-16 19:33:39 +0200 CEST,2024-05-16 19:33:39 +0200 CEST,2024-05-16 19:33:40 +0200 CEST,2024-05-16 19:33:40 +0200 CEST,2024-05-16 19:33:40 +0200 CEST,2024-05-16T19:36:02+02:00,2024-05-16T19:36:03+02:00
deploy-test-48,deploy-test-48-775fff5cf7-wnzdx,2024-05-16T19:33:38+02:00,2024-05-16 19:33:42 +0200 CEST,2024-05-16 19:33:42 +0200 CEST,2024-05-16 19:33:43 +0200 CEST,2024-05-16 19:33:43 +0200 CEST,2024-05-16 19:33:43 +0200 CEST,2024-05-16T19:36:04+02:00,2024-05-16T19:36:06+02:00
deploy-test-59,deploy-test-59-5857654f6c-7twc5,2024-05-16T19:33:40+02:00,2024-05-16 19:33:44 +0200 CEST,2024-05-16 19:33:44 +0200 CEST,2024-05-16 19:33:46 +0200 CEST,2024-05-16 19:33:46 +0200 CEST,2024-05-16 19:33:46 +0200 CEST,2024-05-16T19:36:06+02:00,2024-05-16T19:36:08+02:00
deploy-test-129,deploy-test-129-59b8d44f97-ksqwv,2024-05-16T19:33:54+02:00,2024-05-16 19:34:01 +0200 CEST,2024-05-16 19:34:01 +0200 CEST,2024-05-16 19:34:02 +0200 CEST,2024-05-16 19:34:02 +0200 CEST,2024-05-16 19:34:02 +0200 CEST,2024-05-16T19:36:20+02:00,2024-05-16T19:36:22+02:00
deploy-test-280,deploy-test-280-76d979b6f-vjcjp,2024-05-16T19:34:25+02:00,2024-05-16 19:34:36 +0200 CEST,2024-05-16 19:34:36 +0200 CEST,2024-05-16 19:34:41 +0200 CEST,2024-05-16 19:34:41 +0200 CEST,2024-05-16 19:34:41 +0200 CEST,2024-05-16T19:36:51+02:00,2024-05-16T19:36:52+02:00
deploy-test-297,deploy-test-297-74ff465665-nmbdr,2024-05-16T19:34:28+02:00,2024-05-16 19:34:40 +0200 CEST,2024-05-16 19:34:40 +0200 CEST,2024-05-16 19:34:48 +0200 CEST,2024-05-16 19:34:49 +0200 CEST,2024-05-16 19:34:49 +0200 CEST,2024-05-16T19:36:54+02:00,2024-05-16T19:36:55+02:00
deploy-test-50,deploy-test-50-86db49fd58-t5qvz,2024-05-16T19:33:39+02:00,2024-05-16 19:33:42 +0200 CEST,2024-05-16 19:33:42 +0200 CEST,2024-05-16 19:33:44 +0200 CEST,2024-05-16 19:33:45 +0200 CEST,2024-05-16 19:33:45 +0200 CEST,2024-05-16T19:36:05+02:00,2024-05-16T19:36:06+02:00
deploy-test-82,deploy-test-82-5c97d48755-brk4w,2024-05-16T19:33:45+02:00,2024-05-16 19:33:50 +0200 CEST,2024-05-16 19:33:50 +0200 CEST,2024-05-16 19:33:51 +0200 CEST,2024-05-16 19:33:51 +0200 CEST,2024-05-16 19:33:51 +0200 CEST,2024-05-16T19:36:11+02:00,2024-05-16T19:36:13+02:00
deploy-test-157,deploy-test-157-54dffc87b6-2l4z2,2024-05-16T19:34:00+02:00,2024-05-16 19:34:08 +0200 CEST,2024-05-16 19:34:08 +0200 CEST,2024-05-16 19:34:09 +0200 CEST,2024-05-16 19:34:09 +0200 CEST,2024-05-16 19:34:09 +0200 CEST,2024-05-16T19:36:26+02:00,2024-05-16T19:36:27+02:00
deploy-test-231,deploy-test-231-7b64dd745-c7s59,2024-05-16T19:34:15+02:00,2024-05-16 19:34:24 +0200 CEST,2024-05-16 19:34:24 +0200 CEST,2024-05-16 19:34:36 +0200 CEST,2024-05-16 19:34:36 +0200 CEST,2024-05-16 19:34:36 +0200 CEST,2024-05-16T19:36:41+02:00,2024-05-16T19:36:43+02:00
deploy-test-253,deploy-test-253-674b8bdc77-xkw7r,2024-05-16T19:34:19+02:00,2024-05-16 19:34:29 +0200 CEST,2024-05-16 19:34:29 +0200 CEST,2024-05-16 19:34:31 +0200 CEST,2024-05-16 19:34:31 +0200 CEST,2024-05-16 19:34:31 +0200 CEST,2024-05-16T19:36:45+02:00,2024-05-16T19:36:47+02:00
deploy-test-268,deploy-test-268-7c66f6586c-575b7,2024-05-16T19:34:22+02:00,2024-05-16 19:34:33 +0200 CEST,2024-05-16 19:34:33 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16 19:34:37 +0200 CEST,2024-05-16T19:36:48+02:00,2024-05-16T19:36:50+02:00
