pod,namespace,container,timestamp,value
management-overhead-client-749486d895-2t5j7,default,POD,1716046403,51.162912520421806
management-overhead-client-749486d895-2t5j7,default,POD,1716046404,52.095136887964756
management-overhead-client-749486d895-2t5j7,default,POD,1716046405,53.0273612555077
management-overhead-client-749486d895-2t5j7,default,POD,1716046406,53.95958562305066
management-overhead-client-749486d895-2t5j7,default,POD,1716046407,54.8918099905936
management-overhead-client-749486d895-2t5j7,default,POD,1716046408,55.824034358136544
management-overhead-client-749486d895-2t5j7,default,POD,1716046409,55.933462052576864
management-overhead-client-749486d895-2t5j7,default,POD,1716046410,55.933462052576864
management-overhead-client-749486d895-2t5j7,default,POD,1716046411,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046412,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046413,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046414,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046415,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046416,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046417,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046418,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046419,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046420,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046421,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046422,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046423,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046424,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046425,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046426,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046427,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046428,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046429,55.93346205257686
management-overhead-client-749486d895-2t5j7,default,POD,1716046439,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046440,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046441,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046442,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046443,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046444,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046445,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046446,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046447,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046448,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046449,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046450,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046451,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046452,79.78767984355358
management-overhead-client-749486d895-2t5j7,default,POD,1716046453,79.78767984355358
