pod,namespace,container,timestamp,value
management-overhead-client-749486d895-2t5j7,default,POD,1716046403,60.24678300905986
management-overhead-client-749486d895-2t5j7,default,POD,1716046404,61.302775879994066
management-overhead-client-749486d895-2t5j7,default,POD,1716046405,62.35876875092826
management-overhead-client-749486d895-2t5j7,default,POD,1716046406,63.35957225605228
management-overhead-client-749486d895-2t5j7,default,POD,1716046407,63.35957225605228
management-overhead-client-749486d895-2t5j7,default,POD,1716046408,63.35957225605228
management-overhead-client-749486d895-2t5j7,default,POD,1716046409,63.35957225605228
management-overhead-client-749486d895-2t5j7,default,POD,1716046410,63.35957225605228
management-overhead-client-749486d895-2t5j7,default,POD,1716046411,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046412,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046413,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046414,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046415,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046416,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046417,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046418,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046419,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046420,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046421,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046422,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046423,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046424,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046425,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046426,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046427,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046428,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046429,63.359572256052274
management-overhead-client-749486d895-2t5j7,default,POD,1716046439,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046440,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046441,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046442,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046443,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046444,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046445,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046446,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046447,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046448,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046449,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046450,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046451,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046452,87.05126414303673
management-overhead-client-749486d895-2t5j7,default,POD,1716046453,87.05126414303673
