DeploymentName,PodName,Deployed_to_PodScheduled,PodScheduled_to_Init,Init_to_ContainersReady,ContainersReady_to_Ready,Delete_to_CleanUp
deploy-undeploy-test-51,deploy-undeploy-test-51-785b5788b8-z5gsm,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-60,deploy-undeploy-test-60-5cd8d5b564-nh877,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-71,deploy-undeploy-test-71-65679d6b54-z74kq,0.0,0.0,2000.0,0.0,0.0
deploy-undeploy-test-22,deploy-undeploy-test-22-6b8d4f7898-jd5xz,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-26,deploy-undeploy-test-26-b9777c69d-n9rrx,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-37,deploy-undeploy-test-37-76c79ddd8d-bbh54,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-89,deploy-undeploy-test-89-85bb859cdc-nvxtn,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-48,deploy-undeploy-test-48-58f8779474-g99zv,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-98,deploy-undeploy-test-98-757f696697-8jklf,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-17,deploy-undeploy-test-17-57cb8bcb78-6vpd9,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-25,deploy-undeploy-test-25-7c4785d9b5-dgvjv,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-29,deploy-undeploy-test-29-6d5fd994d9-bxr4n,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-72,deploy-undeploy-test-72-59c888649c-s6jqx,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-14,deploy-undeploy-test-14-6ffd964485-s8c7k,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-4,deploy-undeploy-test-4-749c84bf4b-rwz66,0.0,1000.0,2000.0,0.0,1000.0
deploy-undeploy-test-43,deploy-undeploy-test-43-67cd9b54f7-zkxsv,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-59,deploy-undeploy-test-59-5b55bc44c6-9vhxm,0.0,0.0,2000.0,0.0,0.0
deploy-undeploy-test-67,deploy-undeploy-test-67-59db96dfbc-lbvp8,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-7,deploy-undeploy-test-7-dc5b5f8c7-bwg8r,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-8,deploy-undeploy-test-8-6ccbd75666-w8zhd,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-9,deploy-undeploy-test-9-6d4bbb679f-gncbz,0.0,0.0,2000.0,0.0,0.0
deploy-undeploy-test-15,deploy-undeploy-test-15-6d9c78ffb4-t8ds2,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-46,deploy-undeploy-test-46-7857dbc84d-wfmg5,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-58,deploy-undeploy-test-58-584d44dbb9-bb2ts,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-97,deploy-undeploy-test-97-c55cb46d6-zb8pb,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-87,deploy-undeploy-test-87-65db887c4f-8xqlg,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-20,deploy-undeploy-test-20-5968558f44-zmsdj,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-74,deploy-undeploy-test-74-7865c5764c-ph4q9,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-79,deploy-undeploy-test-79-5757fcb9d-5nwct,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-56,deploy-undeploy-test-56-5d7987467-2bz8r,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-57,deploy-undeploy-test-57-845769b64b-tnrzq,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-66,deploy-undeploy-test-66-57ff59bdb-jfqgv,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-92,deploy-undeploy-test-92-6b6b44779f-t5kgw,0.0,0.0,3000.0,0.0,0.0
deploy-undeploy-test-13,deploy-undeploy-test-13-5c446dcff4-x86qz,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-32,deploy-undeploy-test-32-6b6bfd78b5-csfjh,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-47,deploy-undeploy-test-47-6ff6b88b9-2v2dn,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-33,deploy-undeploy-test-33-77c9fcfb96-8lzz2,0.0,0.0,2000.0,0.0,0.0
deploy-undeploy-test-68,deploy-undeploy-test-68-7db7c9f7b4-p7gf4,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-60,deploy-undeploy-test-60-5cd8d5b564-r957h,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-78,deploy-undeploy-test-78-5574cfc895-w5k42,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-86,deploy-undeploy-test-86-67bc5dbf84-ldmps,1000.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-24,deploy-undeploy-test-24-6494fc5c56-77bkw,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-43,deploy-undeploy-test-43-67cd9b54f7-nq9pg,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-54,deploy-undeploy-test-54-755fc7946f-4v267,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-74,deploy-undeploy-test-74-7865c5764c-xmwql,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-84,deploy-undeploy-test-84-74b9894c86-z78gr,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-89,deploy-undeploy-test-89-85bb859cdc-fmxgk,0.0,1000.0,1000.0,0.0,2000.0
deploy-undeploy-test-19,deploy-undeploy-test-19-95c8c8f5b-cvm2f,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-29,deploy-undeploy-test-29-6d5fd994d9-8jtxd,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-31,deploy-undeploy-test-31-cbbdd76b6-pcxps,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-48,deploy-undeploy-test-48-58f8779474-jpp96,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-55,deploy-undeploy-test-55-6ddf6ccb96-z9dw6,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-85,deploy-undeploy-test-85-74f96d5dcf-x7bjs,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-91,deploy-undeploy-test-91-d68bf8c68-rdwjg,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-96,deploy-undeploy-test-96-5c555b44c9-jmbzg,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-16,deploy-undeploy-test-16-67b974b879-95vrg,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-26,deploy-undeploy-test-26-b9777c69d-vcm56,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-38,deploy-undeploy-test-38-77ffd78fff-rxmzz,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-53,deploy-undeploy-test-53-645d944454-4ljcw,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-68,deploy-undeploy-test-68-7db7c9f7b4-4m2kl,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-69,deploy-undeploy-test-69-c9d9c88b9-f569n,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-70,deploy-undeploy-test-70-6fc55499c5-2j4kl,0.0,0.0,3000.0,0.0,0.0
deploy-undeploy-test-72,deploy-undeploy-test-72-59c888649c-5sft2,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-12,deploy-undeploy-test-12-5c7455f56c-9vsvl,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-18,deploy-undeploy-test-18-85c6ddfdb5-ltpnh,1000.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-47,deploy-undeploy-test-47-6ff6b88b9-wt5xm,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-73,deploy-undeploy-test-73-784f6ff8fb-4cc4w,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-41,deploy-undeploy-test-41-7574c5ffff-ssnrr,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-58,deploy-undeploy-test-58-584d44dbb9-cp6nh,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-90,deploy-undeploy-test-90-86d5d49f69-vg29p,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-14,deploy-undeploy-test-14-6ffd964485-gvq5x,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-15,deploy-undeploy-test-15-6d9c78ffb4-xhmh8,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-39,deploy-undeploy-test-39-58c888cdf8-t7kx4,1000.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-44,deploy-undeploy-test-44-847cff9cc4-dfd7x,1000.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-52,deploy-undeploy-test-52-6d8cc587f9-kgcjq,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-57,deploy-undeploy-test-57-845769b64b-42mgm,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-65,deploy-undeploy-test-65-75bdd8787c-mg95j,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-10,deploy-undeploy-test-10-d656d4f9c-v9dzl,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-100,deploy-undeploy-test-100-f65d49475-gf6cr,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-36,deploy-undeploy-test-36-84bb59c6f-5kjxn,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-83,deploy-undeploy-test-83-bdc598fc-5wpjg,1000.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-88,deploy-undeploy-test-88-778b46b86b-bwtsk,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-95,deploy-undeploy-test-95-7f6d6d749b-l557f,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-99,deploy-undeploy-test-99-589649d776-jwkkl,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-61,deploy-undeploy-test-61-7b666b98fc-bvt6c,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-71,deploy-undeploy-test-71-65679d6b54-phnr6,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-75,deploy-undeploy-test-75-765b4c684b-dqqhb,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-8,deploy-undeploy-test-8-6ccbd75666-mc798,1000.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-94,deploy-undeploy-test-94-848f5cc9d9-h6st2,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-64,deploy-undeploy-test-64-7db66c99b8-4bw7q,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-67,deploy-undeploy-test-67-59db96dfbc-mzh7b,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-79,deploy-undeploy-test-79-5757fcb9d-87lwb,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-4,deploy-undeploy-test-4-749c84bf4b-lq4rb,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-40,deploy-undeploy-test-40-df595b56b-474fg,0.0,0.0,3000.0,0.0,2000.0
deploy-undeploy-test-42,deploy-undeploy-test-42-75cc69d58d-6rq68,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-46,deploy-undeploy-test-46-7857dbc84d-z8slh,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-17,deploy-undeploy-test-17-57cb8bcb78-2zgxx,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-21,deploy-undeploy-test-21-5c989c66cc-dkjrv,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-28,deploy-undeploy-test-28-798cd97544-j8s6j,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-62,deploy-undeploy-test-62-79bc4fc886-vzfhn,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-93,deploy-undeploy-test-93-c989864cd-7xpzx,1000.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-20,deploy-undeploy-test-20-5968558f44-82dr2,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-23,deploy-undeploy-test-23-755778c9bc-vznzf,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-30,deploy-undeploy-test-30-df6b5cd67-p8sgt,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-98,deploy-undeploy-test-98-757f696697-s4wl2,0.0,0.0,3000.0,0.0,2000.0
deploy-undeploy-test-50,deploy-undeploy-test-50-cc7b5845c-kzpgq,1000.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-56,deploy-undeploy-test-56-5d7987467-jp9h9,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-82,deploy-undeploy-test-82-8666956c56-w9nnn,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-34,deploy-undeploy-test-34-55765bd7f9-dmf6n,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-77,deploy-undeploy-test-77-dc5bf9c4d-crlpt,1000.0,0.0,1000.0,0.0,0.0
deploy-undeploy-test-80,deploy-undeploy-test-80-6c85b747db-k4rr8,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-9,deploy-undeploy-test-9-6d4bbb679f-2qv2m,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-1,deploy-undeploy-test-1-75b666568c-7pnmf,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-25,deploy-undeploy-test-25-7c4785d9b5-r9zqh,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-3,deploy-undeploy-test-3-f988b9cfc-sh2m6,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-76,deploy-undeploy-test-76-699dddfb6f-c6dwr,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-92,deploy-undeploy-test-92-6b6b44779f-r46hn,1000.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-11,deploy-undeploy-test-11-54464685dd-pvfwn,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-45,deploy-undeploy-test-45-5c4954dc59-bnrkp,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-7,deploy-undeploy-test-7-dc5b5f8c7-tjm27,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-37,deploy-undeploy-test-37-76c79ddd8d-qrxcs,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-5,deploy-undeploy-test-5-7dcccfb6bc-npt8n,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-63,deploy-undeploy-test-63-68489ddb9f-5k2dt,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-81,deploy-undeploy-test-81-7c748bf5dc-5ggpx,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-2,deploy-undeploy-test-2-59f845d58d-8nw6r,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-22,deploy-undeploy-test-22-6b8d4f7898-nx69r,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-33,deploy-undeploy-test-33-77c9fcfb96-csd5n,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-59,deploy-undeploy-test-59-5b55bc44c6-pd6zb,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-6,deploy-undeploy-test-6-7d564b5964-br8h4,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-66,deploy-undeploy-test-66-57ff59bdb-s8dqd,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-97,deploy-undeploy-test-97-c55cb46d6-8lgch,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-13,deploy-undeploy-test-13-5c446dcff4-5c99x,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-49,deploy-undeploy-test-49-7d8d596d99-srf8r,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-51,deploy-undeploy-test-51-785b5788b8-pq9gm,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-87,deploy-undeploy-test-87-65db887c4f-sbzrp,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-27,deploy-undeploy-test-27-58d6995b87-gvxvd,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-32,deploy-undeploy-test-32-6b6bfd78b5-8g4bl,0.0,0.0,2000.0,0.0,2000.0
deploy-undeploy-test-35,deploy-undeploy-test-35-57ddc8846b-gjld7,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-8,deploy-undeploy-test-8-6ccbd75666-jqmgs,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-84,deploy-undeploy-test-84-74b9894c86-jflvf,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-94,deploy-undeploy-test-94-848f5cc9d9-8s4td,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-11,deploy-undeploy-test-11-54464685dd-ktv6l,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-17,deploy-undeploy-test-17-57cb8bcb78-dz5hp,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-53,deploy-undeploy-test-53-645d944454-hwvqp,0.0,0.0,3000.0,0.0,1000.0
deploy-undeploy-test-66,deploy-undeploy-test-66-57ff59bdb-j9x47,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-21,deploy-undeploy-test-21-5c989c66cc-9hnps,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-38,deploy-undeploy-test-38-77ffd78fff-b9fpv,0.0,0.0,1000.0,0.0,2000.0
deploy-undeploy-test-41,deploy-undeploy-test-41-7574c5ffff-5tm42,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-7,deploy-undeploy-test-7-dc5b5f8c7-g79nd,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-68,deploy-undeploy-test-68-7db7c9f7b4-2hhzl,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-23,deploy-undeploy-test-23-755778c9bc-z8wt4,0.0,0.0,1000.0,0.0,0.0
deploy-undeploy-test-28,deploy-undeploy-test-28-798cd97544-hmd6g,0.0,0.0,2000.0,0.0,0.0
deploy-undeploy-test-37,deploy-undeploy-test-37-76c79ddd8d-2l8ht,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-58,deploy-undeploy-test-58-584d44dbb9-94w9j,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-71,deploy-undeploy-test-71-65679d6b54-nqnzq,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-86,deploy-undeploy-test-86-67bc5dbf84-wfn9t,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-97,deploy-undeploy-test-97-c55cb46d6-scvnl,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-20,deploy-undeploy-test-20-5968558f44-j7j92,0.0,0.0,1000.0,0.0,1000.0
deploy-undeploy-test-25,deploy-undeploy-test-25-7c4785d9b5-4nbm2,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-27,deploy-undeploy-test-27-58d6995b87-ksgx7,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-32,deploy-undeploy-test-32-6b6bfd78b5-jdfrg,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-14,deploy-undeploy-test-14-6ffd964485-gf8f8,0.0,0.0,2000.0,0.0,1000.0
deploy-undeploy-test-3,deploy-undeploy-test-3-f988b9cfc-fq6rx,0.0,0.0,2000.0,0.0,1000.0
