namespace,pod,timestamp,value
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876214.316,0.001700544074170478
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876215.316,0.0016809283353036242
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876216.316,0.0016601034759254774
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876217.316,0.0016392786165473302
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876218.316,0.0011486498233706014
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876219.316,0.001143375303661181
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876220.316,0.0011381007839517607
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876221.316,0.0011328262642423402
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876222.316,0.0011275517445329198
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876223.316,0.0011222772248234995
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876224.316,0.000553763145943025
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876225.316,0.0005693134856117517
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876226.316,0.0005848638252804783
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876227.316,0.000600414164949205
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876228.316,0.0013725634558364303
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876229.316,0.001388113795505157
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876230.316,0.0014036641351738836
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876231.316,0.0014192144748426103
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876232.316,0.0014347648145113371
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876233.316,0.0014503151541800634
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876234.316,0.0012998656178851331
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876235.316,0.0012998656178851331
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876236.316,0.0012998656178851331
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876237.316,0.0012998656178851331
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876238.316,0.0014614180967035346
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876239.316,0.0014458677570348079
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876240.316,0.0014303174173660813
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876241.316,0.0014147670776973546
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876242.316,0.0006426177868101292
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876243.316,0.0006270674471414025
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876244.316,0.0006115171074726758
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876245.316,0.0005959667678039493
cert-manager,cert-manager-7ddd8cdb9f-nflbq,1716876246.316,0.0005804164281352225
