namespace,pod,container,timestamp,value
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133096,52.34304477203543
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133097,53.338928982681765
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133098,54.33481319332809
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133099,55.33069740397441
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133100,56.32658161462074
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133101,57.32246582526707
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133102,58.31835003591339
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133103,59.31423424655972
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133104,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133105,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133106,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133107,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133108,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133109,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133110,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133111,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133112,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133113,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133114,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133115,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133116,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133117,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133118,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133119,59.75305263877963
default,management-overhead-client-6764f774cb-4xsdr,POD,1716133120,59.75305263877963
