DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-243,deploy-test-243-8445d96c4b-j6q55,2024-05-16T20:05:58+02:00,2024-05-16 20:06:08 +0200 CEST,2024-05-16 20:06:08 +0200 CEST,2024-05-16 20:06:21 +0200 CEST,2024-05-16 20:06:21 +0200 CEST,2024-05-16 20:06:21 +0200 CEST,2024-05-16T20:08:24+02:00,2024-05-16T20:08:26+02:00
deploy-test-6,deploy-test-6-74d5f6f56f-k8m6f,2024-05-16T20:05:12+02:00,2024-05-16 20:05:12 +0200 CEST,2024-05-16 20:05:12 +0200 CEST,2024-05-16 20:05:13 +0200 CEST,2024-05-16 20:05:13 +0200 CEST,2024-05-16 20:05:13 +0200 CEST,2024-05-16T20:07:38+02:00,2024-05-16T20:07:40+02:00
deploy-test-75,deploy-test-75-845d76fbd9-4g529,2024-05-16T20:05:24+02:00,2024-05-16 20:05:29 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16 20:05:31 +0200 CEST,2024-05-16 20:05:31 +0200 CEST,2024-05-16 20:05:31 +0200 CEST,2024-05-16T20:07:51+02:00,2024-05-16T20:07:53+02:00
deploy-test-100,deploy-test-100-857b55775d-fk6p6,2024-05-16T20:05:30+02:00,2024-05-16 20:05:35 +0200 CEST,2024-05-16 20:05:35 +0200 CEST,2024-05-16 20:05:37 +0200 CEST,2024-05-16 20:05:37 +0200 CEST,2024-05-16 20:05:37 +0200 CEST,2024-05-16T20:07:56+02:00,2024-05-16T20:07:57+02:00
deploy-test-144,deploy-test-144-b59646c86-bswnj,2024-05-16T20:05:38+02:00,2024-05-16 20:05:45 +0200 CEST,2024-05-16 20:05:45 +0200 CEST,2024-05-16 20:05:46 +0200 CEST,2024-05-16 20:05:46 +0200 CEST,2024-05-16 20:05:46 +0200 CEST,2024-05-16T20:08:05+02:00,2024-05-16T20:08:06+02:00
deploy-test-166,deploy-test-166-89fb945f8-l9tpd,2024-05-16T20:05:43+02:00,2024-05-16 20:05:50 +0200 CEST,2024-05-16 20:05:50 +0200 CEST,2024-05-16 20:05:53 +0200 CEST,2024-05-16 20:05:53 +0200 CEST,2024-05-16 20:05:53 +0200 CEST,2024-05-16T20:08:09+02:00,2024-05-16T20:08:10+02:00
deploy-test-291,deploy-test-291-5b4864b599-j7ss4,2024-05-16T20:06:08+02:00,2024-05-16 20:06:20 +0200 CEST,2024-05-16 20:06:20 +0200 CEST,2024-05-16 20:06:27 +0200 CEST,2024-05-16 20:06:27 +0200 CEST,2024-05-16 20:06:27 +0200 CEST,2024-05-16T20:08:34+02:00,2024-05-16T20:08:35+02:00
deploy-test-44,deploy-test-44-68544bb8b5-rhrxm,2024-05-16T20:05:18+02:00,2024-05-16 20:05:21 +0200 CEST,2024-05-16 20:05:21 +0200 CEST,2024-05-16 20:05:23 +0200 CEST,2024-05-16 20:05:24 +0200 CEST,2024-05-16 20:05:24 +0200 CEST,2024-05-16T20:07:45+02:00,2024-05-16T20:07:46+02:00
deploy-test-69,deploy-test-69-566cb888bb-kvwjc,2024-05-16T20:05:23+02:00,2024-05-16 20:05:28 +0200 CEST,2024-05-16 20:05:28 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16T20:07:50+02:00,2024-05-16T20:07:52+02:00
deploy-test-198,deploy-test-198-5f9d7774d5-8prcp,2024-05-16T20:05:49+02:00,2024-05-16 20:05:58 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16 20:06:04 +0200 CEST,2024-05-16 20:06:05 +0200 CEST,2024-05-16 20:06:05 +0200 CEST,2024-05-16T20:08:15+02:00,2024-05-16T20:08:20+02:00
deploy-test-300,deploy-test-300-85f47f8c8d-npc4p,2024-05-16T20:06:10+02:00,2024-05-16 20:06:22 +0200 CEST,2024-05-16 20:06:22 +0200 CEST,2024-05-16 20:06:30 +0200 CEST,2024-05-16 20:06:30 +0200 CEST,2024-05-16 20:06:30 +0200 CEST,2024-05-16T20:08:36+02:00,2024-05-16T20:08:37+02:00
deploy-test-259,deploy-test-259-bc6f97659-znncr,2024-05-16T20:06:01+02:00,2024-05-16 20:06:12 +0200 CEST,2024-05-16 20:06:12 +0200 CEST,2024-05-16 20:06:15 +0200 CEST,2024-05-16 20:06:16 +0200 CEST,2024-05-16 20:06:16 +0200 CEST,2024-05-16T20:08:28+02:00,2024-05-16T20:08:29+02:00
deploy-test-297,deploy-test-297-74ff465665-vwsdk,2024-05-16T20:06:09+02:00,2024-05-16 20:06:21 +0200 CEST,2024-05-16 20:06:21 +0200 CEST,2024-05-16 20:06:29 +0200 CEST,2024-05-16 20:06:29 +0200 CEST,2024-05-16 20:06:29 +0200 CEST,2024-05-16T20:08:35+02:00,2024-05-16T20:08:37+02:00
deploy-test-23,deploy-test-23-5bd4cbdd88-g5rcm,2024-05-16T20:05:14+02:00,2024-05-16 20:05:16 +0200 CEST,2024-05-16 20:05:16 +0200 CEST,2024-05-16 20:05:18 +0200 CEST,2024-05-16 20:05:18 +0200 CEST,2024-05-16 20:05:18 +0200 CEST,2024-05-16T20:07:40+02:00,2024-05-16T20:07:41+02:00
deploy-test-102,deploy-test-102-79b7949f44-fxr2w,2024-05-16T20:05:30+02:00,2024-05-16 20:05:35 +0200 CEST,2024-05-16 20:05:35 +0200 CEST,2024-05-16 20:05:37 +0200 CEST,2024-05-16 20:05:38 +0200 CEST,2024-05-16 20:05:38 +0200 CEST,2024-05-16T20:07:56+02:00,2024-05-16T20:07:58+02:00
deploy-test-175,deploy-test-175-c5664bf58-8p6bs,2024-05-16T20:05:45+02:00,2024-05-16 20:05:53 +0200 CEST,2024-05-16 20:05:53 +0200 CEST,2024-05-16 20:05:54 +0200 CEST,2024-05-16 20:05:54 +0200 CEST,2024-05-16 20:05:54 +0200 CEST,2024-05-16T20:08:11+02:00,2024-05-16T20:08:12+02:00
deploy-test-229,deploy-test-229-6b484d7cc8-cj4dr,2024-05-16T20:05:55+02:00,2024-05-16 20:06:05 +0200 CEST,2024-05-16 20:06:05 +0200 CEST,2024-05-16 20:06:16 +0200 CEST,2024-05-16 20:06:16 +0200 CEST,2024-05-16 20:06:16 +0200 CEST,2024-05-16T20:08:22+02:00,2024-05-16T20:08:23+02:00
deploy-test-183,deploy-test-183-694df9c889-fn4pl,2024-05-16T20:05:46+02:00,2024-05-16 20:05:55 +0200 CEST,2024-05-16 20:05:55 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16T20:08:12+02:00,2024-05-16T20:08:13+02:00
deploy-test-184,deploy-test-184-75bf7569d-ws292,2024-05-16T20:05:46+02:00,2024-05-16 20:05:55 +0200 CEST,2024-05-16 20:05:55 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16 20:05:58 +0200 CEST,2024-05-16T20:08:13+02:00,2024-05-16T20:08:14+02:00
deploy-test-68,deploy-test-68-665b8d76bc-ch6v7,2024-05-16T20:05:23+02:00,2024-05-16 20:05:27 +0200 CEST,2024-05-16 20:05:27 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16 20:05:29 +0200 CEST,2024-05-16T20:07:49+02:00,2024-05-16T20:07:51+02:00
deploy-test-84,deploy-test-84-5db46c47cc-ghnfr,2024-05-16T20:05:26+02:00,2024-05-16 20:05:31 +0200 CEST,2024-05-16 20:05:31 +0200 CEST,2024-05-16 20:05:32 +0200 CEST,2024-05-16 20:05:32 +0200 CEST,2024-05-16 20:05:32 +0200 CEST,2024-05-16T20:07:53+02:00,2024-05-16T20:07:54+02:00
deploy-test-91,deploy-test-91-864466c767-9rbdz,2024-05-16T20:05:28+02:00,2024-05-16 20:05:33 +0200 CEST,2024-05-16 20:05:33 +0200 CEST,2024-05-16 20:05:34 +0200 CEST,2024-05-16 20:05:34 +0200 CEST,2024-05-16 20:05:34 +0200 CEST,2024-05-16T20:07:54+02:00,2024-05-16T20:07:55+02:00
deploy-test-160,deploy-test-160-7946c749dd-bknhx,2024-05-16T20:05:42+02:00,2024-05-16 20:05:49 +0200 CEST,2024-05-16 20:05:49 +0200 CEST,2024-05-16 20:05:51 +0200 CEST,2024-05-16 20:05:51 +0200 CEST,2024-05-16 20:05:51 +0200 CEST,2024-05-16T20:08:08+02:00,2024-05-16T20:08:09+02:00
deploy-test-266,deploy-test-266-76ddcdd7c7-2whvw,2024-05-16T20:06:03+02:00,2024-05-16 20:06:13 +0200 CEST,2024-05-16 20:06:13 +0200 CEST,2024-05-16 20:06:17 +0200 CEST,2024-05-16 20:06:18 +0200 CEST,2024-05-16 20:06:18 +0200 CEST,2024-05-16T20:08:29+02:00,2024-05-16T20:08:31+02:00
deploy-test-271,deploy-test-271-66b68d48f-77w5f,2024-05-16T20:06:04+02:00,2024-05-16 20:06:15 +0200 CEST,2024-05-16 20:06:15 +0200 CEST,2024-05-16 20:06:20 +0200 CEST,2024-05-16 20:06:20 +0200 CEST,2024-05-16 20:06:20 +0200 CEST,2024-05-16T20:08:30+02:00,2024-05-16T20:08:31+02:00
deploy-test-290,deploy-test-290-5db4cd5cdb-5zngj,2024-05-16T20:06:08+02:00,2024-05-16 20:06:19 +0200 CEST,2024-05-16 20:06:19 +0200 CEST,2024-05-16 20:06:27 +0200 CEST,2024-05-16 20:06:27 +0200 CEST,2024-05-16 20:06:27 +0200 CEST,2024-05-16T20:08:34+02:00,2024-05-16T20:08:35+02:00
deploy-test-42,deploy-test-42-6d666d6847-sk27d,2024-05-16T20:05:18+02:00,2024-05-16 20:05:21 +0200 CEST,2024-05-16 20:05:21 +0200 CEST,2024-05-16 20:05:23 +0200 CEST,2024-05-16 20:05:23 +0200 CEST,2024-05-16 20:05:23 +0200 CEST,2024-05-16T20:07:44+02:00,2024-05-16T20:07:45+02:00
deploy-test-95,deploy-test-95-f5fcd544c-rqv68,2024-05-16T20:05:28+02:00,2024-05-16 20:05:34 +0200 CEST,2024-05-16 20:05:34 +0200 CEST,2024-05-16 20:05:35 +0200 CEST,2024-05-16 20:05:36 +0200 CEST,2024-05-16 20:05:36 +0200 CEST,2024-05-16T20:07:55+02:00,2024-05-16T20:07:56+02:00
