DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-test-49,deploy-test-49-75ff4fc6b8-cck5f,2024-05-16T20:22:53+02:00,2024-05-16 20:22:56 +0200 CEST,2024-05-16 20:22:56 +0200 CEST,2024-05-16 20:22:58 +0200 CEST,2024-05-16 20:22:58 +0200 CEST,2024-05-16 20:22:58 +0200 CEST,2024-05-16T20:25:19+02:00,2024-05-16T20:25:20+02:00
deploy-test-85,deploy-test-85-7fb855d84d-hmkxg,2024-05-16T20:23:00+02:00,2024-05-16 20:23:05 +0200 CEST,2024-05-16 20:23:05 +0200 CEST,2024-05-16 20:23:06 +0200 CEST,2024-05-16 20:23:06 +0200 CEST,2024-05-16 20:23:06 +0200 CEST,2024-05-16T20:25:26+02:00,2024-05-16T20:25:27+02:00
deploy-test-128,deploy-test-128-86745fd996-6vsdn,2024-05-16T20:23:09+02:00,2024-05-16 20:23:15 +0200 CEST,2024-05-16 20:23:15 +0200 CEST,2024-05-16 20:23:17 +0200 CEST,2024-05-16 20:23:17 +0200 CEST,2024-05-16 20:23:17 +0200 CEST,2024-05-16T20:25:35+02:00,2024-05-16T20:25:36+02:00
deploy-test-184,deploy-test-184-75bf7569d-zlzgt,2024-05-16T20:23:20+02:00,2024-05-16 20:23:29 +0200 CEST,2024-05-16 20:23:29 +0200 CEST,2024-05-16 20:23:31 +0200 CEST,2024-05-16 20:23:31 +0200 CEST,2024-05-16 20:23:31 +0200 CEST,2024-05-16T20:25:46+02:00,2024-05-16T20:25:48+02:00
deploy-test-200,deploy-test-200-78d6dc5665-5l5ml,2024-05-16T20:23:23+02:00,2024-05-16 20:23:32 +0200 CEST,2024-05-16 20:23:32 +0200 CEST,2024-05-16 20:23:37 +0200 CEST,2024-05-16 20:23:37 +0200 CEST,2024-05-16 20:23:37 +0200 CEST,2024-05-16T20:25:49+02:00,2024-05-16T20:25:51+02:00
deploy-test-250,deploy-test-250-7775979986-nbrxk,2024-05-16T20:23:33+02:00,2024-05-16 20:23:43 +0200 CEST,2024-05-16 20:23:43 +0200 CEST,2024-05-16 20:23:45 +0200 CEST,2024-05-16 20:23:46 +0200 CEST,2024-05-16 20:23:46 +0200 CEST,2024-05-16T20:25:59+02:00,2024-05-16T20:26:00+02:00
deploy-test-43,deploy-test-43-5fc8c9f886-kz5qj,2024-05-16T20:22:52+02:00,2024-05-16 20:22:55 +0200 CEST,2024-05-16 20:22:55 +0200 CEST,2024-05-16 20:22:57 +0200 CEST,2024-05-16 20:22:57 +0200 CEST,2024-05-16 20:22:57 +0200 CEST,2024-05-16T20:25:18+02:00,2024-05-16T20:25:19+02:00
deploy-test-80,deploy-test-80-6bbfddbfc7-74jbk,2024-05-16T20:22:59+02:00,2024-05-16 20:23:04 +0200 CEST,2024-05-16 20:23:04 +0200 CEST,2024-05-16 20:23:05 +0200 CEST,2024-05-16 20:23:05 +0200 CEST,2024-05-16 20:23:05 +0200 CEST,2024-05-16T20:25:25+02:00,2024-05-16T20:25:27+02:00
deploy-test-163,deploy-test-163-5c9ccd4cf5-frx9q,2024-05-16T20:23:16+02:00,2024-05-16 20:23:23 +0200 CEST,2024-05-16 20:23:23 +0200 CEST,2024-05-16 20:23:25 +0200 CEST,2024-05-16 20:23:25 +0200 CEST,2024-05-16 20:23:25 +0200 CEST,2024-05-16T20:25:42+02:00,2024-05-16T20:25:43+02:00
deploy-test-268,deploy-test-268-7c66f6586c-79gtf,2024-05-16T20:23:37+02:00,2024-05-16 20:23:47 +0200 CEST,2024-05-16 20:23:47 +0200 CEST,2024-05-16 20:23:52 +0200 CEST,2024-05-16 20:23:52 +0200 CEST,2024-05-16 20:23:52 +0200 CEST,2024-05-16T20:26:03+02:00,2024-05-16T20:26:05+02:00
