framework,namespace,pod,container,type,value
cluster1,kube-system,kube-proxy-wwqzp,POD,received_packets,28.021924268094548
cluster1,kube-system,kube-proxy-wwqzp,POD,transmit_bytes,37843.1485822037
cluster1,kube-system,kube-proxy-wwqzp,POD,transmit_packets,27.21988042784626
cluster1,kube-system,kube-scheduler-kubernetes-1,POD,received_bytes,4009.238082201675
cluster1,kube-system,kube-scheduler-kubernetes-1,POD,received_packets,27.424712178269704
cluster1,kube-system,kube-scheduler-kubernetes-1,POD,transmit_bytes,37458.430149093365
cluster1,kube-system,kube-scheduler-kubernetes-1,POD,transmit_packets,26.706524697738917
cluster1,kube-system,metrics-server-69fb86cf66-qwq6h,POD,received_bytes,49748.16159965857
cluster1,kube-system,metrics-server-69fb86cf66-qwq6h,POD,received_packets,52.818109672976526
cluster1,kube-system,metrics-server-69fb86cf66-qwq6h,POD,transmit_bytes,51941.78652950219
cluster1,kube-system,metrics-server-69fb86cf66-qwq6h,POD,transmit_packets,54.77225601231421
cluster1,oakestra,overhead.test.client.test.3-666b766697-klzk9,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.3-666b766697-klzk9,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.3-666b766697-klzk9,POD,transmit_bytes,0.11300818729081319
cluster1,oakestra,overhead.test.client.test.3-666b766697-klzk9,POD,transmit_packets,0.0016144026755830424
cluster1,oakestra,overhead.test.client.test.4-5bc5dc6754-t6bqj,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.4-5bc5dc6754-t6bqj,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.4-5bc5dc6754-t6bqj,POD,transmit_bytes,0.08725175273551404
cluster1,oakestra,overhead.test.client.test.4-5bc5dc6754-t6bqj,POD,transmit_packets,0.0012464536105073426
cluster1,oakestra,overhead.test.client.test.5-6647c45bff-cfr78,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.5-6647c45bff-cfr78,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.5-6647c45bff-cfr78,POD,transmit_bytes,0.19469074133038358
cluster1,oakestra,overhead.test.client.test.5-6647c45bff-cfr78,POD,transmit_packets,0.0027812963047197624
cluster1,oakestra,overhead.test.client.test.6-6487f88fdd-pg8p9,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.6-6487f88fdd-pg8p9,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.6-6487f88fdd-pg8p9,POD,transmit_bytes,0.15516116061094823
cluster1,oakestra,overhead.test.client.test.6-6487f88fdd-pg8p9,POD,transmit_packets,0.0022165880087278295
cluster1,oakestra,overhead.test.client.test.7-5787c988f-84ggl,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.7-5787c988f-84ggl,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.7-5787c988f-84ggl,POD,transmit_bytes,0.07010345810410602
cluster1,oakestra,overhead.test.client.test.7-5787c988f-84ggl,POD,transmit_packets,0.0010014779729157982
cluster1,oakestra,overhead.test.client.test.8-79688d64d6-c8mv7,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.8-79688d64d6-c8mv7,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.8-79688d64d6-c8mv7,POD,transmit_bytes,0.15488401120668585
cluster1,oakestra,overhead.test.client.test.8-79688d64d6-c8mv7,POD,transmit_packets,0.002212628731524081
cluster1,oakestra,overhead.test.client.test.9-856479b4b7-g48cq,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.client.test.9-856479b4b7-g48cq,POD,received_packets,0.0
cluster1,oakestra,overhead.test.client.test.9-856479b4b7-g48cq,POD,transmit_bytes,0.09026641236742879
cluster1,oakestra,overhead.test.client.test.9-856479b4b7-g48cq,POD,transmit_packets,0.0012895201766775497
cluster1,oakestra,overhead.test.overhead.test.5-85cb8bf4f9-nsl8d,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.overhead.test.5-85cb8bf4f9-nsl8d,POD,received_packets,0.0
cluster1,oakestra,overhead.test.overhead.test.5-85cb8bf4f9-nsl8d,POD,transmit_bytes,0.16912434292727915
cluster1,oakestra,overhead.test.overhead.test.5-85cb8bf4f9-nsl8d,POD,transmit_packets,0.0024160620418182685
cluster1,oakestra,overhead.test.overhead.test.6-6d6b4dc978-ndmh2,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.overhead.test.6-6d6b4dc978-ndmh2,POD,received_packets,0.0
cluster1,oakestra,overhead.test.overhead.test.6-6d6b4dc978-ndmh2,POD,transmit_bytes,0.08886688355221102
cluster1,oakestra,overhead.test.overhead.test.6-6d6b4dc978-ndmh2,POD,transmit_packets,0.0012695269078887275
cluster1,oakestra,overhead.test.overhead.test.7-55f49f5d6f-g657v,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.overhead.test.7-55f49f5d6f-g657v,POD,received_packets,0.0
cluster1,oakestra,overhead.test.overhead.test.7-55f49f5d6f-g657v,POD,transmit_bytes,0.09475665268553495
cluster1,oakestra,overhead.test.overhead.test.7-55f49f5d6f-g657v,POD,transmit_packets,0.0013536664669362125
cluster1,oakestra,overhead.test.overhead.test.8-5c789695b8-zwnxq,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.overhead.test.8-5c789695b8-zwnxq,POD,received_packets,0.0
cluster1,oakestra,overhead.test.overhead.test.8-5c789695b8-zwnxq,POD,transmit_bytes,0.13447288227709497
cluster1,oakestra,overhead.test.overhead.test.8-5c789695b8-zwnxq,POD,transmit_packets,0.0019210411753870663
cluster1,oakestra,overhead.test.overhead.test.9-74bc6b5bbc-n6xbg,POD,received_bytes,0.0
cluster1,oakestra,overhead.test.overhead.test.9-74bc6b5bbc-n6xbg,POD,received_packets,0.0
cluster1,oakestra,overhead.test.overhead.test.9-74bc6b5bbc-n6xbg,POD,transmit_bytes,0.11988934898945101
cluster1,oakestra,overhead.test.overhead.test.9-74bc6b5bbc-n6xbg,POD,transmit_packets,0.0017127049855635839
cluster1,oakestra-controller-manager,oakestra-controller-manager-d74f6ddf5-xdgbd,POD,received_bytes,1112.486308464101
cluster1,oakestra-controller-manager,oakestra-controller-manager-d74f6ddf5-xdgbd,POD,received_packets,3.4839845878758684
cluster1,oakestra-controller-manager,oakestra-controller-manager-d74f6ddf5-xdgbd,POD,transmit_bytes,678.7799888313212
cluster1,oakestra-controller-manager,oakestra-controller-manager-d74f6ddf5-xdgbd,POD,transmit_packets,3.393286937748602
cluster1,oakestra-system,cluster-netmanager-647d54c887-wp6ws,POD,received_bytes,166.16066820899084
cluster1,oakestra-system,cluster-netmanager-647d54c887-wp6ws,POD,received_packets,0.6562417313649909
cluster1,oakestra-system,cluster-netmanager-647d54c887-wp6ws,POD,transmit_bytes,80.29118924747631
cluster1,oakestra-system,cluster-netmanager-647d54c887-wp6ws,POD,transmit_packets,1.0490248325009512
cluster1,oakestra-system,mongo-5759468d74-g7f4m,POD,received_bytes,50.97610919834106
cluster1,oakestra-system,mongo-5759468d74-g7f4m,POD,received_packets,0.6215211941147895
cluster1,oakestra-system,mongo-5759468d74-g7f4m,POD,transmit_bytes,144.34537440010976
cluster1,oakestra-system,mongo-5759468d74-g7f4m,POD,transmit_packets,0.43841241295441846
cluster1,oakestra-system,mosquitto-559ccc5d46-6lstw,POD,received_bytes,47.12202012902676
cluster1,oakestra-system,mosquitto-559ccc5d46-6lstw,POD,received_packets,0.7148272932570857
cluster1,oakestra-system,mosquitto-559ccc5d46-6lstw,POD,transmit_bytes,29.159313329691972
cluster1,oakestra-system,mosquitto-559ccc5d46-6lstw,POD,transmit_packets,0.44251016850573377
cluster1,oakestra-system,node-netmanager-2vj99,POD,received_bytes,3784.1414867357184
cluster1,oakestra-system,node-netmanager-2vj99,POD,received_packets,26.1029754806758
cluster1,oakestra-system,node-netmanager-2vj99,POD,transmit_bytes,35024.5802560161
cluster1,oakestra-system,node-netmanager-2vj99,POD,transmit_packets,25.397324107096505
cluster1,oakestra-system,node-netmanager-hxg7l,POD,received_bytes,51452.78507895148
cluster1,oakestra-system,node-netmanager-hxg7l,POD,received_packets,54.27127606262801
cluster1,oakestra-system,node-netmanager-hxg7l,POD,transmit_bytes,53710.669346665054
cluster1,oakestra-system,node-netmanager-hxg7l,POD,transmit_packets,56.25598014737369
cluster1,oakestra-system,node-netmanager-mg6hx,POD,received_bytes,16548.02188655755
cluster1,oakestra-system,node-netmanager-mg6hx,POD,received_packets,43.41698836653421
cluster1,oakestra-system,node-netmanager-mg6hx,POD,transmit_bytes,19454.8179180443
cluster1,oakestra-system,node-netmanager-mg6hx,POD,transmit_packets,43.639842877009954
cluster1,oakestra-system,oakestra-agent-7f6cb876cf-bcr7l,POD,received_bytes,7305.185410768074
cluster1,oakestra-system,oakestra-agent-7f6cb876cf-bcr7l,POD,received_packets,4.052677169396209
cluster1,oakestra-system,oakestra-agent-7f6cb876cf-bcr7l,POD,transmit_bytes,592.5974146122616
cluster1,oakestra-system,oakestra-agent-7f6cb876cf-bcr7l,POD,transmit_packets,4.936700709323954
cluster2,cert-manager,cert-manager-7ddd8cdb9f-fmhw4,POD,received_bytes,233.7487698872354
cluster2,cert-manager,cert-manager-7ddd8cdb9f-fmhw4,POD,received_packets,1.1265678836838122
cluster2,cert-manager,cert-manager-7ddd8cdb9f-fmhw4,POD,transmit_bytes,154.17288619724476
cluster2,cert-manager,cert-manager-7ddd8cdb9f-fmhw4,POD,transmit_packets,1.1194505637660421
cluster2,cert-manager,cert-manager-cainjector-57cd76c845-62pdn,POD,received_bytes,159.61075726370825
cluster2,cert-manager,cert-manager-cainjector-57cd76c845-62pdn,POD,received_packets,0.5017989077699002
cluster2,cert-manager,cert-manager-cainjector-57cd76c845-62pdn,POD,transmit_bytes,93.03399985871813
cluster2,cert-manager,cert-manager-cainjector-57cd76c845-62pdn,POD,transmit_packets,0.5478396165679928
cluster2,cert-manager,cert-manager-webhook-cf8f9f895-chm7c,POD,received_bytes,135.66373697062193
cluster2,cert-manager,cert-manager-webhook-cf8f9f895-chm7c,POD,received_packets,1.5101520368441452
cluster2,cert-manager,cert-manager-webhook-cf8f9f895-chm7c,POD,transmit_bytes,117.25603781043442
cluster2,cert-manager,cert-manager-webhook-cf8f9f895-chm7c,POD,transmit_packets,1.337004928765887
cluster2,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_bytes,255.83284468629984
cluster2,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_packets,1.9758226928720035
cluster2,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_bytes,379.77747310236396
cluster2,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_packets,1.6588821878659237
cluster2,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-kbr5p,POD,received_bytes,9971.936063666713
cluster2,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-kbr5p,POD,received_packets,2.146628483511795
cluster2,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-kbr5p,POD,transmit_bytes,307.76800205965117
cluster2,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-kbr5p,POD,transmit_packets,1.8331246600870301
cluster2,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-rfxzs,POD,received_bytes,1472.2025909201475
cluster2,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-rfxzs,POD,received_packets,5.271517074623234
cluster2,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-rfxzs,POD,transmit_bytes,19450.774006713484
cluster2,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-rfxzs,POD,transmit_packets,6.021565027527305
cluster2,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-w75j5,POD,received_bytes,293.25162590510075
cluster2,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-w75j5,POD,received_packets,0.8181580455649105
cluster2,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-w75j5,POD,transmit_bytes,220.20238376128864
cluster2,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-w75j5,POD,transmit_packets,0.8754264315097743
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4crtw,POD,received_bytes,4226.71663940087
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4crtw,POD,received_packets,28.826968517252684
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4crtw,POD,transmit_bytes,35749.84877456497
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4crtw,POD,transmit_packets,28.745201080758374
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-6s7gh,POD,received_bytes,30485.271040911277
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-6s7gh,POD,received_packets,28.53661547765032
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-6s7gh,POD,transmit_bytes,51898.104151667096
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-6s7gh,POD,transmit_packets,31.059428273972497
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-v48md,POD,received_bytes,60111.85104376198
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-v48md,POD,received_packets,66.72536936014818
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-v48md,POD,transmit_bytes,43725.18416385532
cluster2,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-v48md,POD,transmit_packets,66.1040049990238
cluster2,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_bytes,36420.580054832884
cluster2,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_packets,12.958092630202202
cluster2,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_bytes,1093.6547235220835
cluster2,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_packets,10.85296834084098
cluster2,kube-system,calico-kube-controllers-658d97c59c-wrttv,POD,received_bytes,604.0373309100356
cluster2,kube-system,calico-kube-controllers-658d97c59c-wrttv,POD,received_packets,0.6181938050538202
cluster2,kube-system,calico-kube-controllers-658d97c59c-wrttv,POD,transmit_bytes,54.54043896489429
cluster2,kube-system,calico-kube-controllers-658d97c59c-wrttv,POD,transmit_packets,0.625420797164328
cluster2,kube-system,calico-node-9k8vn,POD,received_bytes,3979.1512847564713
cluster2,kube-system,calico-node-9k8vn,POD,received_packets,27.320831876149033
cluster2,kube-system,calico-node-9k8vn,POD,transmit_bytes,34418.09180931281
cluster2,kube-system,calico-node-9k8vn,POD,transmit_packets,27.281464519808278
cluster2,kube-system,calico-node-qt6fr,POD,received_bytes,60145.65257007148
cluster2,kube-system,calico-node-qt6fr,POD,received_packets,66.1255352561029
cluster2,kube-system,calico-node-qt6fr,POD,transmit_bytes,43619.46932132289
cluster2,kube-system,calico-node-qt6fr,POD,transmit_packets,65.47591185153313
cluster2,kube-system,calico-node-vtfvz,POD,received_bytes,30989.159589455638
cluster2,kube-system,calico-node-vtfvz,POD,received_packets,29.61341979806214
cluster2,kube-system,calico-node-vtfvz,POD,transmit_bytes,52481.365300634236
cluster2,kube-system,calico-node-vtfvz,POD,transmit_packets,32.19324012318081
cluster2,kube-system,coredns-76f75df574-2tpw7,POD,received_bytes,96.90499301354767
cluster2,kube-system,coredns-76f75df574-2tpw7,POD,received_packets,1.0528261969875876
cluster2,kube-system,coredns-76f75df574-2tpw7,POD,transmit_bytes,92.43637977282533
cluster2,kube-system,coredns-76f75df574-2tpw7,POD,transmit_packets,0.9685672571358234
cluster2,kube-system,coredns-76f75df574-7r7c4,POD,received_bytes,99.91748998749783
cluster2,kube-system,coredns-76f75df574-7r7c4,POD,received_packets,1.0841683420207457
cluster2,kube-system,coredns-76f75df574-7r7c4,POD,transmit_bytes,91.71043930431006
cluster2,kube-system,coredns-76f75df574-7r7c4,POD,transmit_packets,0.9437666465166373
cluster2,kube-system,etcd-kubernetes-2-1,POD,received_bytes,4066.503134984454
cluster2,kube-system,etcd-kubernetes-2-1,POD,received_packets,27.67654240158267
cluster2,kube-system,etcd-kubernetes-2-1,POD,transmit_bytes,33990.611781878666
cluster2,kube-system,etcd-kubernetes-2-1,POD,transmit_packets,27.590598866974492
cluster2,kube-system,kube-apiserver-kubernetes-2-1,POD,received_bytes,3919.170804413389
cluster2,kube-system,kube-apiserver-kubernetes-2-1,POD,received_packets,26.7970680767103
cluster2,kube-system,kube-apiserver-kubernetes-2-1,POD,transmit_bytes,33760.87764761656
cluster2,kube-system,kube-apiserver-kubernetes-2-1,POD,transmit_packets,26.74583492810326
cluster2,kube-system,kube-controller-manager-kubernetes-2-1,POD,received_bytes,4118.799891623373
cluster2,kube-system,kube-controller-manager-kubernetes-2-1,POD,received_packets,28.18085263701533
cluster2,kube-system,kube-controller-manager-kubernetes-2-1,POD,transmit_bytes,35040.24216444258
cluster2,kube-system,kube-controller-manager-kubernetes-2-1,POD,transmit_packets,28.126341512724167
cluster2,kube-system,kube-multus-ds-4xtkz,POD,received_bytes,4197.836393199009
cluster2,kube-system,kube-multus-ds-4xtkz,POD,received_packets,28.859097817309717
cluster2,kube-system,kube-multus-ds-4xtkz,POD,transmit_bytes,36725.02645745638
cluster2,kube-system,kube-multus-ds-4xtkz,POD,transmit_packets,28.82415921763184
cluster2,kube-system,kube-multus-ds-jrd2q,POD,received_bytes,59762.14803775071
cluster2,kube-system,kube-multus-ds-jrd2q,POD,received_packets,66.1272962953393
cluster2,kube-system,kube-multus-ds-jrd2q,POD,transmit_bytes,43494.88328786052
