namespace,container,pod,timestamp,value
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130755,26.57429854096521
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130756,27.19803839774341
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130757,27.821778254521615
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130758,28.445518111299823
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130759,29.069257968078027
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130760,29.692997824856228
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130761,30.316737681634436
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130762,30.940477538412637
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130763,31.564217395190845
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130764,32.18795725196905
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130765,32.81169710874725
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130766,33.43543696552546
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130767,34.05917682230366
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130768,34.68291667908187
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130769,35.30665653586007
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130770,35.93039639263828
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130771,36.55413624941648
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130772,41.91687934576485
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130773,42.63393054677623
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130774,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130775,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130776,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130777,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130778,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130779,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130780,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130781,43.02307206068268
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130782,32.20263630858192
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130783,33.10322041844927
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130784,34.00380452831663
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130785,34.90438863818398
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130786,35.80497274805133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130787,36.70555685791869
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130788,37.60614096778605
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130789,38.5067250776534
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130790,39.40730918752075
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130791,30.733333333333334
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130792,30.733333333333334
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130793,30.733333333333334
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130794,30.733333333333334
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130795,30.733333333333334
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130796,30.733333333333334
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130797,39.05698196878236
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130798,38.15639785891501
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130799,37.25581374904765
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130800,36.355229639180294
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130801,35.45464552931294
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130802,34.55406141944558
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130803,33.653477309578236
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130804,32.752893199710876
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130805,31.852309089843516
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130806,30.951724979976166
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130807,30.051140870108814
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130808,29.150556760241457
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130809,28.249972650374104
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130810,27.349388540506748
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130811,26.448804430639395
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130812,25.54822032077204
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130813,24.647636210904686
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130814,23.747052101037333
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130818,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130819,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130820,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130821,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130822,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130823,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130824,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130825,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130826,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130827,77.31294374658655
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130828,77.31294374658657
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130829,77.31294374658657
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130830,77.31294374658657
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130831,77.31294374658657
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130839,52.65726221692491
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130840,54.30922884386174
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130841,55.961195470798565
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130842,57.6131620977354
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130843,59.26512872467223
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130844,60.91709535160906
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130845,62.56906197854589
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130846,64.22102860548272
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130847,65.87299523241954
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130848,67.52496185935637
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130849,69.1769284862932
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130850,70.82889511323005
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130851,72.48086174016687
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130852,74.13282836710368
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130853,75.78479499404052
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130854,77.43676162097735
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130855,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130856,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130857,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130858,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130859,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130860,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130861,99.11799761620976
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130862,77.76550297973779
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130863,76.11353635280095
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130864,74.46156972586412
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130865,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130866,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130867,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130868,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130869,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130870,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130871,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130872,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130873,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130874,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130875,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130876,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130877,108.31852416010832
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130878,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130879,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130880,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130881,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130882,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130883,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130884,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130885,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130886,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130887,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130888,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130889,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130890,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130891,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130892,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130893,115.65815996653102
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130894,84.8670663294413
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130895,82.93943032999911
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130896,81.01179433055692
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130897,79.08415833111474
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130898,77.15652233167256
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130901,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130902,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130903,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130904,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130905,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130906,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130907,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130908,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130909,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130910,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130911,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130912,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130913,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130914,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130915,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130916,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130917,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130918,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130919,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130920,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130921,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130922,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130923,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130924,137.28813559322035
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130926,101.13982390338629
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130927,103.7839331790493
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130928,106.42804245471231
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130929,109.07215173037535
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130930,111.71626100603837
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130931,114.36037028170138
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130932,117.0044795573644
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130933,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130934,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130935,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130936,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130937,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130938,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130939,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130940,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130941,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130942,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130943,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130944,158.64655653978133
default,POD,management-overhead-client-6764f774cb-5k2qs,1716130945,158.64655653978133
