pod,namespace,container,timestamp,value
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813447.515,1.2128562765312312
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813448.515,1.2128562765312312
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813449.515,0.96213866990095
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813450.515,0.9419243986254295
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813451.515,0.9217101273499091
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813452.515,0.9014958560743884
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813453.515,0.881281584798868
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813454.515,0.8610673135233474
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813455.515,0.840853042247827
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813456.515,0.8206387709723065
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813457.515,0.800424499696786
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813458.515,0.7802102284212655
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813459.515,0.7599959571457451
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813460.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813461.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813462.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813463.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813464.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813465.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813466.515,0.9972575417601595
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813467.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813468.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813469.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813470.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813471.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813472.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813473.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813474.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813475.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813476.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813477.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813478.515,0.8653994745788904
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813479.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813480.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813481.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813482.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813483.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813484.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813485.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813486.515,0.8653994745788905
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813497.515,1.2430902695125499
cert-manager-7ddd8cdb9f-hrv46,cert-manager,POD,1716813498.515,1.2430902695125499
