DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-undeploy-test-21,deploy-undeploy-test-21-5c989c66cc-klvxd,2024-05-18T12:09:59+02:00,2024-05-18 12:10:01 +0200 CEST,2024-05-18 12:10:01 +0200 CEST,2024-05-18 12:10:03 +0200 CEST,2024-05-18 12:10:03 +0200 CEST,2024-05-18 12:10:03 +0200 CEST,2024-05-18T12:11:24+02:00,2024-05-18T12:11:24+02:00
deploy-undeploy-test-34,deploy-undeploy-test-34-55765bd7f9-n4m7c,2024-05-18T12:10:05+02:00,2024-05-18 12:10:10 +0200 CEST,2024-05-18 12:10:10 +0200 CEST,2024-05-18 12:10:11 +0200 CEST,2024-05-18 12:10:11 +0200 CEST,2024-05-18 12:10:11 +0200 CEST,2024-05-18T12:11:38+02:00,2024-05-18T12:11:39+02:00
deploy-undeploy-test-46,deploy-undeploy-test-46-7857dbc84d-s76l2,2024-05-18T12:10:11+02:00,2024-05-18 12:10:18 +0200 CEST,2024-05-18 12:10:18 +0200 CEST,2024-05-18 12:10:20 +0200 CEST,2024-05-18 12:10:20 +0200 CEST,2024-05-18 12:10:20 +0200 CEST,2024-05-18T12:11:53+02:00,2024-05-18T12:11:53+02:00
deploy-undeploy-test-50,deploy-undeploy-test-50-cc7b5845c-h6b5t,2024-05-18T12:10:13+02:00,2024-05-18 12:10:21 +0200 CEST,2024-05-18 12:10:21 +0200 CEST,2024-05-18 12:10:23 +0200 CEST,2024-05-18 12:10:23 +0200 CEST,2024-05-18 12:10:23 +0200 CEST,2024-05-18T12:11:59+02:00,2024-05-18T12:11:59+02:00
deploy-undeploy-test-61,deploy-undeploy-test-61-7b666b98fc-hmzpb,2024-05-18T12:10:17+02:00,2024-05-18 12:10:29 +0200 CEST,2024-05-18 12:10:29 +0200 CEST,2024-05-18 12:10:31 +0200 CEST,2024-05-18 12:10:31 +0200 CEST,2024-05-18 12:10:31 +0200 CEST,2024-05-18T12:12:07+02:00,2024-05-18T12:12:08+02:00
deploy-undeploy-test-16,deploy-undeploy-test-16-67b974b879-68z6b,2024-05-18T12:09:57+02:00,2024-05-18 12:09:58 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18 12:09:59 +0200 CEST,2024-05-18 12:09:59 +0200 CEST,2024-05-18 12:09:59 +0200 CEST,2024-05-18T12:11:17+02:00,2024-05-18T12:11:18+02:00
deploy-undeploy-test-56,deploy-undeploy-test-56-5d7987467-8tb5b,2024-05-18T12:10:15+02:00,2024-05-18 12:10:25 +0200 CEST,2024-05-18 12:10:25 +0200 CEST,2024-05-18 12:10:26 +0200 CEST,2024-05-18 12:10:26 +0200 CEST,2024-05-18 12:10:26 +0200 CEST,2024-05-18T12:12:03+02:00,2024-05-18T12:12:04+02:00
deploy-undeploy-test-7,deploy-undeploy-test-7-dc5b5f8c7-7hhww,2024-05-18T12:10:21+02:00,2024-05-18 12:10:34 +0200 CEST,2024-05-18 12:10:34 +0200 CEST,2024-05-18 12:10:36 +0200 CEST,2024-05-18 12:10:36 +0200 CEST,2024-05-18 12:10:36 +0200 CEST,2024-05-18T12:12:15+02:00,2024-05-18T12:12:15+02:00
deploy-undeploy-test-75,deploy-undeploy-test-75-765b4c684b-bwmbg,2024-05-18T12:10:24+02:00,2024-05-18 12:10:38 +0200 CEST,2024-05-18 12:10:38 +0200 CEST,2024-05-18 12:10:40 +0200 CEST,2024-05-18 12:10:40 +0200 CEST,2024-05-18 12:10:40 +0200 CEST,2024-05-18T12:12:21+02:00,2024-05-18T12:12:22+02:00
deploy-undeploy-test-82,deploy-undeploy-test-82-8666956c56-dk489,2024-05-18T12:10:30+02:00,2024-05-18 12:10:43 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18 12:10:45 +0200 CEST,2024-05-18 12:10:45 +0200 CEST,2024-05-18 12:10:45 +0200 CEST,2024-05-18T12:12:29+02:00,2024-05-18T12:12:29+02:00
deploy-undeploy-test-89,deploy-undeploy-test-89-85bb859cdc-6xq29,2024-05-18T12:10:33+02:00,2024-05-18 12:10:47 +0200 CEST,2024-05-18 12:10:47 +0200 CEST,2024-05-18 12:10:49 +0200 CEST,2024-05-18 12:10:49 +0200 CEST,2024-05-18 12:10:49 +0200 CEST,2024-05-18T12:12:37+02:00,2024-05-18T12:12:37+02:00
deploy-undeploy-test-15,deploy-undeploy-test-15-6d9c78ffb4-6955t,2024-05-18T12:09:56+02:00,2024-05-18 12:09:57 +0200 CEST,2024-05-18 12:09:57 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18T12:11:16+02:00,2024-05-18T12:11:16+02:00
deploy-undeploy-test-14,deploy-undeploy-test-14-6ffd964485-cqshh,2024-05-18T12:09:56+02:00,2024-05-18 12:09:57 +0200 CEST,2024-05-18 12:09:57 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18 12:09:58 +0200 CEST,2024-05-18T12:11:15+02:00,2024-05-18T12:11:15+02:00
deploy-undeploy-test-19,deploy-undeploy-test-19-95c8c8f5b-mcm7f,2024-05-18T12:09:58+02:00,2024-05-18 12:09:59 +0200 CEST,2024-05-18 12:09:59 +0200 CEST,2024-05-18 12:10:01 +0200 CEST,2024-05-18 12:10:01 +0200 CEST,2024-05-18 12:10:01 +0200 CEST,2024-05-18T12:11:20+02:00,2024-05-18T12:11:20+02:00
deploy-undeploy-test-23,deploy-undeploy-test-23-755778c9bc-l26bw,2024-05-18T12:10:00+02:00,2024-05-18 12:10:03 +0200 CEST,2024-05-18 12:10:03 +0200 CEST,2024-05-18 12:10:04 +0200 CEST,2024-05-18 12:10:04 +0200 CEST,2024-05-18 12:10:04 +0200 CEST,2024-05-18T12:11:26+02:00,2024-05-18T12:11:27+02:00
deploy-undeploy-test-27,deploy-undeploy-test-27-58d6995b87-gqjp5,2024-05-18T12:10:02+02:00,2024-05-18 12:10:05 +0200 CEST,2024-05-18 12:10:05 +0200 CEST,2024-05-18 12:10:06 +0200 CEST,2024-05-18 12:10:06 +0200 CEST,2024-05-18 12:10:06 +0200 CEST,2024-05-18T12:11:30+02:00,2024-05-18T12:11:31+02:00
deploy-undeploy-test-38,deploy-undeploy-test-38-77ffd78fff-rh2tf,2024-05-18T12:10:07+02:00,2024-05-18 12:10:12 +0200 CEST,2024-05-18 12:10:12 +0200 CEST,2024-05-18 12:10:14 +0200 CEST,2024-05-18 12:10:14 +0200 CEST,2024-05-18 12:10:14 +0200 CEST,2024-05-18T12:11:43+02:00,2024-05-18T12:11:43+02:00
deploy-undeploy-test-45,deploy-undeploy-test-45-5c4954dc59-qgn9v,2024-05-18T12:10:10+02:00,2024-05-18 12:10:17 +0200 CEST,2024-05-18 12:10:17 +0200 CEST,2024-05-18 12:10:19 +0200 CEST,2024-05-18 12:10:19 +0200 CEST,2024-05-18 12:10:19 +0200 CEST,2024-05-18T12:11:52+02:00,2024-05-18T12:11:52+02:00
deploy-undeploy-test-70,deploy-undeploy-test-70-6fc55499c5-lk84x,2024-05-18T12:10:21+02:00,2024-05-18 12:10:35 +0200 CEST,2024-05-18 12:10:35 +0200 CEST,2024-05-18 12:10:37 +0200 CEST,2024-05-18 12:10:37 +0200 CEST,2024-05-18 12:10:37 +0200 CEST,2024-05-18T12:12:16+02:00,2024-05-18T12:12:16+02:00
deploy-undeploy-test-12,deploy-undeploy-test-12-5c7455f56c-gzmxs,2024-05-18T12:09:55+02:00,2024-05-18 12:09:55 +0200 CEST,2024-05-18 12:09:55 +0200 CEST,2024-05-18 12:09:57 +0200 CEST,2024-05-18 12:09:57 +0200 CEST,2024-05-18 12:09:57 +0200 CEST,2024-05-18T12:11:13+02:00,2024-05-18T12:11:14+02:00
deploy-undeploy-test-8,deploy-undeploy-test-8-6ccbd75666-c7tvj,2024-05-18T12:10:28+02:00,2024-05-18 12:10:41 +0200 CEST,2024-05-18 12:10:41 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18T12:12:26+02:00,2024-05-18T12:12:26+02:00
deploy-undeploy-test-80,deploy-undeploy-test-80-6c85b747db-dx2bk,2024-05-18T12:10:29+02:00,2024-05-18 12:10:41 +0200 CEST,2024-05-18 12:10:41 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18 12:10:43 +0200 CEST,2024-05-18T12:12:27+02:00,2024-05-18T12:12:27+02:00
deploy-undeploy-test-77,deploy-undeploy-test-77-dc5bf9c4d-87m45,2024-05-18T12:10:26+02:00,2024-05-18 12:10:39 +0200 CEST,2024-05-18 12:10:39 +0200 CEST,2024-05-18 12:10:41 +0200 CEST,2024-05-18 12:10:41 +0200 CEST,2024-05-18 12:10:41 +0200 CEST,2024-05-18T12:12:23+02:00,2024-05-18T12:12:23+02:00
deploy-undeploy-test-51,deploy-undeploy-test-51-785b5788b8-kgd66,2024-05-18T12:10:13+02:00,2024-05-18 12:10:22 +0200 CEST,2024-05-18 12:10:22 +0200 CEST,2024-05-18 12:10:24 +0200 CEST,2024-05-18 12:10:24 +0200 CEST,2024-05-18 12:10:24 +0200 CEST,2024-05-18T12:12:00+02:00,2024-05-18T12:12:00+02:00
deploy-undeploy-test-62,deploy-undeploy-test-62-79bc4fc886-q85gh,2024-05-18T12:10:18+02:00,2024-05-18 12:10:29 +0200 CEST,2024-05-18 12:10:29 +0200 CEST,2024-05-18 12:10:31 +0200 CEST,2024-05-18 12:10:31 +0200 CEST,2024-05-18 12:10:31 +0200 CEST,2024-05-18T12:12:08+02:00,2024-05-18T12:12:09+02:00
deploy-undeploy-test-91,deploy-undeploy-test-91-d68bf8c68-pw5sv,2024-05-18T12:10:35+02:00,2024-05-18 12:10:49 +0200 CEST,2024-05-18 12:10:49 +0200 CEST,2024-05-18 12:10:50 +0200 CEST,2024-05-18 12:10:50 +0200 CEST,2024-05-18 12:10:50 +0200 CEST,2024-05-18T12:12:41+02:00,2024-05-18T12:12:41+02:00
deploy-undeploy-test-96,deploy-undeploy-test-96-5c555b44c9-sxrxg,2024-05-18T12:10:37+02:00,2024-05-18 12:10:51 +0200 CEST,2024-05-18 12:10:51 +0200 CEST,2024-05-18 12:10:52 +0200 CEST,2024-05-18 12:10:52 +0200 CEST,2024-05-18 12:10:52 +0200 CEST,2024-05-18T12:12:45+02:00,2024-05-18T12:12:46+02:00
