framework,namespace,pod,median,std
karmada,default,management-overhead-server-8-785bbc876d-22b8k,3.2865842934820417,0.6878999989723303
karmada,default,management-overhead-server-9-68c4f79cb7-nrwzf,0.7155038778749023,0.18217755628070967
karmada,karmada-system,karmada-agent-684568b767-nrdqv,0.0052123226836012,0.0014865082052934013
karmada,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,0.0004191264655035,0.0001957737414441911
karmada,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-5xrqh,0.0043332680428311,0.0023317057674528043
karmada,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-hkvdh,0.0012655972802622,0.0004295479149951865
karmada,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-c2p2r,0.0042571619363498,0.0013420687936071716
karmada,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-46nqv,0.0014872035282527,0.00038293512557926714
karmada,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-5l26g,0.0008435775752775,0.0005385150567111242
karmada,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7xdtt,0.0010234602058034,0.00031418410770172104
karmada,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-9j5sw,0.0011085712795319,0.000448157706366425
karmada,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-l9wpn,0.00129012738449975,0.0008238886672011838
karmada,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-mlnpr,0.001048783904861,0.00023935930030458932
karmada,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,0.0547497061048954,0.014197270283306739
karmada,kube-system,calico-kube-controllers-658d97c59c-jhtlv,0.0032453979726857997,0.0008570919202317444
karmada,kube-system,calico-node-6bglp,0.0344003910843742,0.008008662473384763
karmada,kube-system,calico-node-8s89v,0.046346015881258,0.011427343273307706
karmada,kube-system,calico-node-fszxf,0.06165441097911,0.028268436552673384
karmada,kube-system,calico-node-n2292,0.0392074622506334,0.009332157055577243
karmada,kube-system,calico-node-sh9fs,0.0448226315509525,0.011308453070946202
karmada,kube-system,calico-node-xwk8l,0.061223900538177,0.04177547804672156
karmada,kube-system,coredns-76f75df574-cppbr,0.0021186370543547,0.0007804217933933944
karmada,kube-system,coredns-76f75df574-qfcbg,0.0024799312873708,0.0007888083173197938
karmada,kube-system,etcd-kubernetes-1,0.0492558943295663,0.014266363268871322
karmada,kube-system,kube-apiserver-kubernetes-1,0.1192449427485138,0.02654818513132459
karmada,kube-system,kube-controller-manager-kubernetes-1,0.0297421452102714,0.008095282469876333
karmada,kube-system,kube-multus-ds-9zcf8,9.702009702009789e-07,1.2186787841540484e-06
karmada,kube-system,kube-multus-ds-kn6rr,2.0686057597e-06,3.1116463055509443e-06
karmada,kube-system,kube-multus-ds-l266r,6.955916876792235e-07,7.888220156337831e-07
karmada,kube-system,kube-multus-ds-thtw6,1.5569709837e-06,2.2225792247085305e-06
karmada,kube-system,kube-multus-ds-xlb9r,6.805962022733997e-07,1.2745270354447554e-06
karmada,kube-system,kube-multus-ds-z29rg,2.4238592053e-06,9.934572221817271e-06
karmada,kube-system,kube-proxy-79mh2,0.0003638579367143,0.00020495210736489516
karmada,kube-system,kube-proxy-8tk6n,0.000509351801133,0.00042073912005763197
karmada,kube-system,kube-proxy-9k8wd,0.0005074041670716,0.0003070587801916433
karmada,kube-system,kube-proxy-bxpjd,0.0003184068954422,0.00020860110884125374
karmada,kube-system,kube-proxy-dq5zr,0.0004154849910763,0.0003742980268376288
karmada,kube-system,kube-proxy-mvv25,0.000368283065469,0.00023414016485159996
karmada,kube-system,kube-scheduler-kubernetes-1,0.0065803700475022,0.0020549477259040817
karmada,kube-system,metrics-server-69fb86cf66-s7492,0.00496747995665695,0.0017777517904520525
kubernetes,default,management-overhead-client-6764f774cb-2p44f,0.010563805758592,0.0021134849684767663
kubernetes,default,management-overhead-client-6764f774cb-4rk57,0.0133806818915244,0.003910578326602646
kubernetes,default,management-overhead-client-6764f774cb-4xsdr,0.0143505150341602,0.004285759242432936
kubernetes,default,management-overhead-client-6764f774cb-59k6m,0.0157416145370484,0.0036016191956956094
kubernetes,default,management-overhead-client-6764f774cb-5k2qs,0.0093111932442103,0.002436939274363313
kubernetes,default,management-overhead-client-6764f774cb-5mlqw,0.0096419682864797,0.002280811082808159
kubernetes,default,management-overhead-client-6764f774cb-5xgcb,0.0138307069237321,0.0037826224278516003
kubernetes,default,management-overhead-client-6764f774cb-6twrr,0.009489656566402,0.002175133372025395
kubernetes,default,management-overhead-client-6764f774cb-6vwkt,0.011504516698608,0.0023643872804920067
kubernetes,default,management-overhead-client-6764f774cb-9lbd8,0.0112296988522481,0.00214752481786901
kubernetes,default,management-overhead-client-6764f774cb-bsz9f,0.0143921579301668,0.00324777243868074
kubernetes,default,management-overhead-client-6764f774cb-dtpw8,0.0120130199572208,0.0022209528442277884
kubernetes,default,management-overhead-client-6764f774cb-fbmv4,0.011793862876476,0.003088597226347522
kubernetes,default,management-overhead-client-6764f774cb-ffmzt,0.0123633224896628,0.0024062317397708193
kubernetes,default,management-overhead-client-6764f774cb-fh7w2,0.0095029605145647,0.001602989233718957
kubernetes,default,management-overhead-client-6764f774cb-fqg8l,0.0106893716436264,0.0019466251802137409
kubernetes,default,management-overhead-client-6764f774cb-g4vlx,0.0098010649008391,0.0016781086087039971
kubernetes,default,management-overhead-client-6764f774cb-glfmq,0.0157662302952251,0.003491145625228106
kubernetes,default,management-overhead-client-6764f774cb-gszzs,0.0128220349020703,0.0028076154966427736
kubernetes,default,management-overhead-client-6764f774cb-hgm78,0.011199888827959449,0.0027897478010359186
kubernetes,default,management-overhead-client-6764f774cb-jz9nq,0.0131929437047408,0.0036104205351065546
kubernetes,default,management-overhead-client-6764f774cb-njkpx,0.0162638607946996,0.0033315376485501982
kubernetes,default,management-overhead-client-6764f774cb-nts6p,0.0164154239686084,0.0045180673340626904
kubernetes,default,management-overhead-client-6764f774cb-p28k2,0.0164796743340058,0.0034992301205927674
kubernetes,default,management-overhead-client-6764f774cb-phtdx,0.0113883319687277,0.0027003384728891966
kubernetes,default,management-overhead-client-6764f774cb-rtjm9,0.0092730103957365,0.0017316796908594216
kubernetes,default,management-overhead-client-6764f774cb-rvss7,0.01143209841634645,0.0020238026065515706
kubernetes,default,management-overhead-client-6764f774cb-sxt54,0.0114331121738845,0.002581030564285691
kubernetes,default,management-overhead-client-6764f774cb-tz9n6,0.0110030998355142,0.0026980735507006305
kubernetes,default,management-overhead-client-6764f774cb-vwz8j,0.014857797362229249,0.004997308080912867
kubernetes,default,management-overhead-server-75769767b-2q6lp,3.0131092326855775,0.6270317363105419
kubernetes,default,management-overhead-server-75769767b-2w8qv,3.078590971376436,0.6902424904565239
kubernetes,default,management-overhead-server-75769767b-7hqtk,2.965943600961122,0.6150955089783112
kubernetes,default,management-overhead-server-75769767b-87zwj,3.155325076702514,0.5325008257967792
kubernetes,default,management-overhead-server-75769767b-8jzl8,3.1806126993414723,0.5631229732430889
kubernetes,default,management-overhead-server-75769767b-95tjb,3.003487839063117,0.6799256128772669
kubernetes,default,management-overhead-server-75769767b-9m9zp,2.8631640659383386,0.5500379744876419
kubernetes,default,management-overhead-server-75769767b-9sz4f,3.1568617331533932,0.6407761472346999
kubernetes,default,management-overhead-server-75769767b-cw6l6,2.5235672524889887,0.6246085679816555
kubernetes,default,management-overhead-server-75769767b-cx6zw,3.038625448406332,0.615707391904066
kubernetes,default,management-overhead-server-75769767b-dvwp2,3.120351567656912,0.6745659111765054
kubernetes,default,management-overhead-server-75769767b-gwktw,2.8921611582475824,0.6625270722466301
kubernetes,default,management-overhead-server-75769767b-hkbgk,3.166684111235404,0.588875357994526
kubernetes,default,management-overhead-server-75769767b-j7fq2,3.3501317226881557,0.5766995621930705
kubernetes,default,management-overhead-server-75769767b-kh8q4,3.1587435594986,0.6091261089746667
kubernetes,default,management-overhead-server-75769767b-krs52,2.8324070349472548,0.5100187542559653
kubernetes,default,management-overhead-server-75769767b-mq6x9,2.9299288882340697,0.650191909936581
kubernetes,default,management-overhead-server-75769767b-n45qw,2.6978623861937105,0.6656938437554483
kubernetes,default,management-overhead-server-75769767b-ngg2r,2.905573132445549,0.7238073846311998
kubernetes,default,management-overhead-server-75769767b-nn779,3.066344843002633,0.694751450593016
kubernetes,default,management-overhead-server-75769767b-qnzg8,3.025621447493981,0.8085257350348614
kubernetes,default,management-overhead-server-75769767b-qz5tk,3.157647525768557,0.6035007597241329
kubernetes,default,management-overhead-server-75769767b-r4bsx,3.057971028863167,0.6911178629343886
kubernetes,default,management-overhead-server-75769767b-s77v4,3.0321872422923963,0.7889851371701614
kubernetes,default,management-overhead-server-75769767b-szwjr,2.901280447917581,0.6578890175379399
kubernetes,default,management-overhead-server-75769767b-t4scc,3.120719716316998,0.7143851515501197
kubernetes,default,management-overhead-server-75769767b-tft7x,3.0620215662058876,0.5483126196563738
kubernetes,default,management-overhead-server-75769767b-tgzw5,2.775973280236527,0.5679465999984317
kubernetes,default,management-overhead-server-75769767b-tp4sc,2.7771537216121223,0.6770434702002243
kubernetes,default,management-overhead-server-75769767b-x79v4,2.833504546155806,0.6951015475124934
kubernetes,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,0.00155823035956945,0.0006200209727093883
kubernetes,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-8h4fc,0.0071557521396645,0.0030536673030315264
kubernetes,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-2qqh7,0.0021817400777681,0.0005836520966137835
kubernetes,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-qpvwh,0.0025446100006442,0.0007981139769421701
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-2q2mx,0.0010703483121124,0.000246964676097489
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-jh6rk,0.0015676587681688,0.0022101669924206625
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-nmqkj,0.0016905241737461,0.00046556878048863723
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vf9zj,0.0015600581632836,0.0005547759511754333
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vsvrw,0.0013224402850619,0.000508847253281038
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-zj92z,0.001910929176998,0.0005184027308570899
kubernetes,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,0.0350891770220607,0.010917534355848345
kubernetes,kube-system,calico-kube-controllers-658d97c59c-wv6sg,0.0041649065381399,0.0014578764282300464
kubernetes,kube-system,calico-node-6fzzf,0.0423329301445874,0.014492187594098632
kubernetes,kube-system,calico-node-c866g,0.0430630986314692,0.01282677906180675
kubernetes,kube-system,calico-node-hmc7x,0.0566868393980323,0.012693677522107484
kubernetes,kube-system,calico-node-x5crm,0.0340335110484148,0.00684602610685835
kubernetes,kube-system,calico-node-xqmdt,0.0469374431180764,0.011806059199332903
kubernetes,kube-system,calico-node-zw6x2,0.0538911298596233,0.01626989938795091
kubernetes,kube-system,coredns-76f75df574-kbflf,0.0028715642502419,0.0009208091117820355
kubernetes,kube-system,coredns-76f75df574-mlwfn,0.0033295506072373,0.0010131721466914258
kubernetes,kube-system,etcd-kubernetes-1,0.0513230367885652,0.013584437945160259
kubernetes,kube-system,kube-apiserver-kubernetes-1,0.13367821887474152,0.03587632131868238
kubernetes,kube-system,kube-controller-manager-kubernetes-1,0.0344944270363092,0.008023528595883367
kubernetes,kube-system,kube-proxy-2v5ck,0.000322663279322,0.0002529931492332856
kubernetes,kube-system,kube-proxy-6d8mj,0.0007479750724945,0.0004917838892612092
kubernetes,kube-system,kube-proxy-8gtbh,0.0004980799777202,0.00042779434203672913
kubernetes,kube-system,kube-proxy-c7k2r,0.0007895157132984,0.0006318964958084204
kubernetes,kube-system,kube-proxy-hqg4g,0.0002805563917404,0.0002015111364444346
kubernetes,kube-system,kube-proxy-ztncm,0.000801136314424,0.00033562408856393236
kubernetes,kube-system,kube-scheduler-kubernetes-1,0.007885858059148,0.0020484970841194946
kubernetes,kube-system,metrics-server-69fb86cf66-4mfdf,0.0068589024653834,0.0018385789207750723
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,0.0014862644916786,0.0008061426386996376
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,0.0009410941320449,0.0005348626312502794
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,0.0005370028201886,0.0003276164322630906
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,0.0010547428587458,0.0005816783414105804
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,0.0044054311860898,0.0021085200487926527
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,0.0018676597577168,0.0005679036862808528
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,0.0034278895014242,0.0014019779963307028
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,0.0012982662916013,0.0005712444145463426
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,0.0015962148791044,0.00040249071401240706
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,0.00116208575765115,0.0005162119807373257
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,0.0014866100738873,0.0006495260704173325
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,0.0009487968599358,0.00044157015993857266
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,0.0014541945583467,0.0006099620189833788
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,0.0464139814999969,0.018651083215444647
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,0.0025368771866484,0.0009624535051295812
oakestra,kube-system,calico-node-4wgqr,0.0394091528985175,0.010847848141670552
oakestra,kube-system,calico-node-fttsz,0.0377710632233621,0.008658711864279316
oakestra,kube-system,calico-node-gwvg9,0.0399391016107342,0.011771970745470154
oakestra,kube-system,calico-node-h2rmv,0.0409196520692823,0.009470753498832217
oakestra,kube-system,calico-node-jtxmr,0.0510515571513512,0.013100804594445552
oakestra,kube-system,calico-node-ms975,0.038503121161028,0.009276354022780835
oakestra,kube-system,coredns-76f75df574-8246r,0.0019693728700943,0.0004575371081442731
oakestra,kube-system,coredns-76f75df574-t7xgq,0.0018998317021182,0.0004070956345740587
oakestra,kube-system,etcd-kubernetes-1,0.0428578931951336,0.009705955985324035
oakestra,kube-system,kube-apiserver-kubernetes-1,0.1082408654248251,0.030497300869209765
oakestra,kube-system,kube-controller-manager-kubernetes-1,0.0226766755524939,0.004800780027020452
oakestra,kube-system,kube-multus-ds-6mfb4,1.224231491e-06,1.1970355191336393e-06
oakestra,kube-system,kube-multus-ds-bnpmb,2.3739317307e-06,2.469368317737081e-06
oakestra,kube-system,kube-multus-ds-fps6l,2.4787384076e-06,2.417940401249463e-06
oakestra,kube-system,kube-multus-ds-gr6z2,1.7692745974e-06,1.9411355019292606e-06
oakestra,kube-system,kube-multus-ds-kh8hj,1.8940157163e-06,2.052578210825228e-06
oakestra,kube-system,kube-multus-ds-mvqps,1.1716586425e-06,1.5767909069878972e-06
oakestra,kube-system,kube-proxy-4wg6l,0.0003566832776291,0.000521076042381984
oakestra,kube-system,kube-proxy-9c8k8,0.000359403180041,0.0003682783125070001
oakestra,kube-system,kube-proxy-c52kf,0.0003177955144831,0.0004217351083836909
oakestra,kube-system,kube-proxy-gc9l9,0.0003573364476178,0.0006796981681922692
oakestra,kube-system,kube-proxy-gv6wv,0.0005811238647458,0.000707058021855074
oakestra,kube-system,kube-proxy-wwqzp,0.0003924853357108,0.00045341417487745526
oakestra,kube-system,kube-scheduler-kubernetes-1,0.0044293951222742,0.0010298529105550347
oakestra,kube-system,metrics-server-69fb86cf66-smlbp,0.0075773773073236,0.0019818260031611384
oakestra,oakestra,overhead.test.client.test.0-5ff4b98847-hkdsf,0.0102949826242878,0.002448449663719075
oakestra,oakestra,overhead.test.client.test.1-6d5df9b6b-5lvg5,0.009793620028888,0.0025416234622600764
oakestra,oakestra,overhead.test.client.test.2-6c548f5969-d4lgf,0.0102217400536426,0.00320887825244456
oakestra,oakestra,overhead.test.client.test.3-6959fdf576-dhgm6,0.0106369515607303,0.0032683708977102014
oakestra,oakestra,overhead.test.client.test.4-7d6f57f8dc-6csr4,0.010581010752068,0.0027557607119833836
oakestra,oakestra,overhead.test.client.test.5-78b4d7d8c4-6b2g7,0.0101512041764944,0.0026658753209448565
oakestra,oakestra,overhead.test.client.test.6-7b6d5cdd45-gjsfw,0.010495493104100001,0.0024157253707993605
oakestra,oakestra,overhead.test.client.test.7-d56665876-szccp,0.0101407025895626,0.0029160019756743847
oakestra,oakestra,overhead.test.client.test.8-76dd85cf75-jrxsm,0.0111209545437809,0.002472098481516115
oakestra,oakestra,overhead.test.client.test.9-b7887498b-jbjjx,0.0099418213960579,0.0028242825322063033
oakestra,oakestra,overhead.test.overhead.test.0-54b874848d-2s2n7,9.683666881859851e-07,5.6236901398269226e-05
oakestra,oakestra,overhead.test.overhead.test.0-54b874848d-rrz2c,6.217773878790742,1.1957270735164944
oakestra,oakestra,overhead.test.overhead.test.1-55bb56b5bc-twls6,6.025977024566689,1.3326210438771207
oakestra,oakestra,overhead.test.overhead.test.2-5c6b4cd4f8-5sdqm,6.011395060293908,1.2198226829906296
oakestra,oakestra,overhead.test.overhead.test.3-5d56d46449-hnrqw,6.1341558403535625,1.078913774658273
oakestra,oakestra,overhead.test.overhead.test.4-6fbb8b4fb8-wftxs,6.411835242019681,1.311972203693119
oakestra,oakestra,overhead.test.overhead.test.5-56b47c68c9-wkm6k,3.2979493867723546,2.9268382485410975
oakestra,oakestra,overhead.test.overhead.test.6-6964d9d558-l5dgq,6.588700378850194e-07,1.005004280981327e-06
oakestra,oakestra,overhead.test.overhead.test.7-7fbc6987cc-kk5g8,1.3238795277e-06,2.3697219405618016e-05
oakestra,oakestra,overhead.test.overhead.test.8-7649b86948-grsbh,9.300137808837509e-07,9.719687973279331e-06
oakestra,oakestra,overhead.test.overhead.test.9-f5bd969f5-fwwnf,5.199081495602383e-07,7.44240747116482e-07
oakestra,oakestra-controller-manager,oakestra-controller-manager-d74f6ddf5-2s675,0.0022537381737488,0.0008830496214379576
oakestra,oakestra-system,cluster-netmanager-79477d7674-r8cmd,0.002219384419813,0.0009754858138132683
oakestra,oakestra-system,mongo-5759468d74-94zfl,0.0076471129362998,0.0016787907421479044
oakestra,oakestra-system,mosquitto-559ccc5d46-plm7g,0.0005428756637243,0.00015352188883043457
oakestra,oakestra-system,node-netmanager-6thck,0.0061001894620245,0.006811814675737196
oakestra,oakestra-system,node-netmanager-c8x7r,6.29459688878e-05,0.00012424077065063794
oakestra,oakestra-system,node-netmanager-g4r46,0.0014639690970619,0.0005861410777135562
oakestra,oakestra-system,node-netmanager-jw5bq,0.0003324773552824,0.00021027670347127208
oakestra,oakestra-system,node-netmanager-svw6g,0.0026490324761257,0.00656623206486229
oakestra,oakestra-system,node-netmanager-xf6mq,0.0005360934474296,0.0003566647733861232
oakestra,oakestra-system,oakestra-agent-7f6cb876cf-8jjl7,0.0031794654322966,0.0010822665792626417
ocm,cert-manager,cert-manager-7ddd8cdb9f-nflbq,0.00137673942873375,0.0010948138754055966
ocm,cert-manager,cert-manager-cainjector-57cd76c845-kmk9r,0.00178018709624,0.0006905365952767249
ocm,cert-manager,cert-manager-webhook-cf8f9f895-rxnpk,0.0007076171602471,0.00042881358021507813
ocm,default,management-overhead-client-1-84966dc44f-47tsm,0.007992250186608,0.0026407447285937643
ocm,default,management-overhead-client-10-7d45ddc6cc-6h2wp,0.0082882885340201,0.0028845910373190065
ocm,default,management-overhead-client-2-64ff865f48-kf6md,0.0096417572626098,0.0024506923213753035
ocm,default,management-overhead-client-3-79bfb8cf99-lnsmt,0.01157951104262595,0.0033422226099413784
ocm,default,management-overhead-client-4-678768cfc4-s9hzf,0.0078568265564722,0.002688752047497945
ocm,default,management-overhead-client-5-55489798f-zmnmp,0.0111120999857393,0.003200787903356792
ocm,default,management-overhead-client-6-7c5d584fdd-qpt4z,0.0006254072070488,0.00035395153319191296
ocm,default,management-overhead-client-7-79658447ff-cpjwh,0.0086156518550053,0.002846371163218537
ocm,default,management-overhead-client-8-7ff4449898-b7trs,0.0008605755272774,0.0005137152330628791
ocm,default,management-overhead-client-9-56f677c65-fqvls,0.0115622818237834,0.003038753272119842
ocm,default,management-overhead-server-1-65587f8684-r9gjw,0.5783455757267809,0.16141053134061156
ocm,default,management-overhead-server-10-84777cb944-h4sjv,2.299088017081943,0.5081412353353061
ocm,default,management-overhead-server-2-57bd688d97-6q9n6,0.2755044731599664,0.0946249073254211
ocm,default,management-overhead-server-3-6fd88c5794-wml79,2.3255493030468077,0.5121757349359136
ocm,default,management-overhead-server-4-577644ccdc-nbl4l,0.2857841559486591,0.0991051939322145
ocm,default,management-overhead-server-5-67bbcbd496-7g7kp,2.302862086850312,0.4942641141322306
ocm,default,management-overhead-server-6-87db64dc7-lqhgn,0.2944043416905594,0.0791618375366766
ocm,default,management-overhead-server-7-7bb86795cd-2bwpk,0.5892489524529043,0.1674949840127889
ocm,default,management-overhead-server-8-748f5f555f-7rzxq,2.2464346724377506,0.5663629401683127
ocm,default,management-overhead-server-9-5fd945d97b-g7gbf,0.5680308351313805,0.14866015104141375
ocm,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,0.0003704702827841,0.00017938315580632208
ocm,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-5xrqh,0.0046376034712517,0.0022198206583921264
ocm,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-hkvdh,0.001760630341258,0.0005401801641866668
ocm,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-c2p2r,0.0038891922251645,0.0013703474180419039
ocm,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-46nqv,0.0014959752897436,0.00039240390754178
ocm,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-5l26g,0.0012613848155188,0.0005713426491706804
ocm,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7xdtt,0.0010612711450744,0.0002496769951563782
ocm,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-9j5sw,0.0011003060508244,0.0003162778967719411
ocm,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-l9wpn,0.0012103899875865,0.0005778867732142192
ocm,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-mlnpr,0.0010885211661879,0.00032732910141592124
ocm,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,0.0600997739326367,0.027127848142865126
ocm,kube-system,calico-kube-controllers-658d97c59c-jhtlv,0.0027969603927268,0.0010392139642793534
ocm,kube-system,calico-node-6bglp,0.042110554700296,0.01083895694749156
ocm,kube-system,calico-node-8s89v,0.0493102943716018,0.013140171746823607
ocm,kube-system,calico-node-fszxf,0.0517342567929259,0.012783120252546364
ocm,kube-system,calico-node-n2292,0.0355652818155345,0.010389652969270215
ocm,kube-system,calico-node-sh9fs,0.0443220718357028,0.009624290846147042
ocm,kube-system,calico-node-xwk8l,0.05128287683627085,0.0110593829460805
ocm,kube-system,coredns-76f75df574-cppbr,0.0023067659637942,0.0010646366542964867
ocm,kube-system,coredns-76f75df574-qfcbg,0.0024053090742437,0.0009685981034398889
ocm,kube-system,etcd-kubernetes-1,0.0479867005415975,0.014979877415555598
ocm,kube-system,kube-apiserver-kubernetes-1,0.1210766329518721,0.031575350794527425
ocm,kube-system,kube-controller-manager-kubernetes-1,0.02717626352062735,0.008621096872495203
ocm,kube-system,kube-multus-ds-9zcf8,1.2871895386e-06,1.2317410954025226e-06
ocm,kube-system,kube-multus-ds-kn6rr,2.4128055239e-06,3.0541759273915185e-06
ocm,kube-system,kube-multus-ds-l266r,1.3794462508e-06,1.6629233853154834e-06
ocm,kube-system,kube-multus-ds-thtw6,1.2157382847e-06,1.4632424058662072e-06
ocm,kube-system,kube-multus-ds-xlb9r,6.317002025152535e-07,7.483050986074214e-07
ocm,kube-system,kube-multus-ds-z29rg,1.5458410057e-06,2.6323228739035902e-06
ocm,kube-system,kube-proxy-79mh2,0.00042235762862375,0.0003377024010288344
ocm,kube-system,kube-proxy-8tk6n,0.0005182894164998,0.0002368660559837639
ocm,kube-system,kube-proxy-9k8wd,0.0005200198092381,0.0005057260690722628
ocm,kube-system,kube-proxy-bxpjd,0.0003840236468173,0.00022544458283232815
ocm,kube-system,kube-proxy-dq5zr,0.0003043423137876,0.0005425829086263324
ocm,kube-system,kube-proxy-mvv25,0.0004189678138357,0.0003163199023943508
ocm,kube-system,kube-scheduler-kubernetes-1,0.0062110734854211,0.001823708161348998
ocm,kube-system,metrics-server-69fb86cf66-s7492,0.0058994658192071,0.0023361762740735023
ocm,open-cluster-management,klusterlet-84c5d6fd77-69w75,0.0053298945295284,0.0027107239144705583
ocm,open-cluster-management-agent,klusterlet-registration-agent-d4cdf65cc-646fn,0.005338575158439,0.0017384423755281515
ocm,open-cluster-management-agent,klusterlet-work-agent-658d45bf67-5ftw9,0.004494018071906251,0.001930261552782724
