DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-undeploy-test-79,deploy-undeploy-test-79-5757fcb9d-78k2b,2024-05-17T13:47:13+02:00,2024-05-17 13:47:13 +0200 CEST,2024-05-17 13:47:14 +0200 CEST,2024-05-17 13:47:16 +0200 CEST,2024-05-17 13:47:16 +0200 CEST,2024-05-17 13:47:16 +0200 CEST,2024-05-17T13:49:00+02:00,2024-05-17T13:49:01+02:00
deploy-undeploy-test-69,deploy-undeploy-test-69-c9d9c88b9-2hmdh,2024-05-17T13:47:04+02:00,2024-05-17 13:47:05 +0200 CEST,2024-05-17 13:47:05 +0200 CEST,2024-05-17 13:47:06 +0200 CEST,2024-05-17 13:47:06 +0200 CEST,2024-05-17 13:47:06 +0200 CEST,2024-05-17T13:48:52+02:00,2024-05-17T13:48:53+02:00
deploy-undeploy-test-7,deploy-undeploy-test-7-dc5b5f8c7-jl5bm,2024-05-17T13:47:05+02:00,2024-05-17 13:47:05 +0200 CEST,2024-05-17 13:47:05 +0200 CEST,2024-05-17 13:47:07 +0200 CEST,2024-05-17 13:47:07 +0200 CEST,2024-05-17 13:47:07 +0200 CEST,2024-05-17T13:48:53+02:00,2024-05-17T13:48:54+02:00
deploy-undeploy-test-26,deploy-undeploy-test-26-b9777c69d-lzvnz,2024-05-17T13:46:17+02:00,2024-05-17 13:46:19 +0200 CEST,2024-05-17 13:46:19 +0200 CEST,2024-05-17 13:46:22 +0200 CEST,2024-05-17 13:46:22 +0200 CEST,2024-05-17 13:46:22 +0200 CEST,2024-05-17T13:48:27+02:00,2024-05-17T13:48:29+02:00
deploy-undeploy-test-28,deploy-undeploy-test-28-798cd97544-xkt2s,2024-05-17T13:46:19+02:00,2024-05-17 13:46:20 +0200 CEST,2024-05-17 13:46:20 +0200 CEST,2024-05-17 13:46:23 +0200 CEST,2024-05-17 13:46:23 +0200 CEST,2024-05-17 13:46:23 +0200 CEST,2024-05-17T13:48:29+02:00,2024-05-17T13:48:30+02:00
deploy-undeploy-test-3,deploy-undeploy-test-3-f988b9cfc-5jj5l,2024-05-17T13:46:21+02:00,2024-05-17 13:46:24 +0200 CEST,2024-05-17 13:46:24 +0200 CEST,2024-05-17 13:46:26 +0200 CEST,2024-05-17 13:46:26 +0200 CEST,2024-05-17 13:46:26 +0200 CEST,2024-05-17T13:48:30+02:00,2024-05-17T13:48:30+02:00
deploy-undeploy-test-35,deploy-undeploy-test-35-57ddc8846b-ljcx4,2024-05-17T13:46:29+02:00,2024-05-17 13:46:30 +0200 CEST,2024-05-17 13:46:30 +0200 CEST,2024-05-17 13:46:32 +0200 CEST,2024-05-17 13:46:32 +0200 CEST,2024-05-17 13:46:32 +0200 CEST,2024-05-17T13:48:32+02:00,2024-05-17T13:48:33+02:00
deploy-undeploy-test-61,deploy-undeploy-test-61-7b666b98fc-lmp9b,2024-05-17T13:46:57+02:00,2024-05-17 13:46:58 +0200 CEST,2024-05-17 13:46:58 +0200 CEST,2024-05-17 13:47:01 +0200 CEST,2024-05-17 13:47:01 +0200 CEST,2024-05-17 13:47:01 +0200 CEST,2024-05-17T13:48:47+02:00,2024-05-17T13:48:48+02:00
deploy-undeploy-test-82,deploy-undeploy-test-82-8666956c56-84sbz,2024-05-17T13:47:17+02:00,2024-05-17 13:47:18 +0200 CEST,2024-05-17 13:47:18 +0200 CEST,2024-05-17 13:47:20 +0200 CEST,2024-05-17 13:47:20 +0200 CEST,2024-05-17 13:47:20 +0200 CEST,2024-05-17T13:49:02+02:00,2024-05-17T13:49:03+02:00
deploy-undeploy-test-20,deploy-undeploy-test-20-5968558f44-svcdq,2024-05-17T13:46:12+02:00,2024-05-17 13:46:13 +0200 CEST,2024-05-17 13:46:13 +0200 CEST,2024-05-17 13:46:14 +0200 CEST,2024-05-17 13:46:14 +0200 CEST,2024-05-17 13:46:14 +0200 CEST,2024-05-17T13:48:22+02:00,2024-05-17T13:48:23+02:00
deploy-undeploy-test-22,deploy-undeploy-test-22-6b8d4f7898-r7mj9,2024-05-17T13:46:14+02:00,2024-05-17 13:46:17 +0200 CEST,2024-05-17 13:46:17 +0200 CEST,2024-05-17 13:46:20 +0200 CEST,2024-05-17 13:46:20 +0200 CEST,2024-05-17 13:46:20 +0200 CEST,2024-05-17T13:48:23+02:00,2024-05-17T13:48:25+02:00
deploy-undeploy-test-89,deploy-undeploy-test-89-85bb859cdc-98gnz,2024-05-17T13:47:24+02:00,2024-05-17 13:47:24 +0200 CEST,2024-05-17 13:47:24 +0200 CEST,2024-05-17 13:47:26 +0200 CEST,2024-05-17 13:47:26 +0200 CEST,2024-05-17 13:47:26 +0200 CEST,2024-05-17T13:49:05+02:00,2024-05-17T13:49:06+02:00
deploy-undeploy-test-92,deploy-undeploy-test-92-6b6b44779f-znqff,2024-05-17T13:47:27+02:00,2024-05-17 13:47:27 +0200 CEST,2024-05-17 13:47:27 +0200 CEST,2024-05-17 13:47:30 +0200 CEST,2024-05-17 13:47:30 +0200 CEST,2024-05-17 13:47:30 +0200 CEST,2024-05-17T13:49:07+02:00,2024-05-17T13:49:08+02:00
deploy-undeploy-test-41,deploy-undeploy-test-41-7574c5ffff-4vrg6,2024-05-17T13:46:36+02:00,2024-05-17 13:46:37 +0200 CEST,2024-05-17 13:46:37 +0200 CEST,2024-05-17 13:46:39 +0200 CEST,2024-05-17 13:46:39 +0200 CEST,2024-05-17 13:46:39 +0200 CEST,2024-05-17T13:48:35+02:00,2024-05-17T13:48:37+02:00
deploy-undeploy-test-65,deploy-undeploy-test-65-75bdd8787c-vtz4j,2024-05-17T13:47:01+02:00,2024-05-17 13:47:02 +0200 CEST,2024-05-17 13:47:02 +0200 CEST,2024-05-17 13:47:04 +0200 CEST,2024-05-17 13:47:04 +0200 CEST,2024-05-17 13:47:04 +0200 CEST,2024-05-17T13:48:50+02:00,2024-05-17T13:48:51+02:00
