framework,namespace,pod,container,type,network_type,value
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-zj92z,POD,transmit_packets,kubernetes,741.8548757568411
kubernetes,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_bytes,kubernetes,34558.37306210608
kubernetes,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_packets,kubernetes,14.144461932397371
kubernetes,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_bytes,kubernetes,1221.6413072121575
kubernetes,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_packets,kubernetes,12.264457231058884
kubernetes,kube-system,calico-kube-controllers-658d97c59c-wv6sg,POD,received_bytes,kubernetes,1002.7827144278386
kubernetes,kube-system,calico-kube-controllers-658d97c59c-wv6sg,POD,received_packets,kubernetes,0.8720104662941957
kubernetes,kube-system,calico-kube-controllers-658d97c59c-wv6sg,POD,transmit_bytes,kubernetes,68.71755187759493
kubernetes,kube-system,calico-kube-controllers-658d97c59c-wv6sg,POD,transmit_packets,kubernetes,0.7718479353158935
kubernetes,kube-system,calico-node-6fzzf,POD,received_bytes,kubernetes,129929.54613098774
kubernetes,kube-system,calico-node-6fzzf,POD,received_packets,kubernetes,1457.6085267217547
kubernetes,kube-system,calico-node-6fzzf,POD,transmit_bytes,kubernetes,148812.98613763854
kubernetes,kube-system,calico-node-6fzzf,POD,transmit_packets,kubernetes,1459.3963099025577
kubernetes,kube-system,calico-node-c866g,POD,received_bytes,kubernetes,100388.4409096731
kubernetes,kube-system,calico-node-c866g,POD,received_packets,kubernetes,1333.9518633593377
kubernetes,kube-system,calico-node-c866g,POD,transmit_bytes,kubernetes,101789.70890803274
kubernetes,kube-system,calico-node-c866g,POD,transmit_packets,kubernetes,1334.221727426079
kubernetes,kube-system,calico-node-hmc7x,POD,received_bytes,kubernetes,57517.04534677538
kubernetes,kube-system,calico-node-hmc7x,POD,received_packets,kubernetes,761.9854391841604
kubernetes,kube-system,calico-node-hmc7x,POD,transmit_bytes,kubernetes,82171.33222796589
kubernetes,kube-system,calico-node-hmc7x,POD,transmit_packets,kubernetes,761.0910486416673
kubernetes,kube-system,calico-node-x5crm,POD,received_bytes,kubernetes,100559.39676385565
kubernetes,kube-system,calico-node-x5crm,POD,received_packets,kubernetes,1330.1428525616977
kubernetes,kube-system,calico-node-x5crm,POD,transmit_bytes,kubernetes,101647.60585558899
kubernetes,kube-system,calico-node-x5crm,POD,transmit_packets,kubernetes,1330.267955834522
kubernetes,kube-system,calico-node-xqmdt,POD,received_bytes,kubernetes,88349.44787606108
kubernetes,kube-system,calico-node-xqmdt,POD,received_packets,kubernetes,1043.3689414755636
kubernetes,kube-system,calico-node-xqmdt,POD,transmit_bytes,kubernetes,88422.38603131381
kubernetes,kube-system,calico-node-xqmdt,POD,transmit_packets,kubernetes,1037.217879028729
kubernetes,kube-system,calico-node-zw6x2,POD,received_bytes,kubernetes,132935.76744886153
kubernetes,kube-system,calico-node-zw6x2,POD,received_packets,kubernetes,1122.4081843091296
kubernetes,kube-system,calico-node-zw6x2,POD,transmit_bytes,kubernetes,117424.92946533866
kubernetes,kube-system,calico-node-zw6x2,POD,transmit_packets,kubernetes,1128.2814882970285
kubernetes,kube-system,coredns-76f75df574-kbflf,POD,received_bytes,kubernetes,103.46871692262857
kubernetes,kube-system,coredns-76f75df574-kbflf,POD,received_packets,kubernetes,1.0647690731178625
kubernetes,kube-system,coredns-76f75df574-kbflf,POD,transmit_bytes,kubernetes,97.42770043803777
kubernetes,kube-system,coredns-76f75df574-kbflf,POD,transmit_packets,kubernetes,1.037041756142164
kubernetes,kube-system,coredns-76f75df574-mlwfn,POD,received_bytes,kubernetes,100.3821746501056
kubernetes,kube-system,coredns-76f75df574-mlwfn,POD,received_packets,kubernetes,1.0745009013243338
kubernetes,kube-system,coredns-76f75df574-mlwfn,POD,transmit_bytes,kubernetes,96.8128053577138
kubernetes,kube-system,coredns-76f75df574-mlwfn,POD,transmit_packets,kubernetes,1.0255432009990648
kubernetes,kube-system,etcd-kubernetes-1,POD,received_bytes,kubernetes,60085.8450207576
kubernetes,kube-system,etcd-kubernetes-1,POD,received_packets,kubernetes,794.9921474392103
kubernetes,kube-system,etcd-kubernetes-1,POD,transmit_bytes,kubernetes,85548.68421933199
kubernetes,kube-system,etcd-kubernetes-1,POD,transmit_packets,kubernetes,793.9756278217995
kubernetes,kube-system,kube-apiserver-kubernetes-1,POD,received_bytes,kubernetes,59202.2310516112
kubernetes,kube-system,kube-apiserver-kubernetes-1,POD,received_packets,kubernetes,780.8914280920411
kubernetes,kube-system,kube-apiserver-kubernetes-1,POD,transmit_bytes,kubernetes,86267.95657780138
kubernetes,kube-system,kube-apiserver-kubernetes-1,POD,transmit_packets,kubernetes,779.9328447830698
kubernetes,kube-system,kube-controller-manager-kubernetes-1,POD,received_bytes,kubernetes,57089.111509376635
kubernetes,kube-system,kube-controller-manager-kubernetes-1,POD,received_packets,kubernetes,753.7666781435615
kubernetes,kube-system,kube-controller-manager-kubernetes-1,POD,transmit_bytes,kubernetes,81121.38825778694
kubernetes,kube-system,kube-controller-manager-kubernetes-1,POD,transmit_packets,kubernetes,752.8036412090836
kubernetes,kube-system,kube-proxy-2v5ck,POD,received_bytes,kubernetes,104497.92384390229
kubernetes,kube-system,kube-proxy-2v5ck,POD,received_packets,kubernetes,1392.093359114702
kubernetes,kube-system,kube-proxy-2v5ck,POD,transmit_bytes,kubernetes,105855.96435099754
kubernetes,kube-system,kube-proxy-2v5ck,POD,transmit_packets,kubernetes,1392.3905115446432
kubernetes,kube-system,kube-proxy-6d8mj,POD,received_bytes,kubernetes,88869.64953254005
kubernetes,kube-system,kube-proxy-6d8mj,POD,received_packets,kubernetes,1056.4064913216143
kubernetes,kube-system,kube-proxy-6d8mj,POD,transmit_bytes,kubernetes,89726.87639275989
kubernetes,kube-system,kube-proxy-6d8mj,POD,transmit_packets,kubernetes,1050.4826690523844
kubernetes,kube-system,kube-proxy-8gtbh,POD,received_bytes,kubernetes,120961.91188352632
kubernetes,kube-system,kube-proxy-8gtbh,POD,received_packets,kubernetes,1349.9523596904883
kubernetes,kube-system,kube-proxy-8gtbh,POD,transmit_bytes,kubernetes,140756.59137960945
kubernetes,kube-system,kube-proxy-8gtbh,POD,transmit_packets,kubernetes,1351.8310988015578
kubernetes,kube-system,kube-proxy-c7k2r,POD,received_bytes,kubernetes,134043.9394410679
kubernetes,kube-system,kube-proxy-c7k2r,POD,received_packets,kubernetes,1130.0415981523174
kubernetes,kube-system,kube-proxy-c7k2r,POD,transmit_bytes,kubernetes,118930.94126697181
kubernetes,kube-system,kube-proxy-c7k2r,POD,transmit_packets,kubernetes,1136.1431297202632
kubernetes,kube-system,kube-proxy-hqg4g,POD,received_bytes,kubernetes,104007.86051506399
kubernetes,kube-system,kube-proxy-hqg4g,POD,received_packets,kubernetes,1382.181878384007
kubernetes,kube-system,kube-proxy-hqg4g,POD,transmit_bytes,kubernetes,105377.81893698864
kubernetes,kube-system,kube-proxy-hqg4g,POD,transmit_packets,kubernetes,1382.3509181932811
kubernetes,kube-system,kube-proxy-ztncm,POD,received_bytes,kubernetes,56452.74456669301
kubernetes,kube-system,kube-proxy-ztncm,POD,received_packets,kubernetes,746.5593248319925
kubernetes,kube-system,kube-proxy-ztncm,POD,transmit_bytes,kubernetes,79915.63839567917
kubernetes,kube-system,kube-proxy-ztncm,POD,transmit_packets,kubernetes,745.6170177715188
kubernetes,kube-system,kube-scheduler-kubernetes-1,POD,received_bytes,kubernetes,56033.34575386905
kubernetes,kube-system,kube-scheduler-kubernetes-1,POD,received_packets,kubernetes,736.3249537374144
kubernetes,kube-system,kube-scheduler-kubernetes-1,POD,transmit_bytes,kubernetes,81864.23404379461
kubernetes,kube-system,kube-scheduler-kubernetes-1,POD,transmit_packets,kubernetes,735.3556435849188
kubernetes,kube-system,metrics-server-69fb86cf66-4mfdf,POD,received_bytes,kubernetes,135216.9082207462
kubernetes,kube-system,metrics-server-69fb86cf66-4mfdf,POD,received_packets,kubernetes,1125.8480917062377
kubernetes,kube-system,metrics-server-69fb86cf66-4mfdf,POD,transmit_bytes,kubernetes,119193.7701536346
kubernetes,kube-system,metrics-server-69fb86cf66-4mfdf,POD,transmit_packets,kubernetes,1131.8700623647085
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,received_bytes,kubernetes,221.03669951591868
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,received_bytes,oakestra,234.84631237696408
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,received_packets,kubernetes,1.085656531837568
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,received_packets,oakestra,1.1457935899222857
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,transmit_bytes,kubernetes,144.11067430541408
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,transmit_bytes,oakestra,154.38521602236628
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,transmit_packets,kubernetes,1.044259455292319
oakestra,cert-manager,cert-manager-7ddd8cdb9f-hrv46,POD,transmit_packets,oakestra,1.1170838506097138
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,received_bytes,kubernetes,166.42442478475087
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,received_bytes,oakestra,161.60347756054952
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,received_packets,kubernetes,0.5119237493877181
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,received_packets,oakestra,0.4801841693305439
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,transmit_bytes,kubernetes,95.61799355736191
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,transmit_bytes,oakestra,90.60340438715043
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,transmit_packets,kubernetes,0.5522023647480819
oakestra,cert-manager,cert-manager-cainjector-57cd76c845-zvq5k,POD,transmit_packets,oakestra,0.5241285043242688
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,received_bytes,kubernetes,145.12222985610322
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,received_bytes,oakestra,144.39120093365338
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,received_packets,kubernetes,1.6134561324011714
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,received_packets,oakestra,1.6123867942233774
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,transmit_bytes,kubernetes,124.29807675243721
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,transmit_bytes,oakestra,121.90929091429292
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,transmit_packets,kubernetes,1.4100127404628042
oakestra,cert-manager,cert-manager-webhook-cf8f9f895-vzkm8,POD,transmit_packets,oakestra,1.390056211862386
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_bytes,kubernetes,304.7640162114829
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_bytes,oakestra,301.2390229618034
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_packets,kubernetes,2.0441535267936715
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_packets,oakestra,2.0365221020899615
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_bytes,kubernetes,386.32069480256615
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_bytes,oakestra,380.13826263186274
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_packets,kubernetes,1.6826827260581956
oakestra,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_packets,oakestra,1.7041742268940816
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,received_bytes,kubernetes,11063.213779984222
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,received_bytes,oakestra,11885.098481138883
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,received_packets,kubernetes,2.5130133690230103
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,received_packets,oakestra,2.6421270526653537
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,transmit_bytes,kubernetes,333.49607840418525
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,transmit_bytes,oakestra,344.4563274162379
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,transmit_packets,kubernetes,1.9439510592188862
oakestra,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-k4j2g,POD,transmit_packets,oakestra,2.017339731484521
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,received_bytes,kubernetes,1746.3738360798313
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,received_bytes,oakestra,1736.8281545879934
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,received_packets,kubernetes,5.806908123970344
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,received_packets,oakestra,5.30830323712608
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,transmit_bytes,kubernetes,28052.714688639335
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,transmit_bytes,oakestra,24960.96118383045
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,transmit_packets,kubernetes,6.774285058346759
oakestra,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-jz7xv,POD,transmit_packets,oakestra,5.948206687022437
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,received_bytes,kubernetes,408.2509432115284
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,received_bytes,oakestra,333.0622332798958
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,received_packets,kubernetes,0.888451033284387
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,received_packets,oakestra,0.8713991468668402
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,transmit_bytes,kubernetes,218.9376563422214
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,transmit_bytes,oakestra,225.83733998158309
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,transmit_packets,kubernetes,0.9530066988457069
oakestra,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-nr6cc,POD,transmit_packets,oakestra,0.9261076361808224
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,received_bytes,kubernetes,490518.2601010513
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,received_bytes,oakestra,3558.6563200372134
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,received_packets,kubernetes,7312.4684523142705
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,received_packets,oakestra,20.83678468494887
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,transmit_bytes,kubernetes,507011.9142718192
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,transmit_bytes,oakestra,4918.724884441709
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,transmit_packets,kubernetes,7312.322720664885
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-22dj2,POD,transmit_packets,oakestra,20.439233469817832
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,received_bytes,kubernetes,547519.2922881398
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,received_bytes,oakestra,83040.80882706186
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,received_packets,kubernetes,6976.602582403005
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,received_packets,oakestra,42.00066128986115
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,transmit_bytes,kubernetes,535516.2039044894
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,transmit_bytes,oakestra,55741.88300619862
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,transmit_packets,kubernetes,6974.490413449007
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-4kb8j,POD,transmit_packets,oakestra,39.9141361771538
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,received_bytes,kubernetes,472716.78872754844
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,received_bytes,oakestra,12840.23555088567
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,received_packets,kubernetes,6855.962634515531
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,received_packets,oakestra,23.230976513721572
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,transmit_bytes,kubernetes,487964.609309196
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,transmit_bytes,oakestra,14312.483256082867
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,transmit_packets,kubernetes,6856.803442840438
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-7fhxq,POD,transmit_packets,oakestra,23.984923398992517
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,received_bytes,kubernetes,510609.5945797065
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,received_bytes,oakestra,38889.27056829791
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,received_packets,kubernetes,7144.960380928864
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,received_packets,oakestra,24.960791744804357
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,transmit_bytes,kubernetes,556016.7754419687
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,transmit_bytes,oakestra,62564.443309762835
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,transmit_packets,kubernetes,7148.654221175482
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-n4cjf,POD,transmit_packets,oakestra,26.70016165606816
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,received_bytes,kubernetes,8180.953549893194
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,received_bytes,oakestra,6330.901523037527
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,received_packets,kubernetes,43.4852424625247
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,received_packets,oakestra,40.44786677064901
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,transmit_bytes,kubernetes,49767.00938543305
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,transmit_bytes,oakestra,47452.504085202
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,transmit_packets,kubernetes,42.52590826071548
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vhr4k,POD,transmit_packets,oakestra,39.680689908233894
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,received_bytes,kubernetes,491050.4420422932
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,received_bytes,oakestra,17800.321691954625
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,received_packets,kubernetes,7119.815881014049
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,received_packets,oakestra,29.507645033009624
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,transmit_bytes,kubernetes,507848.3093612096
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,transmit_bytes,oakestra,19352.485246744764
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,transmit_packets,kubernetes,7120.309286420837
oakestra,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-z87xd,POD,transmit_packets,oakestra,30.234448507068446
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_bytes,kubernetes,52432.7133466165
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_bytes,oakestra,50053.92310928571
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_packets,kubernetes,17.122310110439027
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,received_packets,oakestra,15.9869524568873
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_bytes,kubernetes,1372.5801438887156
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_bytes,oakestra,1305.1485652092683
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_packets,kubernetes,13.359468859041911
oakestra,kube-prometheus-stack,prometheus-kube-prometheus-stack-prometheus-0,POD,transmit_packets,oakestra,12.459754312737756
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,received_bytes,kubernetes,1478.1468085171302
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,received_bytes,oakestra,1732.8874896502991
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,received_packets,kubernetes,1.0118393220175868
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,received_packets,oakestra,1.1079573711487043
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,transmit_bytes,kubernetes,80.12015106833918
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,transmit_bytes,oakestra,86.46827564324508
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,transmit_packets,kubernetes,0.9175903317666664
oakestra,kube-system,calico-kube-controllers-658d97c59c-k6fk9,POD,transmit_packets,oakestra,0.9934393605578998
oakestra,kube-system,calico-node-4wgqr,POD,received_bytes,kubernetes,488783.68030573474
oakestra,kube-system,calico-node-4wgqr,POD,received_bytes,oakestra,17500.111425272087
oakestra,kube-system,calico-node-4wgqr,POD,received_packets,kubernetes,7087.443140091783
oakestra,kube-system,calico-node-4wgqr,POD,received_packets,oakestra,29.400791126195227
oakestra,kube-system,calico-node-4wgqr,POD,transmit_bytes,kubernetes,505418.82965213485
oakestra,kube-system,calico-node-4wgqr,POD,transmit_bytes,oakestra,19228.87424115011
oakestra,kube-system,calico-node-4wgqr,POD,transmit_packets,kubernetes,7087.942761046914
oakestra,kube-system,calico-node-4wgqr,POD,transmit_packets,oakestra,30.16605553988373
oakestra,kube-system,calico-node-fttsz,POD,received_bytes,kubernetes,474977.86606233084
oakestra,kube-system,calico-node-fttsz,POD,received_bytes,oakestra,14078.667736777194
oakestra,kube-system,calico-node-fttsz,POD,received_packets,kubernetes,6917.378228000526
oakestra,kube-system,calico-node-fttsz,POD,received_packets,oakestra,24.20560115426512
oakestra,kube-system,calico-node-fttsz,POD,transmit_bytes,kubernetes,490459.3903823547
oakestra,kube-system,calico-node-fttsz,POD,transmit_bytes,oakestra,15572.906277272405
oakestra,kube-system,calico-node-fttsz,POD,transmit_packets,kubernetes,6918.223224780282
oakestra,kube-system,calico-node-fttsz,POD,transmit_packets,oakestra,24.943529610623173
oakestra,kube-system,calico-node-gwvg9,POD,received_bytes,kubernetes,439380.26585417194
oakestra,kube-system,calico-node-gwvg9,POD,received_bytes,oakestra,3781.5720432517664
oakestra,kube-system,calico-node-gwvg9,POD,received_packets,kubernetes,6547.384296514157
oakestra,kube-system,calico-node-gwvg9,POD,received_packets,oakestra,22.107437329004174
oakestra,kube-system,calico-node-gwvg9,POD,transmit_bytes,kubernetes,454125.1516763063
oakestra,kube-system,calico-node-gwvg9,POD,transmit_bytes,oakestra,5212.441107567703
oakestra,kube-system,calico-node-gwvg9,POD,transmit_packets,kubernetes,6547.289592888827
oakestra,kube-system,calico-node-gwvg9,POD,transmit_packets,oakestra,21.7326992618942
oakestra,kube-system,calico-node-h2rmv,POD,received_bytes,kubernetes,495128.35945430124
oakestra,kube-system,calico-node-h2rmv,POD,received_bytes,oakestra,37196.779465356376
oakestra,kube-system,calico-node-h2rmv,POD,received_packets,kubernetes,6934.04821916616
oakestra,kube-system,calico-node-h2rmv,POD,received_packets,oakestra,24.076813392422093
oakestra,kube-system,calico-node-h2rmv,POD,transmit_bytes,kubernetes,538716.2567411092
oakestra,kube-system,calico-node-h2rmv,POD,transmit_bytes,oakestra,61984.22249783052
oakestra,kube-system,calico-node-h2rmv,POD,transmit_packets,kubernetes,6937.5742438144125
oakestra,kube-system,calico-node-h2rmv,POD,transmit_packets,oakestra,26.261974055471374
oakestra,kube-system,calico-node-jtxmr,POD,received_bytes,kubernetes,563774.6435720538
oakestra,kube-system,calico-node-jtxmr,POD,received_bytes,oakestra,84429.21233855399
oakestra,kube-system,calico-node-jtxmr,POD,received_packets,kubernetes,7209.096581300921
oakestra,kube-system,calico-node-jtxmr,POD,received_packets,oakestra,42.559685533074344
oakestra,kube-system,calico-node-jtxmr,POD,transmit_bytes,kubernetes,552451.7937354376
oakestra,kube-system,calico-node-jtxmr,POD,transmit_bytes,oakestra,56785.68094785226
oakestra,kube-system,calico-node-jtxmr,POD,transmit_packets,kubernetes,7207.002645804544
oakestra,kube-system,calico-node-jtxmr,POD,transmit_packets,oakestra,40.430515332790186
oakestra,kube-system,calico-node-ms975,POD,received_bytes,kubernetes,7750.757333941409
oakestra,kube-system,calico-node-ms975,POD,received_bytes,oakestra,5841.375796309908
oakestra,kube-system,calico-node-ms975,POD,received_packets,kubernetes,42.242309543728204
oakestra,kube-system,calico-node-ms975,POD,received_packets,oakestra,38.71986590170359
oakestra,kube-system,calico-node-ms975,POD,transmit_bytes,kubernetes,48611.491388459915
oakestra,kube-system,calico-node-ms975,POD,transmit_bytes,oakestra,45004.91791422334
oakestra,kube-system,calico-node-ms975,POD,transmit_packets,kubernetes,41.26944798198963
