framework,namespace,pod,container,type,network_type,value
kubernetes,default,management-overhead-client-6764f774cb-5k2qs,POD,transmit_packets,kubernetes,133.04805674012985
kubernetes,default,management-overhead-client-6764f774cb-5mlqw,POD,received_bytes,kubernetes,9271.858603998322
kubernetes,default,management-overhead-client-6764f774cb-5mlqw,POD,received_packets,kubernetes,127.22503927308308
kubernetes,default,management-overhead-client-6764f774cb-5mlqw,POD,transmit_bytes,kubernetes,9689.390842930015
kubernetes,default,management-overhead-client-6764f774cb-5mlqw,POD,transmit_packets,kubernetes,134.1878981451168
kubernetes,default,management-overhead-client-6764f774cb-5xgcb,POD,received_bytes,kubernetes,9470.45619924119
kubernetes,default,management-overhead-client-6764f774cb-5xgcb,POD,received_packets,kubernetes,130.39753985331737
kubernetes,default,management-overhead-client-6764f774cb-5xgcb,POD,transmit_bytes,kubernetes,9881.938203741867
kubernetes,default,management-overhead-client-6764f774cb-5xgcb,POD,transmit_packets,kubernetes,137.2741988135093
kubernetes,default,management-overhead-client-6764f774cb-6twrr,POD,received_bytes,kubernetes,9388.650810933092
kubernetes,default,management-overhead-client-6764f774cb-6twrr,POD,received_packets,kubernetes,129.43991978220194
kubernetes,default,management-overhead-client-6764f774cb-6twrr,POD,transmit_bytes,kubernetes,9793.4602423467
kubernetes,default,management-overhead-client-6764f774cb-6twrr,POD,transmit_packets,kubernetes,136.17598714259998
kubernetes,default,management-overhead-client-6764f774cb-6vwkt,POD,received_bytes,kubernetes,9423.815081558141
kubernetes,default,management-overhead-client-6764f774cb-6vwkt,POD,received_packets,kubernetes,129.7249746099546
kubernetes,default,management-overhead-client-6764f774cb-6vwkt,POD,transmit_bytes,kubernetes,9835.243712512414
kubernetes,default,management-overhead-client-6764f774cb-6vwkt,POD,transmit_packets,kubernetes,136.59111162406867
kubernetes,default,management-overhead-client-6764f774cb-9lbd8,POD,received_bytes,kubernetes,9763.3911657469
kubernetes,default,management-overhead-client-6764f774cb-9lbd8,POD,received_packets,kubernetes,134.62353674377087
kubernetes,default,management-overhead-client-6764f774cb-9lbd8,POD,transmit_bytes,kubernetes,10181.89429400232
kubernetes,default,management-overhead-client-6764f774cb-9lbd8,POD,transmit_packets,kubernetes,141.6035197173193
kubernetes,default,management-overhead-client-6764f774cb-bsz9f,POD,received_bytes,kubernetes,8933.946932478459
kubernetes,default,management-overhead-client-6764f774cb-bsz9f,POD,received_packets,kubernetes,123.04242357006122
kubernetes,default,management-overhead-client-6764f774cb-bsz9f,POD,transmit_bytes,kubernetes,9321.589863325624
kubernetes,default,management-overhead-client-6764f774cb-bsz9f,POD,transmit_packets,kubernetes,129.5060508875292
kubernetes,default,management-overhead-client-6764f774cb-dtpw8,POD,received_bytes,kubernetes,9349.574408391594
kubernetes,default,management-overhead-client-6764f774cb-dtpw8,POD,received_packets,kubernetes,128.99121673181625
kubernetes,default,management-overhead-client-6764f774cb-dtpw8,POD,transmit_bytes,kubernetes,9748.114010593126
kubernetes,default,management-overhead-client-6764f774cb-dtpw8,POD,transmit_packets,kubernetes,135.63717232066026
kubernetes,default,management-overhead-client-6764f774cb-fbmv4,POD,received_bytes,kubernetes,9386.736469386798
kubernetes,default,management-overhead-client-6764f774cb-fbmv4,POD,received_packets,kubernetes,129.17482582527774
kubernetes,default,management-overhead-client-6764f774cb-fbmv4,POD,transmit_bytes,kubernetes,9797.551362793432
kubernetes,default,management-overhead-client-6764f774cb-fbmv4,POD,transmit_packets,kubernetes,136.026383603515
kubernetes,default,management-overhead-client-6764f774cb-ffmzt,POD,received_bytes,kubernetes,8711.943811076922
kubernetes,default,management-overhead-client-6764f774cb-ffmzt,POD,received_packets,kubernetes,119.48302976842548
kubernetes,default,management-overhead-client-6764f774cb-ffmzt,POD,transmit_bytes,kubernetes,9103.67654693099
kubernetes,default,management-overhead-client-6764f774cb-ffmzt,POD,transmit_packets,kubernetes,126.04497085805394
kubernetes,default,management-overhead-client-6764f774cb-fh7w2,POD,received_bytes,kubernetes,8705.228151624271
kubernetes,default,management-overhead-client-6764f774cb-fh7w2,POD,received_packets,kubernetes,119.25493952451771
kubernetes,default,management-overhead-client-6764f774cb-fh7w2,POD,transmit_bytes,kubernetes,9100.7983075529
kubernetes,default,management-overhead-client-6764f774cb-fh7w2,POD,transmit_packets,kubernetes,125.88434829891109
kubernetes,default,management-overhead-client-6764f774cb-fqg8l,POD,received_bytes,kubernetes,8706.055476621175
kubernetes,default,management-overhead-client-6764f774cb-fqg8l,POD,received_packets,kubernetes,120.1971244246925
kubernetes,default,management-overhead-client-6764f774cb-fqg8l,POD,transmit_bytes,kubernetes,9096.221992148327
kubernetes,default,management-overhead-client-6764f774cb-fqg8l,POD,transmit_packets,kubernetes,126.678992310686
kubernetes,default,management-overhead-client-6764f774cb-g4vlx,POD,received_bytes,kubernetes,10098.983921216453
kubernetes,default,management-overhead-client-6764f774cb-g4vlx,POD,received_packets,kubernetes,140.0058962193164
kubernetes,default,management-overhead-client-6764f774cb-g4vlx,POD,transmit_bytes,kubernetes,10510.510714276004
kubernetes,default,management-overhead-client-6764f774cb-g4vlx,POD,transmit_packets,kubernetes,146.84565666849912
kubernetes,default,management-overhead-client-6764f774cb-glfmq,POD,received_bytes,kubernetes,9116.762827269227
kubernetes,default,management-overhead-client-6764f774cb-glfmq,POD,received_packets,kubernetes,125.93353334499798
kubernetes,default,management-overhead-client-6764f774cb-glfmq,POD,transmit_bytes,kubernetes,9501.20776345919
kubernetes,default,management-overhead-client-6764f774cb-glfmq,POD,transmit_packets,kubernetes,132.33473019019027
kubernetes,default,management-overhead-client-6764f774cb-gszzs,POD,received_bytes,kubernetes,9651.099345476756
kubernetes,default,management-overhead-client-6764f774cb-gszzs,POD,received_packets,kubernetes,132.87937235974707
kubernetes,default,management-overhead-client-6764f774cb-gszzs,POD,transmit_bytes,kubernetes,10069.83253107348
kubernetes,default,management-overhead-client-6764f774cb-gszzs,POD,transmit_packets,kubernetes,139.8804038980745
kubernetes,default,management-overhead-client-6764f774cb-hgm78,POD,received_bytes,kubernetes,9204.495602049783
kubernetes,default,management-overhead-client-6764f774cb-hgm78,POD,received_packets,kubernetes,126.74177756453496
kubernetes,default,management-overhead-client-6764f774cb-hgm78,POD,transmit_bytes,kubernetes,9605.156640430305
kubernetes,default,management-overhead-client-6764f774cb-hgm78,POD,transmit_packets,kubernetes,133.42776566828667
kubernetes,default,management-overhead-client-6764f774cb-jz9nq,POD,received_bytes,kubernetes,9019.95781231406
kubernetes,default,management-overhead-client-6764f774cb-jz9nq,POD,received_packets,kubernetes,124.29107626219214
kubernetes,default,management-overhead-client-6764f774cb-jz9nq,POD,transmit_bytes,kubernetes,9412.033942383845
kubernetes,default,management-overhead-client-6764f774cb-jz9nq,POD,transmit_packets,kubernetes,130.80441438729895
kubernetes,default,management-overhead-client-6764f774cb-njkpx,POD,received_bytes,kubernetes,8813.48142206901
kubernetes,default,management-overhead-client-6764f774cb-njkpx,POD,received_packets,kubernetes,120.98342594406188
kubernetes,default,management-overhead-client-6764f774cb-njkpx,POD,transmit_bytes,kubernetes,9206.309305095425
kubernetes,default,management-overhead-client-6764f774cb-njkpx,POD,transmit_packets,kubernetes,127.5644034255833
kubernetes,default,management-overhead-client-6764f774cb-nts6p,POD,received_bytes,kubernetes,8843.83215147023
kubernetes,default,management-overhead-client-6764f774cb-nts6p,POD,received_packets,kubernetes,121.64662916881288
kubernetes,default,management-overhead-client-6764f774cb-nts6p,POD,transmit_bytes,kubernetes,9236.97764936633
kubernetes,default,management-overhead-client-6764f774cb-nts6p,POD,transmit_packets,kubernetes,128.14922728522635
kubernetes,default,management-overhead-client-6764f774cb-p28k2,POD,received_bytes,kubernetes,9470.560474205846
kubernetes,default,management-overhead-client-6764f774cb-p28k2,POD,received_packets,kubernetes,130.10897837680938
kubernetes,default,management-overhead-client-6764f774cb-p28k2,POD,transmit_bytes,kubernetes,9891.672135204133
kubernetes,default,management-overhead-client-6764f774cb-p28k2,POD,transmit_packets,kubernetes,137.13504606887946
kubernetes,default,management-overhead-client-6764f774cb-phtdx,POD,received_bytes,kubernetes,9611.53603794901
kubernetes,default,management-overhead-client-6764f774cb-phtdx,POD,received_packets,kubernetes,132.49608603797287
kubernetes,default,management-overhead-client-6764f774cb-phtdx,POD,transmit_bytes,kubernetes,10025.909964724771
kubernetes,default,management-overhead-client-6764f774cb-phtdx,POD,transmit_packets,kubernetes,139.39541159194408
kubernetes,default,management-overhead-client-6764f774cb-rtjm9,POD,received_bytes,kubernetes,9560.678249236933
kubernetes,default,management-overhead-client-6764f774cb-rtjm9,POD,received_packets,kubernetes,131.75208577062853
kubernetes,default,management-overhead-client-6764f774cb-rtjm9,POD,transmit_bytes,kubernetes,9972.94859732204
kubernetes,default,management-overhead-client-6764f774cb-rtjm9,POD,transmit_packets,kubernetes,138.62676986847973
kubernetes,default,management-overhead-client-6764f774cb-rvss7,POD,received_bytes,kubernetes,9200.58983487788
kubernetes,default,management-overhead-client-6764f774cb-rvss7,POD,received_packets,kubernetes,126.75850788628759
kubernetes,default,management-overhead-client-6764f774cb-rvss7,POD,transmit_bytes,kubernetes,9597.81948750942
kubernetes,default,management-overhead-client-6764f774cb-rvss7,POD,transmit_packets,kubernetes,133.40302489771219
kubernetes,default,management-overhead-client-6764f774cb-sxt54,POD,received_bytes,kubernetes,9568.75644805726
kubernetes,default,management-overhead-client-6764f774cb-sxt54,POD,received_packets,kubernetes,131.7882178758614
kubernetes,default,management-overhead-client-6764f774cb-sxt54,POD,transmit_bytes,kubernetes,9980.01024159028
kubernetes,default,management-overhead-client-6764f774cb-sxt54,POD,transmit_packets,kubernetes,138.66206627583972
kubernetes,default,management-overhead-client-6764f774cb-tz9n6,POD,received_bytes,kubernetes,9687.511144222397
kubernetes,default,management-overhead-client-6764f774cb-tz9n6,POD,received_packets,kubernetes,133.49021415773558
kubernetes,default,management-overhead-client-6764f774cb-tz9n6,POD,transmit_bytes,kubernetes,10104.636486882559
kubernetes,default,management-overhead-client-6764f774cb-tz9n6,POD,transmit_packets,kubernetes,140.45906856877795
kubernetes,default,management-overhead-client-6764f774cb-vwz8j,POD,received_bytes,kubernetes,9278.532891121531
kubernetes,default,management-overhead-client-6764f774cb-vwz8j,POD,received_packets,kubernetes,127.25855571438966
kubernetes,default,management-overhead-client-6764f774cb-vwz8j,POD,transmit_bytes,kubernetes,9698.33200026522
kubernetes,default,management-overhead-client-6764f774cb-vwz8j,POD,transmit_packets,kubernetes,134.2548462958634
kubernetes,default,management-overhead-server-75769767b-2q6lp,POD,received_bytes,kubernetes,9297.703956184809
kubernetes,default,management-overhead-server-75769767b-2q6lp,POD,received_packets,kubernetes,129.0713910657184
kubernetes,default,management-overhead-server-75769767b-2q6lp,POD,transmit_bytes,kubernetes,8910.000217015602
kubernetes,default,management-overhead-server-75769767b-2q6lp,POD,transmit_packets,kubernetes,122.58696709829927
kubernetes,default,management-overhead-server-75769767b-2w8qv,POD,received_bytes,kubernetes,9703.705036257354
kubernetes,default,management-overhead-server-75769767b-2w8qv,POD,received_packets,kubernetes,134.49006324322124
kubernetes,default,management-overhead-server-75769767b-2w8qv,POD,transmit_bytes,kubernetes,9291.251943378835
kubernetes,default,management-overhead-server-75769767b-2w8qv,POD,transmit_packets,kubernetes,127.59698809879616
kubernetes,default,management-overhead-server-75769767b-7hqtk,POD,received_bytes,kubernetes,9133.746535154034
kubernetes,default,management-overhead-server-75769767b-7hqtk,POD,received_packets,kubernetes,126.18312337906369
kubernetes,default,management-overhead-server-75769767b-7hqtk,POD,transmit_bytes,kubernetes,8736.818928717346
kubernetes,default,management-overhead-server-75769767b-7hqtk,POD,transmit_packets,kubernetes,119.46960468544778
kubernetes,default,management-overhead-server-75769767b-87zwj,POD,received_bytes,kubernetes,9719.55446533728
kubernetes,default,management-overhead-server-75769767b-87zwj,POD,received_packets,kubernetes,134.69835786735737
kubernetes,default,management-overhead-server-75769767b-87zwj,POD,transmit_bytes,kubernetes,9298.831313823486
kubernetes,default,management-overhead-server-75769767b-87zwj,POD,transmit_packets,kubernetes,127.7955456852055
kubernetes,default,management-overhead-server-75769767b-8jzl8,POD,received_bytes,kubernetes,10076.99410387753
kubernetes,default,management-overhead-server-75769767b-8jzl8,POD,received_packets,kubernetes,140.3356584406688
kubernetes,default,management-overhead-server-75769767b-8jzl8,POD,transmit_bytes,kubernetes,9672.76215882396
kubernetes,default,management-overhead-server-75769767b-8jzl8,POD,transmit_packets,kubernetes,133.54549308471238
kubernetes,default,management-overhead-server-75769767b-95tjb,POD,received_bytes,kubernetes,10160.84065238815
kubernetes,default,management-overhead-server-75769767b-95tjb,POD,received_packets,kubernetes,141.23662449666975
kubernetes,default,management-overhead-server-75769767b-95tjb,POD,transmit_bytes,kubernetes,9744.637799930535
kubernetes,default,management-overhead-server-75769767b-95tjb,POD,transmit_packets,kubernetes,134.24375187148732
kubernetes,default,management-overhead-server-75769767b-9m9zp,POD,received_bytes,kubernetes,9181.091571744564
kubernetes,default,management-overhead-server-75769767b-9m9zp,POD,received_packets,kubernetes,127.09491189562227
kubernetes,default,management-overhead-server-75769767b-9m9zp,POD,transmit_bytes,kubernetes,8785.613366231062
kubernetes,default,management-overhead-server-75769767b-9m9zp,POD,transmit_packets,kubernetes,120.4952441879284
kubernetes,default,management-overhead-server-75769767b-9sz4f,POD,received_bytes,kubernetes,9981.338731116733
kubernetes,default,management-overhead-server-75769767b-9sz4f,POD,received_packets,kubernetes,138.6428546039784
kubernetes,default,management-overhead-server-75769767b-9sz4f,POD,transmit_bytes,kubernetes,9567.77043094068
kubernetes,default,management-overhead-server-75769767b-9sz4f,POD,transmit_packets,kubernetes,131.721767788017
kubernetes,default,management-overhead-server-75769767b-cw6l6,POD,received_bytes,kubernetes,9776.588312886157
kubernetes,default,management-overhead-server-75769767b-cw6l6,POD,received_packets,kubernetes,135.7746661716221
kubernetes,default,management-overhead-server-75769767b-cw6l6,POD,transmit_bytes,kubernetes,9373.346884626362
kubernetes,default,management-overhead-server-75769767b-cw6l6,POD,transmit_packets,kubernetes,128.9900963521751
kubernetes,default,management-overhead-server-75769767b-cx6zw,POD,received_bytes,kubernetes,9593.507994206479
kubernetes,default,management-overhead-server-75769767b-cx6zw,POD,received_packets,kubernetes,132.98558675449937
kubernetes,default,management-overhead-server-75769767b-cx6zw,POD,transmit_bytes,kubernetes,9185.38559731746
kubernetes,default,management-overhead-server-75769767b-cx6zw,POD,transmit_packets,kubernetes,126.190080851812
kubernetes,default,management-overhead-server-75769767b-dvwp2,POD,received_bytes,kubernetes,9670.006537754476
kubernetes,default,management-overhead-server-75769767b-dvwp2,POD,received_packets,kubernetes,133.89463237085423
kubernetes,default,management-overhead-server-75769767b-dvwp2,POD,transmit_bytes,kubernetes,9252.707790257366
kubernetes,default,management-overhead-server-75769767b-dvwp2,POD,transmit_packets,kubernetes,126.96722241518843
kubernetes,default,management-overhead-server-75769767b-gwktw,POD,received_bytes,kubernetes,9833.8563484204
kubernetes,default,management-overhead-server-75769767b-gwktw,POD,received_packets,kubernetes,136.55353265152476
kubernetes,default,management-overhead-server-75769767b-gwktw,POD,transmit_bytes,kubernetes,9426.321088363013
kubernetes,default,management-overhead-server-75769767b-gwktw,POD,transmit_packets,kubernetes,129.720602616854
kubernetes,default,management-overhead-server-75769767b-hkbgk,POD,received_bytes,kubernetes,9916.359126987985
kubernetes,default,management-overhead-server-75769767b-hkbgk,POD,received_packets,kubernetes,137.66803442298905
kubernetes,default,management-overhead-server-75769767b-hkbgk,POD,transmit_bytes,kubernetes,9503.669740657511
kubernetes,default,management-overhead-server-75769767b-hkbgk,POD,transmit_packets,kubernetes,130.76170042301626
kubernetes,default,management-overhead-server-75769767b-j7fq2,POD,received_bytes,kubernetes,9993.15298290189
kubernetes,default,management-overhead-server-75769767b-j7fq2,POD,received_packets,kubernetes,138.63802242906922
kubernetes,default,management-overhead-server-75769767b-j7fq2,POD,transmit_bytes,kubernetes,9575.52267654577
kubernetes,default,management-overhead-server-75769767b-j7fq2,POD,transmit_packets,kubernetes,131.61495430972158
kubernetes,default,management-overhead-server-75769767b-kh8q4,POD,received_bytes,kubernetes,10192.399769673097
kubernetes,default,management-overhead-server-75769767b-kh8q4,POD,received_packets,kubernetes,141.67465041966977
kubernetes,default,management-overhead-server-75769767b-kh8q4,POD,transmit_bytes,kubernetes,9769.870902592142
kubernetes,default,management-overhead-server-75769767b-kh8q4,POD,transmit_packets,kubernetes,134.66849511119375
kubernetes,default,management-overhead-server-75769767b-krs52,POD,received_bytes,kubernetes,9884.459022087613
kubernetes,default,management-overhead-server-75769767b-krs52,POD,received_packets,kubernetes,137.56487718146016
kubernetes,default,management-overhead-server-75769767b-krs52,POD,transmit_bytes,kubernetes,9488.696727235932
kubernetes,default,management-overhead-server-75769767b-krs52,POD,transmit_packets,kubernetes,130.9559170528363
kubernetes,default,management-overhead-server-75769767b-mq6x9,POD,received_bytes,kubernetes,9454.465153003734
kubernetes,default,management-overhead-server-75769767b-mq6x9,POD,received_packets,kubernetes,130.99055255511908
kubernetes,default,management-overhead-server-75769767b-mq6x9,POD,transmit_bytes,kubernetes,9053.258641381268
kubernetes,default,management-overhead-server-75769767b-mq6x9,POD,transmit_packets,kubernetes,124.26310004399231
kubernetes,default,management-overhead-server-75769767b-n45qw,POD,received_bytes,kubernetes,10034.489311007563
kubernetes,default,management-overhead-server-75769767b-n45qw,POD,received_packets,kubernetes,139.2669615340519
kubernetes,default,management-overhead-server-75769767b-n45qw,POD,transmit_bytes,kubernetes,9614.743573737584
kubernetes,default,management-overhead-server-75769767b-n45qw,POD,transmit_packets,kubernetes,132.24475223444932
kubernetes,default,management-overhead-server-75769767b-ngg2r,POD,received_bytes,kubernetes,8712.890680420018
kubernetes,default,management-overhead-server-75769767b-ngg2r,POD,received_packets,kubernetes,121.17387712819945
kubernetes,default,management-overhead-server-75769767b-ngg2r,POD,transmit_bytes,kubernetes,8357.375747440496
kubernetes,default,management-overhead-server-75769767b-ngg2r,POD,transmit_packets,kubernetes,115.20895406017371
kubernetes,default,management-overhead-server-75769767b-nn779,POD,received_bytes,kubernetes,10028.955292834093
kubernetes,default,management-overhead-server-75769767b-nn779,POD,received_packets,kubernetes,139.41442378847725
kubernetes,default,management-overhead-server-75769767b-nn779,POD,transmit_bytes,kubernetes,9615.610411812828
kubernetes,default,management-overhead-server-75769767b-nn779,POD,transmit_packets,kubernetes,132.53384599719098
kubernetes,default,management-overhead-server-75769767b-qnzg8,POD,received_bytes,kubernetes,9924.286786348064
kubernetes,default,management-overhead-server-75769767b-qnzg8,POD,received_packets,kubernetes,138.00380669738152
kubernetes,default,management-overhead-server-75769767b-qnzg8,POD,transmit_bytes,kubernetes,9517.494709373555
kubernetes,default,management-overhead-server-75769767b-qnzg8,POD,transmit_packets,kubernetes,131.21456450501873
kubernetes,default,management-overhead-server-75769767b-qz5tk,POD,received_bytes,kubernetes,10527.630849474488
kubernetes,default,management-overhead-server-75769767b-qz5tk,POD,received_packets,kubernetes,147.18436386662913
kubernetes,default,management-overhead-server-75769767b-qz5tk,POD,transmit_bytes,kubernetes,10121.640080848836
kubernetes,default,management-overhead-server-75769767b-qz5tk,POD,transmit_packets,kubernetes,140.3927528357819
kubernetes,default,management-overhead-server-75769767b-r4bsx,POD,received_bytes,kubernetes,10355.82392640052
kubernetes,default,management-overhead-server-75769767b-r4bsx,POD,received_packets,kubernetes,143.97340842255093
kubernetes,default,management-overhead-server-75769767b-r4bsx,POD,transmit_bytes,kubernetes,9930.614031625
kubernetes,default,management-overhead-server-75769767b-r4bsx,POD,transmit_packets,kubernetes,136.87434666427544
kubernetes,default,management-overhead-server-75769767b-s77v4,POD,received_bytes,kubernetes,10345.89015600273
kubernetes,default,management-overhead-server-75769767b-s77v4,POD,received_packets,kubernetes,144.19420186528328
kubernetes,default,management-overhead-server-75769767b-s77v4,POD,transmit_bytes,kubernetes,9933.143659641833
kubernetes,default,management-overhead-server-75769767b-s77v4,POD,transmit_packets,kubernetes,137.2941331652185
kubernetes,default,management-overhead-server-75769767b-szwjr,POD,received_bytes,kubernetes,10305.613838811985
kubernetes,default,management-overhead-server-75769767b-szwjr,POD,received_packets,kubernetes,143.4243021929608
kubernetes,default,management-overhead-server-75769767b-szwjr,POD,transmit_bytes,kubernetes,9888.141436810085
kubernetes,default,management-overhead-server-75769767b-szwjr,POD,transmit_packets,kubernetes,136.4353680336369
kubernetes,default,management-overhead-server-75769767b-t4scc,POD,received_bytes,kubernetes,9650.723181051373
kubernetes,default,management-overhead-server-75769767b-t4scc,POD,received_packets,kubernetes,134.11564519804023
kubernetes,default,management-overhead-server-75769767b-t4scc,POD,transmit_bytes,kubernetes,9251.111614110945
kubernetes,default,management-overhead-server-75769767b-t4scc,POD,transmit_packets,kubernetes,127.44565427890907
kubernetes,default,management-overhead-server-75769767b-tft7x,POD,received_bytes,kubernetes,8529.206892321301
kubernetes,default,management-overhead-server-75769767b-tft7x,POD,received_packets,kubernetes,117.48676260046783
kubernetes,default,management-overhead-server-75769767b-tft7x,POD,transmit_bytes,kubernetes,8143.374580796411
kubernetes,default,management-overhead-server-75769767b-tft7x,POD,transmit_packets,kubernetes,111.03957696428125
kubernetes,default,management-overhead-server-75769767b-tgzw5,POD,received_bytes,kubernetes,9974.631119002821
kubernetes,default,management-overhead-server-75769767b-tgzw5,POD,received_packets,kubernetes,138.5093345268915
kubernetes,default,management-overhead-server-75769767b-tgzw5,POD,transmit_bytes,kubernetes,9560.541526609355
kubernetes,default,management-overhead-server-75769767b-tgzw5,POD,transmit_packets,kubernetes,131.57559177862646
kubernetes,default,management-overhead-server-75769767b-tp4sc,POD,received_bytes,kubernetes,8521.13031740504
kubernetes,default,management-overhead-server-75769767b-tp4sc,POD,received_packets,kubernetes,118.91579703703202
kubernetes,default,management-overhead-server-75769767b-tp4sc,POD,transmit_bytes,kubernetes,8189.109801340213
kubernetes,default,management-overhead-server-75769767b-tp4sc,POD,transmit_packets,kubernetes,113.32836174134351
kubernetes,default,management-overhead-server-75769767b-x79v4,POD,received_bytes,kubernetes,8479.800893336496
kubernetes,default,management-overhead-server-75769767b-x79v4,POD,received_packets,kubernetes,117.3025219680326
kubernetes,default,management-overhead-server-75769767b-x79v4,POD,transmit_bytes,kubernetes,8111.320679574345
kubernetes,default,management-overhead-server-75769767b-x79v4,POD,transmit_packets,kubernetes,111.15445279080697
kubernetes,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_bytes,kubernetes,258.8502773753455
kubernetes,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,received_packets,kubernetes,2.0145663136997976
kubernetes,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_bytes,kubernetes,376.05749449482533
kubernetes,kube-prometheus-stack,alertmanager-kube-prometheus-stack-alertmanager-0,POD,transmit_packets,kubernetes,1.6694415311943713
kubernetes,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-8h4fc,POD,received_bytes,kubernetes,11056.771260137772
kubernetes,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-8h4fc,POD,received_packets,kubernetes,2.2701378408726014
kubernetes,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-8h4fc,POD,transmit_bytes,kubernetes,321.40050077317306
kubernetes,kube-prometheus-stack,kube-prometheus-stack-grafana-7cf5785ff8-8h4fc,POD,transmit_packets,kubernetes,1.8743629960887727
kubernetes,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-2qqh7,POD,received_bytes,kubernetes,1356.4781527634266
kubernetes,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-2qqh7,POD,received_packets,kubernetes,5.311645180150362
kubernetes,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-2qqh7,POD,transmit_bytes,kubernetes,19157.45329250844
kubernetes,kube-prometheus-stack,kube-prometheus-stack-kube-state-metrics-65594f9476-2qqh7,POD,transmit_packets,kubernetes,5.8068909069955374
kubernetes,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-qpvwh,POD,received_bytes,kubernetes,444.2706381872027
kubernetes,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-qpvwh,POD,received_packets,kubernetes,0.9671444369764274
kubernetes,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-qpvwh,POD,transmit_bytes,kubernetes,247.4487726217736
kubernetes,kube-prometheus-stack,kube-prometheus-stack-operator-75bc89f54b-qpvwh,POD,transmit_packets,kubernetes,1.0106198914970168
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-2q2mx,POD,received_bytes,kubernetes,105615.46069463908
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-2q2mx,POD,received_packets,kubernetes,1403.298727127295
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-2q2mx,POD,transmit_bytes,kubernetes,107022.83871667307
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-2q2mx,POD,transmit_packets,kubernetes,1403.513376250857
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-jh6rk,POD,received_bytes,kubernetes,107128.61311770573
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-jh6rk,POD,received_packets,kubernetes,1426.6584247186654
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-jh6rk,POD,transmit_bytes,kubernetes,108448.32416272974
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-jh6rk,POD,transmit_packets,kubernetes,1426.955676637345
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-nmqkj,POD,received_bytes,kubernetes,131961.83203305307
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-nmqkj,POD,received_packets,kubernetes,1105.4521702106526
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-nmqkj,POD,transmit_bytes,kubernetes,116843.9758081925
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-nmqkj,POD,transmit_packets,kubernetes,1111.3316369501044
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vf9zj,POD,received_bytes,kubernetes,93608.38290727744
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vf9zj,POD,received_packets,kubernetes,1105.931675659492
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vf9zj,POD,transmit_bytes,kubernetes,94340.96000325044
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vf9zj,POD,transmit_packets,kubernetes,1099.6033569932633
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vsvrw,POD,received_bytes,kubernetes,121109.02879828605
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vsvrw,POD,received_packets,kubernetes,1356.1947901982428
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vsvrw,POD,transmit_bytes,kubernetes,140854.03428373203
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-vsvrw,POD,transmit_packets,kubernetes,1358.1622678474284
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-zj92z,POD,received_bytes,kubernetes,56386.126540362915
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-zj92z,POD,received_packets,kubernetes,742.8847003086985
kubernetes,kube-prometheus-stack,kube-prometheus-stack-prometheus-node-exporter-zj92z,POD,transmit_bytes,kubernetes,79223.35304246382
