pod,namespace,container,timestamp,value
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879198.44,1.1062617091799973
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879199.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879200.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879201.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879202.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879203.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879204.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879205.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879206.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879207.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879208.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879209.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879210.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879211.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879212.44,1.4699524427150885
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879213.44,1.1295359561896525
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879214.44,1.105036748811068
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879215.44,1.0805375414324832
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879216.44,1.0560383340538984
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879217.44,1.0315391266753133
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879218.44,1.0070399192967285
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879219.44,0.9825407119181436
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879220.44,0.958041504539559
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879221.44,1.2219227313566934
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879222.44,1.2219227313566934
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879223.44,1.2219227313566934
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879224.44,1.2219227313566934
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879225.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879226.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879227.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879228.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879229.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879230.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879231.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879232.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879233.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879234.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879235.44,1.0455104551045509
cert-manager-7ddd8cdb9f-nflbq,cert-manager,POD,1716879236.44,1.0455104551045509
