instance,timestamp,value
10.100.252.186:9100,1715955096,2.1050000000000186
10.100.252.186:9100,1715955097,2.1050000000000186
10.100.252.186:9100,1715955098,2.1050000000000186
10.100.252.186:9100,1715955099,2.105000000000018
10.100.252.186:9100,1715955100,2.105000000000018
10.100.252.186:9100,1715955101,2.105000000000018
10.100.252.186:9100,1715955102,2.105000000000018
10.100.252.186:9100,1715955103,2.105000000000018
10.100.252.186:9100,1715955104,2.105000000000018
10.100.252.186:9100,1715955105,2.105000000000018
10.100.252.186:9100,1715955106,2.105000000000018
10.100.252.186:9100,1715955107,2.105000000000018
10.100.252.186:9100,1715955108,2.105000000000018
10.100.252.186:9100,1715955109,2.105000000000018
10.100.252.186:9100,1715955110,2.105000000000018
10.100.252.186:9100,1715955111,2.105000000000018
10.100.252.186:9100,1715955112,2.105000000000018
10.100.252.186:9100,1715955113,2.105000000000018
10.100.252.186:9100,1715955114,2.105000000000018
10.100.252.186:9100,1715955115,2.0419999999999927
10.100.252.186:9100,1715955116,2.0419999999999927
10.100.252.186:9100,1715955117,2.0419999999999927
10.100.252.186:9100,1715955118,2.0419999999999927
10.100.252.186:9100,1715955119,2.0419999999999927
10.100.252.186:9100,1715955120,2.0419999999999927
10.100.252.186:9100,1715955121,2.0419999999999927
10.100.252.186:9100,1715955122,2.0419999999999927
10.100.252.186:9100,1715955123,2.0419999999999927
10.100.252.186:9100,1715955124,2.0419999999999927
10.100.252.186:9100,1715955125,2.0419999999999927
10.100.252.186:9100,1715955126,2.0419999999999927
10.100.252.186:9100,1715955127,2.0419999999999927
10.100.252.186:9100,1715955128,2.0419999999999927
10.100.252.186:9100,1715955129,2.0419999999999923
10.100.252.186:9100,1715955130,2.0419999999999923
10.100.252.186:9100,1715955131,2.0419999999999923
10.100.252.186:9100,1715955132,2.0419999999999923
10.100.252.186:9100,1715955133,2.0419999999999923
10.100.252.186:9100,1715955134,2.0419999999999923
10.100.252.186:9100,1715955135,2.0419999999999923
10.100.252.186:9100,1715955136,2.0419999999999923
10.100.252.186:9100,1715955137,2.0419999999999923
10.100.252.186:9100,1715955138,2.0419999999999923
10.100.252.186:9100,1715955139,2.0419999999999923
10.100.252.186:9100,1715955140,2.0419999999999923
10.100.252.186:9100,1715955141,2.0419999999999923
10.100.252.186:9100,1715955142,2.0419999999999923
10.100.252.186:9100,1715955143,2.0419999999999923
10.100.252.186:9100,1715955144,2.0419999999999923
10.100.252.186:9100,1715955145,2.255999999999995
10.100.252.186:9100,1715955146,2.255999999999995
10.100.252.186:9100,1715955147,2.255999999999995
10.100.252.186:9100,1715955148,2.255999999999995
10.100.252.186:9100,1715955149,2.255999999999995
10.100.252.186:9100,1715955150,2.255999999999995
10.100.252.186:9100,1715955151,2.255999999999995
10.100.252.186:9100,1715955152,2.255999999999995
10.100.252.186:9100,1715955153,2.255999999999995
10.100.252.186:9100,1715955154,2.255999999999995
10.100.252.186:9100,1715955155,2.255999999999995
10.100.252.186:9100,1715955156,2.255999999999995
10.100.252.186:9100,1715955157,2.255999999999995
10.100.252.186:9100,1715955158,2.255999999999995
10.100.252.186:9100,1715955159,2.2559999999999945
10.100.252.186:9100,1715955160,2.2559999999999945
10.100.252.186:9100,1715955161,2.2559999999999945
10.100.252.186:9100,1715955162,2.2559999999999945
10.100.252.186:9100,1715955163,2.2559999999999945
10.100.252.186:9100,1715955164,2.2559999999999945
10.100.252.186:9100,1715955165,2.2559999999999945
10.100.252.186:9100,1715955166,2.2559999999999945
10.100.252.186:9100,1715955167,2.2559999999999945
10.100.252.186:9100,1715955168,2.2559999999999945
10.100.252.186:9100,1715955169,2.2559999999999945
10.100.252.186:9100,1715955170,2.2559999999999945
10.100.252.186:9100,1715955171,2.2559999999999945
10.100.252.186:9100,1715955172,2.2559999999999945
10.100.252.186:9100,1715955173,2.2559999999999945
10.100.252.186:9100,1715955174,2.2559999999999945
10.100.252.186:9100,1715955175,2.2883333333333367
10.100.252.186:9100,1715955176,2.2883333333333367
10.100.252.186:9100,1715955177,2.2883333333333367
10.100.252.186:9100,1715955178,2.2883333333333367
10.100.252.186:9100,1715955179,2.2883333333333367
10.100.252.186:9100,1715955180,2.2883333333333367
10.100.252.186:9100,1715955181,2.2883333333333367
10.100.252.186:9100,1715955182,2.2883333333333367
10.100.252.186:9100,1715955183,2.2883333333333367
10.100.252.186:9100,1715955184,2.2883333333333367
10.100.252.186:9100,1715955185,2.2883333333333367
10.100.252.186:9100,1715955186,2.2883333333333367
10.100.252.186:9100,1715955187,2.2883333333333367
10.100.252.186:9100,1715955188,2.2883333333333367
10.100.252.186:9100,1715955189,2.288333333333336
10.100.252.186:9100,1715955190,2.288333333333336
10.100.252.186:9100,1715955191,2.288333333333336
