instance,pod,timestamp,value
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955096,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955097,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955098,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955099,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955100,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955101,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955102,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955103,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955104,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955105,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955106,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955107,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955108,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955109,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955110,0.002539681705325432
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955111,0.0013651793881491907
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955112,0.0013651793881491907
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955113,0.0013651793881491907
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955114,0.0013651793881491907
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955115,0.0013651793881491907
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955118,0.0015698104064449726
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955119,0.0015698104064449726
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955120,0.0015698104064449726
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955121,0.0015698104064449726
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955122,0.003019656170463932
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955123,0.003019656170463932
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955124,0.003019656170463932
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955125,0.003019656170463932
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955126,0.003019656170463932
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955127,0.003019656170463932
10.100.252.186:10250,calico-kube-controllers-658d97c59c-wnz7d,1715955128,0.003019656170463932
