DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy-undeploy-test-49,deploy-undeploy-test-49-7d8d596d99-hqfrn,2024-05-17T11:54:40+02:00,2024-05-17 11:54:41 +0200 CEST,2024-05-17 11:54:41 +0200 CEST,2024-05-17 11:54:42 +0200 CEST,2024-05-17 11:54:42 +0200 CEST,2024-05-17 11:54:42 +0200 CEST,2024-05-17T11:56:13+02:00,2024-05-17T11:56:14+02:00
deploy-undeploy-test-55,deploy-undeploy-test-55-6ddf6ccb96-fjc68,2024-05-17T11:54:44+02:00,2024-05-17 11:54:45 +0200 CEST,2024-05-17 11:54:45 +0200 CEST,2024-05-17 11:54:46 +0200 CEST,2024-05-17 11:54:46 +0200 CEST,2024-05-17 11:54:46 +0200 CEST,2024-05-17T11:56:16+02:00,2024-05-17T11:56:17+02:00
deploy-undeploy-test-64,deploy-undeploy-test-64-7db66c99b8-hwmsw,2024-05-17T11:54:51+02:00,2024-05-17 11:54:51 +0200 CEST,2024-05-17 11:54:51 +0200 CEST,2024-05-17 11:54:53 +0200 CEST,2024-05-17 11:54:53 +0200 CEST,2024-05-17 11:54:53 +0200 CEST,2024-05-17T11:56:20+02:00,2024-05-17T11:56:21+02:00
deploy-undeploy-test-69,deploy-undeploy-test-69-c9d9c88b9-p6q8t,2024-05-17T11:54:54+02:00,2024-05-17 11:54:54 +0200 CEST,2024-05-17 11:54:54 +0200 CEST,2024-05-17 11:54:55 +0200 CEST,2024-05-17 11:54:55 +0200 CEST,2024-05-17 11:54:55 +0200 CEST,2024-05-17T11:56:22+02:00,2024-05-17T11:56:24+02:00
deploy-undeploy-test-9,deploy-undeploy-test-9-6d4bbb679f-zc5gx,2024-05-17T11:55:10+02:00,2024-05-17 11:55:10 +0200 CEST,2024-05-17 11:55:10 +0200 CEST,2024-05-17 11:55:12 +0200 CEST,2024-05-17 11:55:12 +0200 CEST,2024-05-17 11:55:12 +0200 CEST,2024-05-17T11:56:32+02:00,2024-05-17T11:56:32+02:00
deploy-undeploy-test-31,deploy-undeploy-test-31-cbbdd76b6-9bjss,2024-05-17T11:54:29+02:00,2024-05-17 11:54:30 +0200 CEST,2024-05-17 11:54:30 +0200 CEST,2024-05-17 11:54:31 +0200 CEST,2024-05-17 11:54:31 +0200 CEST,2024-05-17 11:54:31 +0200 CEST,2024-05-17T11:56:05+02:00,2024-05-17T11:56:06+02:00
deploy-undeploy-test-36,deploy-undeploy-test-36-84bb59c6f-kf6fk,2024-05-17T11:54:32+02:00,2024-05-17 11:54:32 +0200 CEST,2024-05-17 11:54:32 +0200 CEST,2024-05-17 11:54:33 +0200 CEST,2024-05-17 11:54:33 +0200 CEST,2024-05-17 11:54:33 +0200 CEST,2024-05-17T11:56:07+02:00,2024-05-17T11:56:08+02:00
deploy-undeploy-test-40,deploy-undeploy-test-40-df595b56b-khtg8,2024-05-17T11:54:35+02:00,2024-05-17 11:54:35 +0200 CEST,2024-05-17 11:54:35 +0200 CEST,2024-05-17 11:54:36 +0200 CEST,2024-05-17 11:54:36 +0200 CEST,2024-05-17 11:54:36 +0200 CEST,2024-05-17T11:56:09+02:00,2024-05-17T11:56:10+02:00
deploy-undeploy-test-93,deploy-undeploy-test-93-c989864cd-5l8f5,2024-05-17T11:55:13+02:00,2024-05-17 11:55:13 +0200 CEST,2024-05-17 11:55:13 +0200 CEST,2024-05-17 11:55:14 +0200 CEST,2024-05-17 11:55:14 +0200 CEST,2024-05-17 11:55:14 +0200 CEST,2024-05-17T11:56:33+02:00,2024-05-17T11:56:35+02:00
deploy-undeploy-test-56,deploy-undeploy-test-56-5d7987467-7wp7m,2024-05-17T11:54:45+02:00,2024-05-17 11:54:45 +0200 CEST,2024-05-17 11:54:45 +0200 CEST,2024-05-17 11:54:47 +0200 CEST,2024-05-17 11:54:47 +0200 CEST,2024-05-17 11:54:47 +0200 CEST,2024-05-17T11:56:16+02:00,2024-05-17T11:56:17+02:00
