instance,timestamp,value
10.100.252.132:9100,1716130755,24.361750148801796
10.100.252.132:9100,1716130756,24.361750148801796
10.100.252.132:9100,1716130757,24.361750148801796
10.100.252.132:9100,1716130758,24.361750148801796
10.100.252.132:9100,1716130759,24.361750148801796
10.100.252.132:9100,1716130760,24.361750148801796
10.100.252.132:9100,1716130761,24.361750148801796
10.100.252.132:9100,1716130762,24.361750148801796
10.100.252.132:9100,1716130763,24.361750148801796
10.100.252.132:9100,1716130764,24.361750148801796
10.100.252.132:9100,1716130765,24.361750148801796
10.100.252.132:9100,1716130766,24.361750148801796
10.100.252.132:9100,1716130767,24.361750148801796
10.100.252.132:9100,1716130768,24.361750148801796
10.100.252.132:9100,1716130769,24.361750148801796
10.100.252.132:9100,1716130770,24.361750148801796
10.100.252.132:9100,1716130771,24.361750148801796
10.100.252.132:9100,1716130772,25.322270735380474
10.100.252.132:9100,1716130773,25.322270735380474
10.100.252.132:9100,1716130774,25.322270735380474
10.100.252.132:9100,1716130775,25.322270735380474
10.100.252.132:9100,1716130776,25.322270735380474
10.100.252.132:9100,1716130777,25.322270735380474
10.100.252.132:9100,1716130778,25.322270735380474
10.100.252.132:9100,1716130779,25.322270735380474
10.100.252.132:9100,1716130780,25.322270735380474
10.100.252.132:9100,1716130781,25.322270735380474
10.100.252.132:9100,1716130782,25.322270735380474
10.100.252.132:9100,1716130783,25.322270735380474
10.100.252.132:9100,1716130784,25.322270735380474
10.100.252.132:9100,1716130785,25.322270735380474
10.100.252.132:9100,1716130786,25.322270735380474
10.100.252.132:9100,1716130787,25.322270735380474
10.100.252.132:9100,1716130788,25.322270735380474
10.100.252.132:9100,1716130789,25.322270735380474
10.100.252.132:9100,1716130790,25.322270735380474
10.100.252.132:9100,1716130791,25.322270735380474
10.100.252.132:9100,1716130792,25.322270735380474
10.100.252.132:9100,1716130793,25.322270735380474
10.100.252.132:9100,1716130794,25.322270735380474
10.100.252.132:9100,1716130795,25.322270735380474
10.100.252.132:9100,1716130796,25.322270735380474
10.100.252.132:9100,1716130797,25.322270735380474
10.100.252.132:9100,1716130798,25.322270735380474
10.100.252.132:9100,1716130799,25.322270735380474
10.100.252.132:9100,1716130800,25.322270735380474
10.100.252.132:9100,1716130801,25.322270735380474
10.100.252.132:9100,1716130802,25.779761357871315
10.100.252.132:9100,1716130803,25.779761357871315
