pod,instance,timestamp,value
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046382,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046383,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046384,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046385,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046386,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046387,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046388,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046389,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046390,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046391,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046392,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046393,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046394,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046395,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046396,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046397,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046398,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046399,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046400,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046401,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046402,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046403,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046404,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046405,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046406,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046407,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046408,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046409,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046410,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046411,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046412,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046413,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046414,13940053.333333334
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046415,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046416,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046417,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046418,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046419,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046420,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046421,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046422,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046423,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046424,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046425,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046426,13950976
calico-kube-controllers-658d97c59c-wnz7d,10.100.252.186:10250,1716046427,13950976
