Framework,CPU_Usage_Median,CPU_Usage_StdDev
karmada,0.0492126684510231,1.1202773318281645
kubernetes,0.0440140015164314,1.4432839009377818
oakestra,0.0104162762711718,2.400765795125291
ocm,0.0279598759575025,0.8197894907545323
