namespace,pod,timestamp,value
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814122.615,0.0012881866388372268
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814123.615,0.0012881866388372268
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814124.615,0.0012881866388372268
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814125.615,0.0012881866388372268
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814126.615,0.0012881866388372268
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814127.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814128.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814129.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814130.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814131.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814132.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814133.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814134.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814135.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814136.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814137.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814138.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814139.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814140.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814141.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814142.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814143.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814144.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814145.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814146.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814147.615,0.0012881866388372266
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814148.615,0.0006555335776126915
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814149.615,0.0006555335776126915
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814150.615,0.0006555335776126915
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814156.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814157.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814158.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814159.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814160.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814161.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814162.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814163.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814164.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814165.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814166.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814167.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814168.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814169.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814170.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814171.615,0.003401235163775188
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814172.615,0.0034012351637751877
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814173.615,0.0034012351637751877
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814174.615,0.0034012351637751877
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814175.615,0.0034012351637751877
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814176.615,0.003267838738693791
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814177.615,0.003267838738693791
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814178.615,0.003267838738693791
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814179.615,0.0016042419950050319
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814180.615,0.0016042419950050319
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814181.615,0.0016042419950050319
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814182.615,0.0008363734481891635
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814183.615,0.0008593337097585808
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814184.615,0.0016827959396714567
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814185.615,0.002025215947243931
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814186.615,0.0020481762088133486
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814187.615,0.002071136470382766
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814188.615,0.002094096731952183
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814189.615,0.0021170569935216005
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814190.615,0.002140017255091018
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814191.615,0.002162977516660435
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814192.615,0.0021859377782298523
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814193.615,0.0022088980397992697
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814194.615,0.0024975774085115535
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814195.615,0.0024975774085115535
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814196.615,0.0024975774085115535
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814197.615,0.0024975774085115535
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814198.615,0.0022067397752117447
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814199.615,0.002183779513642327
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814200.615,0.00216081925207291
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814201.615,0.002137858990503493
cert-manager,cert-manager-7ddd8cdb9f-hrv46,1716814202.615,0.0021148987289340755
