timestamp,value
1716829777.974,17.105883830273502
1716829778.974,16.490519842034836
1716829779.974,16.51888424108728
1716829780.974,17.237933370455917
1716829781.974,17.191425961710188
1716829782.974,17.13573065208059
1716829783.974,18.57783181319029
1716829784.974,19.197836582097096
1716829785.974,19.137231137558043
1716829786.974,19.065115555521597
1716829787.974,18.991204979924984
1716829788.974,18.87321051870844
1716829789.974,18.80597290150496
1716829790.974,18.743288469124824
1716829791.974,18.66769489814519
1716829792.974,18.59213054749024
1716829793.974,14.363534201904903
1716829794.974,14.239268908246444
1716829795.974,10.961446016211498
1716829796.974,8.320924726327302
1716829797.974,12.574982848636067
1716829798.974,14.789114351758084
1716829799.974,15.643543915457299
1716829800.974,19.427974505118247
1716829801.974,19.390264331382912
1716829802.974,19.341038508768943
1716829803.974,19.321460412895565
1716829804.974,19.27672178230963
1716829805.974,16.24834247936794
1716829806.974,16.195130392421998
1716829807.974,14.36487207409339
1716829808.974,14.373408755294319
1716829809.974,14.373541665707045
1716829810.974,14.39080927984127
1716829811.974,14.395649372635082
1716829812.974,14.398426611568597
1716829813.974,14.396317454900469
1716829814.974,17.72503007942542
1716829815.974,17.726381243152378
1716829816.974,17.74182467656333
1716829817.974,17.744417654772256
1716829818.974,20.93653120631562
1716829819.974,17.08012954948473
1716829820.974,17.071167803700476
1716829821.974,17.06434247959373
1716829822.974,19.371574300576874
1716829823.974,15.570979984382268
1716829824.974,12.492438455964948
1716829825.974,12.544844444418837
1716829826.974,12.614150836020828
1716829827.974,12.680056338354825
1716829828.974,15.289358198005935
1716829829.974,15.413357263672577
1716829830.974,16.47124270010911
1716829831.974,13.332458055795312
1716829832.974,14.142485262102895
1716829833.974,14.16268925803587
1716829834.974,14.183387868213652
1716829835.974,14.205459199231559
1716829836.974,17.301759037170626
1716829837.974,17.287605895439253
1716829838.974,17.286536856990153
1716829839.974,17.300828731832873
1716829840.974,17.310275876557768
1716829841.974,17.30139981591139
1716829842.974,17.298511780898238
1716829843.974,14.000452182567559
1716829844.974,14.0049767424648
1716829845.974,14.006335073624186
1716829846.974,14.008949364928345
1716829847.974,17.238179984364546
1716829848.974,17.24202924564865
1716829849.974,19.702463103293766
1716829850.974,18.661556569703396
1716829851.974,18.542968960746315
