pod,timestamp,value
kube-apiserver-kubernetes-1,1715844337.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844338.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844339.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844340.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844341.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844342.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844343.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844344.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844345.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844346.407,0.2998605504843588
kube-apiserver-kubernetes-1,1715844347.407,0.29530282912230943
kube-apiserver-kubernetes-1,1715844348.407,0.29505192542808023
kube-apiserver-kubernetes-1,1715844349.407,0.284500543187495
kube-apiserver-kubernetes-1,1715844350.407,0.28475420348010705
kube-apiserver-kubernetes-1,1715844351.407,0.28500786377271914
kube-apiserver-kubernetes-1,1715844352.407,0.2852615240653311
kube-apiserver-kubernetes-1,1715844353.407,0.2855151843579432
kube-apiserver-kubernetes-1,1715844354.407,0.28576884465055524
kube-apiserver-kubernetes-1,1715844355.407,0.2891772175919415
kube-apiserver-kubernetes-1,1715844356.407,0.29402631457565953
kube-apiserver-kubernetes-1,1715844357.407,0.2937745184668711
kube-apiserver-kubernetes-1,1715844358.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844359.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844360.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844361.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844362.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844363.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844364.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844365.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844366.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844367.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844368.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844369.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844370.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844371.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844372.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844373.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844374.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844375.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844376.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844377.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844378.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844379.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844380.407,0.30573006630977073
kube-apiserver-kubernetes-1,1715844381.407,0.29823926425912395
kube-apiserver-kubernetes-1,1715844382.407,0.2984939867575666
kube-apiserver-kubernetes-1,1715844383.407,0.2987487092560093
kube-apiserver-kubernetes-1,1715844384.407,0.299003431754452
kube-apiserver-kubernetes-1,1715844385.407,0.2992581542528947
kube-apiserver-kubernetes-1,1715844386.407,0.2995128767513374
kube-apiserver-kubernetes-1,1715844387.407,0.2997675992497801
kube-apiserver-kubernetes-1,1715844388.407,0.3000223217482228
kube-apiserver-kubernetes-1,1715844389.407,0.3008884745364315
kube-apiserver-kubernetes-1,1715844390.407,0.29982250946064154
kube-apiserver-kubernetes-1,1715844391.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844392.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844393.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844394.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844395.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844396.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844397.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844398.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844399.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844400.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844401.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844402.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844403.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844404.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844405.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844406.407,0.3043898561150908
kube-apiserver-kubernetes-1,1715844407.407,0.2981316094254666
kube-apiserver-kubernetes-1,1715844408.407,0.29838495603802356
kube-apiserver-kubernetes-1,1715844409.407,0.2986383026505805
kube-apiserver-kubernetes-1,1715844410.407,0.29889164926313744
kube-apiserver-kubernetes-1,1715844411.407,0.2991449958756943
kube-apiserver-kubernetes-1,1715844412.407,0.29939834248825126
kube-apiserver-kubernetes-1,1715844413.407,0.30114344297076323
kube-apiserver-kubernetes-1,1715844414.407,0.3013997139597626
kube-apiserver-kubernetes-1,1715844415.407,0.3062419221870838
kube-apiserver-kubernetes-1,1715844416.407,0.3062419221870838
kube-apiserver-kubernetes-1,1715844417.407,0.3062419221870838
kube-apiserver-kubernetes-1,1715844418.407,0.30706602016071843
kube-apiserver-kubernetes-1,1715844419.407,0.30706602016071843
kube-apiserver-kubernetes-1,1715844420.407,0.30706602016071843
kube-apiserver-kubernetes-1,1715844421.407,0.30706602016071843
kube-apiserver-kubernetes-1,1715844422.407,0.30706602016071843
kube-apiserver-kubernetes-1,1715844423.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844424.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844425.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844426.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844427.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844428.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844429.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844430.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844431.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844432.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844433.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844434.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844435.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844436.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844437.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844438.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844439.407,0.3067020678542455
kube-apiserver-kubernetes-1,1715844440.407,0.3028918056003559
kube-apiserver-kubernetes-1,1715844441.407,0.3028918056003559
