DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy.evaluation.gosigterm.evaluation.2,deploy.evaluation.gosigterm.evaluation.2-69bc95c747-vj7wc,2024-05-30T15:53:31+02:00,2024-05-30 15:53:31 +0200 CEST,2024-05-30 15:53:31 +0200 CEST,2024-05-30 15:53:33 +0200 CEST,2024-05-30 15:53:33 +0200 CEST,2024-05-30 15:53:33 +0200 CEST,2024-05-30T15:55:05+02:00,2024-05-30T15:55:14+02:00
deploy.evaluation.gosigterm.evaluation.32,deploy.evaluation.gosigterm.evaluation.32-598c4fbd9c-2vwbl,2024-05-30T15:53:44+02:00,2024-05-30 15:53:47 +0200 CEST,2024-05-30 15:53:47 +0200 CEST,2024-05-30 15:53:48 +0200 CEST,2024-05-30 15:53:48 +0200 CEST,2024-05-30 15:53:48 +0200 CEST,2024-05-30T15:55:16+02:00,2024-05-30T15:55:23+02:00
deploy.evaluation.gosigterm.evaluation.45,deploy.evaluation.gosigterm.evaluation.45-794c8666d9-v5mgr,2024-05-30T15:53:56+02:00,2024-05-30 15:54:00 +0200 CEST,2024-05-30 15:54:00 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30T15:55:22+02:00,2024-05-30T15:55:29+02:00
deploy.evaluation.gosigterm.evaluation.50,deploy.evaluation.gosigterm.evaluation.50-7cb4d97789-7n7vk,2024-05-30T15:53:57+02:00,2024-05-30 15:54:01 +0200 CEST,2024-05-30 15:54:01 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30T15:55:24+02:00,2024-05-30T15:55:29+02:00
deploy.evaluation.gosigterm.evaluation.66,deploy.evaluation.gosigterm.evaluation.66-7ccc6df9fc-6dwch,2024-05-30T15:54:09+02:00,2024-05-30 15:54:13 +0200 CEST,2024-05-30 15:54:13 +0200 CEST,2024-05-30 15:54:14 +0200 CEST,2024-05-30 15:54:14 +0200 CEST,2024-05-30 15:54:14 +0200 CEST,2024-05-30T15:55:31+02:00,2024-05-30T15:55:35+02:00
deploy.evaluation.gosigterm.evaluation.87,deploy.evaluation.gosigterm.evaluation.87-5bbff58f97-zsqbk,2024-05-30T15:54:26+02:00,2024-05-30 15:54:32 +0200 CEST,2024-05-30 15:54:32 +0200 CEST,2024-05-30 15:54:34 +0200 CEST,2024-05-30 15:54:34 +0200 CEST,2024-05-30 15:54:34 +0200 CEST,2024-05-30T15:55:39+02:00,2024-05-30T15:55:41+02:00
deploy.evaluation.gosigterm.evaluation.97,deploy.evaluation.gosigterm.evaluation.97-69674468b9-765r5,2024-05-30T15:54:30+02:00,2024-05-30 15:54:37 +0200 CEST,2024-05-30 15:54:38 +0200 CEST,2024-05-30 15:54:40 +0200 CEST,2024-05-30 15:54:40 +0200 CEST,2024-05-30 15:54:40 +0200 CEST,2024-05-30T15:55:43+02:00,2024-05-30T15:55:45+02:00
deploy.evaluation.gosigterm.evaluation.8,deploy.evaluation.gosigterm.evaluation.8-864497f7f5-rjbhj,2024-05-30T15:53:33+02:00,2024-05-30 15:53:33 +0200 CEST,2024-05-30 15:53:33 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30T15:55:06+02:00,2024-05-30T15:55:14+02:00
deploy.evaluation.gosigterm.evaluation.11,deploy.evaluation.gosigterm.evaluation.11-5b464fcdd5-s5mzg,2024-05-30T15:53:33+02:00,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:36 +0200 CEST,2024-05-30 15:53:36 +0200 CEST,2024-05-30 15:53:36 +0200 CEST,2024-05-30T15:55:08+02:00,2024-05-30T15:55:14+02:00
deploy.evaluation.gosigterm.evaluation.17,deploy.evaluation.gosigterm.evaluation.17-57787f5ccc-gkrmj,2024-05-30T15:53:36+02:00,2024-05-30 15:53:38 +0200 CEST,2024-05-30 15:53:38 +0200 CEST,2024-05-30 15:53:39 +0200 CEST,2024-05-30 15:53:40 +0200 CEST,2024-05-30 15:53:40 +0200 CEST,2024-05-30T15:55:10+02:00,2024-05-30T15:55:19+02:00
deploy.evaluation.gosigterm.evaluation.46,deploy.evaluation.gosigterm.evaluation.46-5b57d5c85-qxqjw,2024-05-30T15:53:56+02:00,2024-05-30 15:54:00 +0200 CEST,2024-05-30 15:54:00 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30 15:54:02 +0200 CEST,2024-05-30T15:55:23+02:00,2024-05-30T15:55:28+02:00
deploy.evaluation.gosigterm.evaluation.56,deploy.evaluation.gosigterm.evaluation.56-546f688cd9-ttxxf,2024-05-30T15:54:06+02:00,2024-05-30 15:54:09 +0200 CEST,2024-05-30 15:54:09 +0200 CEST,2024-05-30 15:54:10 +0200 CEST,2024-05-30 15:54:10 +0200 CEST,2024-05-30 15:54:10 +0200 CEST,2024-05-30T15:55:26+02:00,2024-05-30T15:55:31+02:00
deploy.evaluation.gosigterm.evaluation.83,deploy.evaluation.gosigterm.evaluation.83-86559dcff7-9d9v2,2024-05-30T15:54:25+02:00,2024-05-30 15:54:32 +0200 CEST,2024-05-30 15:54:32 +0200 CEST,2024-05-30 15:54:34 +0200 CEST,2024-05-30 15:54:34 +0200 CEST,2024-05-30 15:54:34 +0200 CEST,2024-05-30T15:55:37+02:00,2024-05-30T15:55:41+02:00
deploy.evaluation.gosigterm.evaluation.4,deploy.evaluation.gosigterm.evaluation.4-855dbb7f47-dp4gj,2024-05-30T15:53:31+02:00,2024-05-30 15:53:31 +0200 CEST,2024-05-30 15:53:31 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30T15:55:05+02:00,2024-05-30T15:55:14+02:00
deploy.evaluation.gosigterm.evaluation.7,deploy.evaluation.gosigterm.evaluation.7-67cf648865-mwth2,2024-05-30T15:53:32+02:00,2024-05-30 15:53:33 +0200 CEST,2024-05-30 15:53:33 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30 15:53:35 +0200 CEST,2024-05-30T15:55:06+02:00,2024-05-30T15:55:14+02:00
deploy.evaluation.gosigterm.evaluation.27,deploy.evaluation.gosigterm.evaluation.27-5d9f787985-88jfp,2024-05-30T15:53:43+02:00,2024-05-30 15:53:45 +0200 CEST,2024-05-30 15:53:45 +0200 CEST,2024-05-30 15:53:46 +0200 CEST,2024-05-30 15:53:46 +0200 CEST,2024-05-30 15:53:46 +0200 CEST,2024-05-30T15:55:14+02:00,2024-05-30T15:55:23+02:00
deploy.evaluation.gosigterm.evaluation.64,deploy.evaluation.gosigterm.evaluation.64-64cb98c957-xvct4,2024-05-30T15:54:08+02:00,2024-05-30 15:54:12 +0200 CEST,2024-05-30 15:54:13 +0200 CEST,2024-05-30 15:54:15 +0200 CEST,2024-05-30 15:54:16 +0200 CEST,2024-05-30 15:54:16 +0200 CEST,2024-05-30T15:55:30+02:00,2024-05-30T15:55:33+02:00
deploy.evaluation.gosigterm.evaluation.69,deploy.evaluation.gosigterm.evaluation.69-75896cb69-2t9pc,2024-05-30T15:54:10+02:00,2024-05-30 15:54:16 +0200 CEST,2024-05-30 15:54:16 +0200 CEST,2024-05-30 15:54:18 +0200 CEST,2024-05-30 15:54:18 +0200 CEST,2024-05-30 15:54:18 +0200 CEST,2024-05-30T15:55:32+02:00,2024-05-30T15:55:35+02:00
