DeploymentName,PodName,DeploymentTime,PodScheduled,Initialized,PodReadyToStartContainers,ContainersReady,Ready,DeleteTime,CleanUpTime
deploy.evaluation.gosigterm.evaluation.77,deploy.evaluation.gosigterm.evaluation.77-57ffd78d57-cdz79,2024-05-30T15:37:41+02:00,2024-05-30 15:37:47 +0200 CEST,2024-05-30 15:37:47 +0200 CEST,2024-05-30 15:37:49 +0200 CEST,2024-05-30 15:37:49 +0200 CEST,2024-05-30 15:37:49 +0200 CEST,2024-05-30T15:39:09+02:00,2024-05-30T15:39:11+02:00
deploy.evaluation.gosigterm.evaluation.17,deploy.evaluation.gosigterm.evaluation.17-778cfcd6c7-8xw9d,2024-05-30T15:36:54+02:00,2024-05-30 15:36:56 +0200 CEST,2024-05-30 15:36:56 +0200 CEST,2024-05-30 15:36:58 +0200 CEST,2024-05-30 15:36:58 +0200 CEST,2024-05-30 15:36:58 +0200 CEST,2024-05-30T15:38:43+02:00,2024-05-30T15:38:51+02:00
deploy.evaluation.gosigterm.evaluation.18,deploy.evaluation.gosigterm.evaluation.18-766c779745-82j7x,2024-05-30T15:36:55+02:00,2024-05-30 15:36:57 +0200 CEST,2024-05-30 15:36:57 +0200 CEST,2024-05-30 15:36:58 +0200 CEST,2024-05-30 15:36:58 +0200 CEST,2024-05-30 15:36:58 +0200 CEST,2024-05-30T15:38:43+02:00,2024-05-30T15:38:52+02:00
deploy.evaluation.gosigterm.evaluation.47,deploy.evaluation.gosigterm.evaluation.47-58cc6d9cc7-njbbn,2024-05-30T15:37:12+02:00,2024-05-30 15:37:15 +0200 CEST,2024-05-30 15:37:15 +0200 CEST,2024-05-30 15:37:17 +0200 CEST,2024-05-30 15:37:17 +0200 CEST,2024-05-30 15:37:17 +0200 CEST,2024-05-30T15:38:55+02:00,2024-05-30T15:39:01+02:00
deploy.evaluation.gosigterm.evaluation.55,deploy.evaluation.gosigterm.evaluation.55-597d4d889c-qzs5q,2024-05-30T15:37:24+02:00,2024-05-30 15:37:28 +0200 CEST,2024-05-30 15:37:28 +0200 CEST,2024-05-30 15:37:30 +0200 CEST,2024-05-30 15:37:30 +0200 CEST,2024-05-30 15:37:30 +0200 CEST,2024-05-30T15:38:59+02:00,2024-05-30T15:39:03+02:00
deploy.evaluation.gosigterm.evaluation.52,deploy.evaluation.gosigterm.evaluation.52-7d8c76df4f-ndfbb,2024-05-30T15:37:18+02:00,2024-05-30 15:37:23 +0200 CEST,2024-05-30 15:37:23 +0200 CEST,2024-05-30 15:37:24 +0200 CEST,2024-05-30 15:37:24 +0200 CEST,2024-05-30 15:37:24 +0200 CEST,2024-05-30T15:38:57+02:00,2024-05-30T15:39:04+02:00
deploy.evaluation.gosigterm.evaluation.65,deploy.evaluation.gosigterm.evaluation.65-59457555fc-682dv,2024-05-30T15:37:26+02:00,2024-05-30 15:37:32 +0200 CEST,2024-05-30 15:37:32 +0200 CEST,2024-05-30 15:37:34 +0200 CEST,2024-05-30 15:37:34 +0200 CEST,2024-05-30 15:37:34 +0200 CEST,2024-05-30T15:39:03+02:00,2024-05-30T15:39:09+02:00
deploy.evaluation.gosigterm.evaluation.78,deploy.evaluation.gosigterm.evaluation.78-54bcbbbc85-nl8nq,2024-05-30T15:37:43+02:00,2024-05-30 15:37:47 +0200 CEST,2024-05-30 15:37:47 +0200 CEST,2024-05-30 15:37:49 +0200 CEST,2024-05-30 15:37:49 +0200 CEST,2024-05-30 15:37:49 +0200 CEST,2024-05-30T15:39:09+02:00,2024-05-30T15:39:13+02:00
deploy.evaluation.gosigterm.evaluation.92,deploy.evaluation.gosigterm.evaluation.92-8696bb4d65-crbqh,2024-05-30T15:37:52+02:00,2024-05-30 15:38:01 +0200 CEST,2024-05-30 15:38:01 +0200 CEST,2024-05-30 15:38:03 +0200 CEST,2024-05-30 15:38:03 +0200 CEST,2024-05-30 15:38:03 +0200 CEST,2024-05-30T15:39:14+02:00,2024-05-30T15:39:16+02:00
deploy.evaluation.gosigterm.evaluation.3,deploy.evaluation.gosigterm.evaluation.3-66f44bf4fc-hzzrg,2024-05-30T15:36:49+02:00,2024-05-30 15:36:49 +0200 CEST,2024-05-30 15:36:49 +0200 CEST,2024-05-30 15:36:51 +0200 CEST,2024-05-30 15:36:51 +0200 CEST,2024-05-30 15:36:51 +0200 CEST,2024-05-30T15:38:38+02:00,2024-05-30T15:38:47+02:00
